tencentBlock.ns16404 S3FIFO-0.5000-0.9000 cache size      498, 1740737 req, miss ratio 0.5030, byte miss ratio 0.5030
tencentBlock.ns16404 S3FIFO-0.5000-0.9000 cache size     1496, 1740737 req, miss ratio 0.5007, byte miss ratio 0.5007
tencentBlock.ns16404 S3FIFO-0.5000-0.9000 cache size     4989, 1740737 req, miss ratio 0.4967, byte miss ratio 0.4967
tencentBlock.ns16404 S3FIFO-0.5000-0.9000 cache size    14967, 1740737 req, miss ratio 0.4750, byte miss ratio 0.4750
tencentBlock.ns16404 S3FIFO-0.5000-0.9000 cache size    49890, 1740737 req, miss ratio 0.4185, byte miss ratio 0.4185
tencentBlock.ns16404 S3FIFO-0.5000-0.9000 cache size    99780, 1740737 req, miss ratio 0.3614, byte miss ratio 0.3614
tencentBlock.ns16404 S3FIFO-0.5000-0.9000 cache size   199560, 1740737 req, miss ratio 0.3097, byte miss ratio 0.3097
tencentBlock.ns16404 S3FIFO-0.5000-0.9000 cache size   399120, 1740737 req, miss ratio 0.2887, byte miss ratio 0.2887
tencentBlock.ns16404 S3FIFO-0.6000-1.9000 cache size      498, 1740737 req, miss ratio 0.5031, byte miss ratio 0.5031
tencentBlock.ns16404 S3FIFO-0.6000-1.9000 cache size     1496, 1740737 req, miss ratio 0.5008, byte miss ratio 0.5008
tencentBlock.ns16404 S3FIFO-0.6000-1.9000 cache size     4989, 1740737 req, miss ratio 0.4964, byte miss ratio 0.4964
tencentBlock.ns16404 S3FIFO-0.6000-1.9000 cache size    14967, 1740737 req, miss ratio 0.4904, byte miss ratio 0.4904
tencentBlock.ns16404 S3FIFO-0.6000-1.9000 cache size    49890, 1740737 req, miss ratio 0.4234, byte miss ratio 0.4234
tencentBlock.ns16404 S3FIFO-0.6000-1.9000 cache size    99780, 1740737 req, miss ratio 0.3680, byte miss ratio 0.3680
tencentBlock.ns16404 S3FIFO-0.6000-1.9000 cache size   199560, 1740737 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns16404 S3FIFO-0.6000-1.9000 cache size   399120, 1740737 req, miss ratio 0.2893, byte miss ratio 0.2893
tencentBlock.ns16404 S3FIFO-0.0100-1.9000 cache size      498, 1740737 req, miss ratio 0.6069, byte miss ratio 0.6069
tencentBlock.ns16404 S3FIFO-0.0100-1.9000 cache size     1496, 1740737 req, miss ratio 0.5071, byte miss ratio 0.5071
tencentBlock.ns16404 S3FIFO-0.0100-1.9000 cache size     4989, 1740737 req, miss ratio 0.5009, byte miss ratio 0.5009
tencentBlock.ns16404 S3FIFO-0.0100-1.9000 cache size    14967, 1740737 req, miss ratio 0.4650, byte miss ratio 0.4650
tencentBlock.ns16404 S3FIFO-0.0100-1.9000 cache size    49890, 1740737 req, miss ratio 0.3917, byte miss ratio 0.3917
tencentBlock.ns16404 S3FIFO-0.0100-1.9000 cache size    99780, 1740737 req, miss ratio 0.3373, byte miss ratio 0.3373
tencentBlock.ns16404 S3FIFO-0.0100-1.9000 cache size   199560, 1740737 req, miss ratio 0.3043, byte miss ratio 0.3043
tencentBlock.ns16404 S3FIFO-0.0100-1.9000 cache size   399120, 1740737 req, miss ratio 0.2886, byte miss ratio 0.2886
tencentBlock.ns16404 S3FIFO-0.0250-1.9000 cache size      498, 1740737 req, miss ratio 0.5101, byte miss ratio 0.5101
tencentBlock.ns16404 S3FIFO-0.0250-1.9000 cache size     1496, 1740737 req, miss ratio 0.5036, byte miss ratio 0.5036
tencentBlock.ns16404 S3FIFO-0.0250-1.9000 cache size     4989, 1740737 req, miss ratio 0.4988, byte miss ratio 0.4988
tencentBlock.ns16404 S3FIFO-0.0250-1.9000 cache size    14967, 1740737 req, miss ratio 0.4652, byte miss ratio 0.4652
tencentBlock.ns16404 S3FIFO-0.0250-1.9000 cache size    49890, 1740737 req, miss ratio 0.3926, byte miss ratio 0.3926
tencentBlock.ns16404 S3FIFO-0.0250-1.9000 cache size    99780, 1740737 req, miss ratio 0.3377, byte miss ratio 0.3377
tencentBlock.ns16404 S3FIFO-0.0250-1.9000 cache size   199560, 1740737 req, miss ratio 0.3044, byte miss ratio 0.3044
tencentBlock.ns16404 S3FIFO-0.0250-1.9000 cache size   399120, 1740737 req, miss ratio 0.2886, byte miss ratio 0.2886
tencentBlock.ns16404 S3FIFO-0.6500-0.9000 cache size      498, 1740737 req, miss ratio 0.5034, byte miss ratio 0.5034
tencentBlock.ns16404 S3FIFO-0.6500-0.9000 cache size     1496, 1740737 req, miss ratio 0.5010, byte miss ratio 0.5010
tencentBlock.ns16404 S3FIFO-0.6500-0.9000 cache size     4989, 1740737 req, miss ratio 0.4962, byte miss ratio 0.4962
tencentBlock.ns16404 S3FIFO-0.6500-0.9000 cache size    14967, 1740737 req, miss ratio 0.4908, byte miss ratio 0.4908
tencentBlock.ns16404 S3FIFO-0.6500-0.9000 cache size    49890, 1740737 req, miss ratio 0.4239, byte miss ratio 0.4239
tencentBlock.ns16404 S3FIFO-0.6500-0.9000 cache size    99780, 1740737 req, miss ratio 0.3708, byte miss ratio 0.3708
tencentBlock.ns16404 S3FIFO-0.6500-0.9000 cache size   199560, 1740737 req, miss ratio 0.3145, byte miss ratio 0.3145
tencentBlock.ns16404 S3FIFO-0.6500-0.9000 cache size   399120, 1740737 req, miss ratio 0.2896, byte miss ratio 0.2896
tencentBlock.ns16404 S3FIFO-0.3500-1.9000 cache size      498, 1740737 req, miss ratio 0.5028, byte miss ratio 0.5028
tencentBlock.ns16404 S3FIFO-0.3500-1.9000 cache size     1496, 1740737 req, miss ratio 0.5006, byte miss ratio 0.5006
tencentBlock.ns16404 S3FIFO-0.3500-1.9000 cache size     4989, 1740737 req, miss ratio 0.4975, byte miss ratio 0.4975
tencentBlock.ns16404 S3FIFO-0.3500-1.9000 cache size    14967, 1740737 req, miss ratio 0.4704, byte miss ratio 0.4704
tencentBlock.ns16404 S3FIFO-0.3500-1.9000 cache size    49890, 1740737 req, miss ratio 0.4125, byte miss ratio 0.4125
tencentBlock.ns16404 S3FIFO-0.3500-1.9000 cache size    99780, 1740737 req, miss ratio 0.3508, byte miss ratio 0.3508
tencentBlock.ns16404 S3FIFO-0.3500-1.9000 cache size   199560, 1740737 req, miss ratio 0.3069, byte miss ratio 0.3069
tencentBlock.ns16404 S3FIFO-0.3500-1.9000 cache size   399120, 1740737 req, miss ratio 0.2886, byte miss ratio 0.2886
tencentBlock.ns16404 S3FIFO-0.0100-0.9000 cache size      498, 1740737 req, miss ratio 0.6072, byte miss ratio 0.6072
tencentBlock.ns16404 S3FIFO-0.0100-0.9000 cache size     1496, 1740737 req, miss ratio 0.5075, byte miss ratio 0.5075
tencentBlock.ns16404 S3FIFO-0.0100-0.9000 cache size     4989, 1740737 req, miss ratio 0.5013, byte miss ratio 0.5013
