cdn1_colo28.ns51 S3FIFO-0.5000-1.9000 cache size      107, 13579616 req, miss ratio 0.4393, byte miss ratio 0.4393
cdn1_colo28.ns51 S3FIFO-0.5000-1.9000 cache size      322, 13579616 req, miss ratio 0.3665, byte miss ratio 0.3665
cdn1_colo28.ns51 S3FIFO-0.5000-1.9000 cache size     1075, 13579616 req, miss ratio 0.2388, byte miss ratio 0.2388
cdn1_colo28.ns51 S3FIFO-0.5000-1.9000 cache size     3226, 13579616 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns51 S3FIFO-0.5000-1.9000 cache size    10754, 13579616 req, miss ratio 0.0189, byte miss ratio 0.0189
cdn1_colo28.ns51 S3FIFO-0.5000-1.9000 cache size    21509, 13579616 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_colo28.ns51 S3FIFO-0.5000-1.9000 cache size    43019, 13579616 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns51 S3FIFO-0.5000-1.9000 cache size    86038, 13579616 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns51 S3FIFO-0.0050-0.9000 cache size      107, 13579616 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns51 S3FIFO-0.0050-0.9000 cache size      322, 13579616 req, miss ratio 0.3524, byte miss ratio 0.3524
cdn1_colo28.ns51 S3FIFO-0.0050-0.9000 cache size     1075, 13579616 req, miss ratio 0.2218, byte miss ratio 0.2218
cdn1_colo28.ns51 S3FIFO-0.0050-0.9000 cache size     3226, 13579616 req, miss ratio 0.0738, byte miss ratio 0.0738
cdn1_colo28.ns51 S3FIFO-0.0050-0.9000 cache size    10754, 13579616 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_colo28.ns51 S3FIFO-0.0050-0.9000 cache size    21509, 13579616 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_colo28.ns51 S3FIFO-0.0050-0.9000 cache size    43019, 13579616 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns51 S3FIFO-0.0050-0.9000 cache size    86038, 13579616 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns51 S3FIFO-0.9500-0.9000 cache size      107, 13579616 req, miss ratio 0.4456, byte miss ratio 0.4456
cdn1_colo28.ns51 S3FIFO-0.9500-0.9000 cache size      322, 13579616 req, miss ratio 0.3814, byte miss ratio 0.3814
cdn1_colo28.ns51 S3FIFO-0.9500-0.9000 cache size     1075, 13579616 req, miss ratio 0.2621, byte miss ratio 0.2621
cdn1_colo28.ns51 S3FIFO-0.9500-0.9000 cache size     3226, 13579616 req, miss ratio 0.1208, byte miss ratio 0.1208
cdn1_colo28.ns51 S3FIFO-0.9500-0.9000 cache size    10754, 13579616 req, miss ratio 0.0264, byte miss ratio 0.0264
cdn1_colo28.ns51 S3FIFO-0.9500-0.9000 cache size    21509, 13579616 req, miss ratio 0.0141, byte miss ratio 0.0141
cdn1_colo28.ns51 S3FIFO-0.9500-0.9000 cache size    43019, 13579616 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns51 S3FIFO-0.9500-0.9000 cache size    86038, 13579616 req, miss ratio 0.0084, byte miss ratio 0.0084
