cdn1_allcolo.ns15 S3FIFO-0.7500-1.9000 cache size      115, 21291397 req, miss ratio 0.1724, byte miss ratio 0.1724
cdn1_allcolo.ns15 S3FIFO-0.7500-1.9000 cache size      345, 21291397 req, miss ratio 0.0596, byte miss ratio 0.0596
cdn1_allcolo.ns15 S3FIFO-0.7500-1.9000 cache size     1152, 21291397 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_allcolo.ns15 S3FIFO-0.7500-1.9000 cache size     3458, 21291397 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns15 S3FIFO-0.7500-1.9000 cache size    11526, 21291397 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns15 S3FIFO-0.7500-1.9000 cache size    23053, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.7500-1.9000 cache size    46107, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.7500-1.9000 cache size    92214, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.5500-1.9000 cache size      115, 21291397 req, miss ratio 0.1577, byte miss ratio 0.1577
cdn1_allcolo.ns15 S3FIFO-0.5500-1.9000 cache size      345, 21291397 req, miss ratio 0.0529, byte miss ratio 0.0529
cdn1_allcolo.ns15 S3FIFO-0.5500-1.9000 cache size     1152, 21291397 req, miss ratio 0.0126, byte miss ratio 0.0126
cdn1_allcolo.ns15 S3FIFO-0.5500-1.9000 cache size     3458, 21291397 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns15 S3FIFO-0.5500-1.9000 cache size    11526, 21291397 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns15 S3FIFO-0.5500-1.9000 cache size    23053, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.5500-1.9000 cache size    46107, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.5500-1.9000 cache size    92214, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.9500-0.9000 cache size      115, 21291397 req, miss ratio 0.1955, byte miss ratio 0.1955
cdn1_allcolo.ns15 S3FIFO-0.9500-0.9000 cache size      345, 21291397 req, miss ratio 0.0690, byte miss ratio 0.0690
cdn1_allcolo.ns15 S3FIFO-0.9500-0.9000 cache size     1152, 21291397 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_allcolo.ns15 S3FIFO-0.9500-0.9000 cache size     3458, 21291397 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns15 S3FIFO-0.9500-0.9000 cache size    11526, 21291397 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns15 S3FIFO-0.9500-0.9000 cache size    23053, 21291397 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns15 S3FIFO-0.9500-0.9000 cache size    46107, 21291397 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns15 S3FIFO-0.9500-0.9000 cache size    92214, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.1000-1.9000 cache size      115, 21291397 req, miss ratio 0.1277, byte miss ratio 0.1277
cdn1_allcolo.ns15 S3FIFO-0.1000-1.9000 cache size      345, 21291397 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_allcolo.ns15 S3FIFO-0.1000-1.9000 cache size     1152, 21291397 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns15 S3FIFO-0.1000-1.9000 cache size     3458, 21291397 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns15 S3FIFO-0.1000-1.9000 cache size    11526, 21291397 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns15 S3FIFO-0.1000-1.9000 cache size    23053, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.1000-1.9000 cache size    46107, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.1000-1.9000 cache size    92214, 21291397 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns15 S3FIFO-0.0050-0.9000 cache size      115, 21291397 req, miss ratio 1.0000, byte miss ratio 1.0000
