tencentBlock.ns4323 S3FIFO-0.0050-1.9000 cache size     1056, 15651161 req, miss ratio 0.7515, byte miss ratio 0.7515
tencentBlock.ns4323 S3FIFO-0.0050-1.9000 cache size     3169, 15651161 req, miss ratio 0.5746, byte miss ratio 0.5746
tencentBlock.ns4323 S3FIFO-0.0050-1.9000 cache size    10563, 15651161 req, miss ratio 0.4269, byte miss ratio 0.4269
tencentBlock.ns4323 S3FIFO-0.0050-1.9000 cache size    31690, 15651161 req, miss ratio 0.2849, byte miss ratio 0.2849
tencentBlock.ns4323 S3FIFO-0.0050-1.9000 cache size   105634, 15651161 req, miss ratio 0.0992, byte miss ratio 0.0992
tencentBlock.ns4323 S3FIFO-0.0050-1.9000 cache size   211269, 15651161 req, miss ratio 0.0783, byte miss ratio 0.0783
tencentBlock.ns4323 S3FIFO-0.0050-1.9000 cache size   422538, 15651161 req, miss ratio 0.0707, byte miss ratio 0.0707
tencentBlock.ns4323 S3FIFO-0.0050-1.9000 cache size   845077, 15651161 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns4323 S3FIFO-0.2000-1.9000 cache size     1056, 15651161 req, miss ratio 0.7434, byte miss ratio 0.7434
tencentBlock.ns4323 S3FIFO-0.2000-1.9000 cache size     3169, 15651161 req, miss ratio 0.6006, byte miss ratio 0.6006
tencentBlock.ns4323 S3FIFO-0.2000-1.9000 cache size    10563, 15651161 req, miss ratio 0.3925, byte miss ratio 0.3925
tencentBlock.ns4323 S3FIFO-0.2000-1.9000 cache size    31690, 15651161 req, miss ratio 0.2863, byte miss ratio 0.2863
tencentBlock.ns4323 S3FIFO-0.2000-1.9000 cache size   105634, 15651161 req, miss ratio 0.1024, byte miss ratio 0.1024
tencentBlock.ns4323 S3FIFO-0.2000-1.9000 cache size   211269, 15651161 req, miss ratio 0.0850, byte miss ratio 0.0850
tencentBlock.ns4323 S3FIFO-0.2000-1.9000 cache size   422538, 15651161 req, miss ratio 0.0708, byte miss ratio 0.0708
tencentBlock.ns4323 S3FIFO-0.2000-1.9000 cache size   845077, 15651161 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns4323 S3FIFO-0.4000-0.9000 cache size     1056, 15651161 req, miss ratio 0.7473, byte miss ratio 0.7473
tencentBlock.ns4323 S3FIFO-0.4000-0.9000 cache size     3169, 15651161 req, miss ratio 0.6372, byte miss ratio 0.6372
tencentBlock.ns4323 S3FIFO-0.4000-0.9000 cache size    10563, 15651161 req, miss ratio 0.3864, byte miss ratio 0.3864
tencentBlock.ns4323 S3FIFO-0.4000-0.9000 cache size    31690, 15651161 req, miss ratio 0.2838, byte miss ratio 0.2838
tencentBlock.ns4323 S3FIFO-0.4000-0.9000 cache size   105634, 15651161 req, miss ratio 0.1139, byte miss ratio 0.1139
tencentBlock.ns4323 S3FIFO-0.4000-0.9000 cache size   211269, 15651161 req, miss ratio 0.0899, byte miss ratio 0.0899
tencentBlock.ns4323 S3FIFO-0.4000-0.9000 cache size   422538, 15651161 req, miss ratio 0.0714, byte miss ratio 0.0714
tencentBlock.ns4323 S3FIFO-0.4000-0.9000 cache size   845077, 15651161 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns4323 S3FIFO-0.0100-1.9000 cache size     1056, 15651161 req, miss ratio 0.7478, byte miss ratio 0.7478
tencentBlock.ns4323 S3FIFO-0.0100-1.9000 cache size     3169, 15651161 req, miss ratio 0.5704, byte miss ratio 0.5704
tencentBlock.ns4323 S3FIFO-0.0100-1.9000 cache size    10563, 15651161 req, miss ratio 0.4223, byte miss ratio 0.4223
tencentBlock.ns4323 S3FIFO-0.0100-1.9000 cache size    31690, 15651161 req, miss ratio 0.2783, byte miss ratio 0.2783
tencentBlock.ns4323 S3FIFO-0.0100-1.9000 cache size   105634, 15651161 req, miss ratio 0.0990, byte miss ratio 0.0990
tencentBlock.ns4323 S3FIFO-0.0100-1.9000 cache size   211269, 15651161 req, miss ratio 0.0784, byte miss ratio 0.0784
tencentBlock.ns4323 S3FIFO-0.0100-1.9000 cache size   422538, 15651161 req, miss ratio 0.0707, byte miss ratio 0.0707
tencentBlock.ns4323 S3FIFO-0.0100-1.9000 cache size   845077, 15651161 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns4323 S3FIFO-0.9000-1.9000 cache size     1056, 15651161 req, miss ratio 0.7865, byte miss ratio 0.7865
tencentBlock.ns4323 S3FIFO-0.9000-1.9000 cache size     3169, 15651161 req, miss ratio 0.7156, byte miss ratio 0.7156
tencentBlock.ns4323 S3FIFO-0.9000-1.9000 cache size    10563, 15651161 req, miss ratio 0.4663, byte miss ratio 0.4663
tencentBlock.ns4323 S3FIFO-0.9000-1.9000 cache size    31690, 15651161 req, miss ratio 0.3149, byte miss ratio 0.3149
tencentBlock.ns4323 S3FIFO-0.9000-1.9000 cache size   105634, 15651161 req, miss ratio 0.1538, byte miss ratio 0.1538
tencentBlock.ns4323 S3FIFO-0.9000-1.9000 cache size   211269, 15651161 req, miss ratio 0.1088, byte miss ratio 0.1088
tencentBlock.ns4323 S3FIFO-0.9000-1.9000 cache size   422538, 15651161 req, miss ratio 0.0819, byte miss ratio 0.0819
tencentBlock.ns4323 S3FIFO-0.9000-1.9000 cache size   845077, 15651161 req, miss ratio 0.0709, byte miss ratio 0.0709
tencentBlock.ns4323 S3FIFO-0.5000-0.9000 cache size     1056, 15651161 req, miss ratio 0.7537, byte miss ratio 0.7537
tencentBlock.ns4323 S3FIFO-0.5000-0.9000 cache size     3169, 15651161 req, miss ratio 0.6713, byte miss ratio 0.6713
tencentBlock.ns4323 S3FIFO-0.5000-0.9000 cache size    10563, 15651161 req, miss ratio 0.3955, byte miss ratio 0.3955
tencentBlock.ns4323 S3FIFO-0.5000-0.9000 cache size    31690, 15651161 req, miss ratio 0.2986, byte miss ratio 0.2986
tencentBlock.ns4323 S3FIFO-0.5000-0.9000 cache size   105634, 15651161 req, miss ratio 0.1237, byte miss ratio 0.1237
tencentBlock.ns4323 S3FIFO-0.5000-0.9000 cache size   211269, 15651161 req, miss ratio 0.0924, byte miss ratio 0.0924
tencentBlock.ns4323 S3FIFO-0.5000-0.9000 cache size   422538, 15651161 req, miss ratio 0.0718, byte miss ratio 0.0718
tencentBlock.ns4323 S3FIFO-0.5000-0.9000 cache size   845077, 15651161 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns4323 S3FIFO-0.2000-0.9000 cache size     1056, 15651161 req, miss ratio 0.7402, byte miss ratio 0.7402
tencentBlock.ns4323 S3FIFO-0.2000-0.9000 cache size     3169, 15651161 req, miss ratio 0.5682, byte miss ratio 0.5682
tencentBlock.ns4323 S3FIFO-0.2000-0.9000 cache size    10563, 15651161 req, miss ratio 0.3890, byte miss ratio 0.3890
tencentBlock.ns4323 S3FIFO-0.2000-0.9000 cache size    31690, 15651161 req, miss ratio 0.2848, byte miss ratio 0.2848
tencentBlock.ns4323 S3FIFO-0.2000-0.9000 cache size   105634, 15651161 req, miss ratio 0.1023, byte miss ratio 0.1023
tencentBlock.ns4323 S3FIFO-0.2000-0.9000 cache size   211269, 15651161 req, miss ratio 0.0846, byte miss ratio 0.0846
tencentBlock.ns4323 S3FIFO-0.2000-0.9000 cache size   422538, 15651161 req, miss ratio 0.0708, byte miss ratio 0.0708
tencentBlock.ns4323 S3FIFO-0.2000-0.9000 cache size   845077, 15651161 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns4323 S3FIFO-0.9000-0.9000 cache size     1056, 15651161 req, miss ratio 0.7838, byte miss ratio 0.7838
tencentBlock.ns4323 S3FIFO-0.9000-0.9000 cache size     3169, 15651161 req, miss ratio 0.7166, byte miss ratio 0.7166
tencentBlock.ns4323 S3FIFO-0.9000-0.9000 cache size    10563, 15651161 req, miss ratio 0.4668, byte miss ratio 0.4668
tencentBlock.ns4323 S3FIFO-0.9000-0.9000 cache size    31690, 15651161 req, miss ratio 0.3130, byte miss ratio 0.3130
tencentBlock.ns4323 S3FIFO-0.9000-0.9000 cache size   105634, 15651161 req, miss ratio 0.1541, byte miss ratio 0.1541
tencentBlock.ns4323 S3FIFO-0.9000-0.9000 cache size   211269, 15651161 req, miss ratio 0.1089, byte miss ratio 0.1089
tencentBlock.ns4323 S3FIFO-0.9000-0.9000 cache size   422538, 15651161 req, miss ratio 0.0819, byte miss ratio 0.0819
tencentBlock.ns4323 S3FIFO-0.9000-0.9000 cache size   845077, 15651161 req, miss ratio 0.0709, byte miss ratio 0.0709
tencentBlock.ns4323 S3FIFO-0.7000-0.9000 cache size     1056, 15651161 req, miss ratio 0.7650, byte miss ratio 0.7650
tencentBlock.ns4323 S3FIFO-0.7000-0.9000 cache size     3169, 15651161 req, miss ratio 0.7076, byte miss ratio 0.7076
tencentBlock.ns4323 S3FIFO-0.7000-0.9000 cache size    10563, 15651161 req, miss ratio 0.4223, byte miss ratio 0.4223
tencentBlock.ns4323 S3FIFO-0.7000-0.9000 cache size    31690, 15651161 req, miss ratio 0.3090, byte miss ratio 0.3090
tencentBlock.ns4323 S3FIFO-0.7000-0.9000 cache size   105634, 15651161 req, miss ratio 0.1409, byte miss ratio 0.1409
tencentBlock.ns4323 S3FIFO-0.7000-0.9000 cache size   211269, 15651161 req, miss ratio 0.0959, byte miss ratio 0.0959
tencentBlock.ns4323 S3FIFO-0.7000-0.9000 cache size   422538, 15651161 req, miss ratio 0.0763, byte miss ratio 0.0763
tencentBlock.ns4323 S3FIFO-0.7000-0.9000 cache size   845077, 15651161 req, miss ratio 0.0680, byte miss ratio 0.0680
tencentBlock.ns4323 S3FIFO-0.9500-1.9000 cache size     1056, 15651161 req, miss ratio 0.7931, byte miss ratio 0.7931
tencentBlock.ns4323 S3FIFO-0.9500-1.9000 cache size     3169, 15651161 req, miss ratio 0.7143, byte miss ratio 0.7143
tencentBlock.ns4323 S3FIFO-0.9500-1.9000 cache size    10563, 15651161 req, miss ratio 0.4711, byte miss ratio 0.4711
tencentBlock.ns4323 S3FIFO-0.9500-1.9000 cache size    31690, 15651161 req, miss ratio 0.3235, byte miss ratio 0.3235
tencentBlock.ns4323 S3FIFO-0.9500-1.9000 cache size   105634, 15651161 req, miss ratio 0.1571, byte miss ratio 0.1571
tencentBlock.ns4323 S3FIFO-0.9500-1.9000 cache size   211269, 15651161 req, miss ratio 0.1112, byte miss ratio 0.1112
