cdn1_allcolo.ns2423 S3FIFO-0.6000-1.9000 cache size       15, 1852837 req, miss ratio 0.4522, byte miss ratio 0.4522
cdn1_allcolo.ns2423 S3FIFO-0.6000-1.9000 cache size       47, 1852837 req, miss ratio 0.3568, byte miss ratio 0.3568
cdn1_allcolo.ns2423 S3FIFO-0.6000-1.9000 cache size      157, 1852837 req, miss ratio 0.2368, byte miss ratio 0.2368
cdn1_allcolo.ns2423 S3FIFO-0.6000-1.9000 cache size      472, 1852837 req, miss ratio 0.1187, byte miss ratio 0.1187
cdn1_allcolo.ns2423 S3FIFO-0.6000-1.9000 cache size     1576, 1852837 req, miss ratio 0.0480, byte miss ratio 0.0480
cdn1_allcolo.ns2423 S3FIFO-0.6000-1.9000 cache size     3152, 1852837 req, miss ratio 0.0316, byte miss ratio 0.0316
cdn1_allcolo.ns2423 S3FIFO-0.6000-1.9000 cache size     6304, 1852837 req, miss ratio 0.0190, byte miss ratio 0.0190
cdn1_allcolo.ns2423 S3FIFO-0.6000-1.9000 cache size    12608, 1852837 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns2423 S3FIFO-0.9900-1.9000 cache size       15, 1852837 req, miss ratio 0.5272, byte miss ratio 0.5272
cdn1_allcolo.ns2423 S3FIFO-0.9900-1.9000 cache size       47, 1852837 req, miss ratio 0.3996, byte miss ratio 0.3996
cdn1_allcolo.ns2423 S3FIFO-0.9900-1.9000 cache size      157, 1852837 req, miss ratio 0.2645, byte miss ratio 0.2645
cdn1_allcolo.ns2423 S3FIFO-0.9900-1.9000 cache size      472, 1852837 req, miss ratio 0.1413, byte miss ratio 0.1413
cdn1_allcolo.ns2423 S3FIFO-0.9900-1.9000 cache size     1576, 1852837 req, miss ratio 0.0603, byte miss ratio 0.0603
cdn1_allcolo.ns2423 S3FIFO-0.9900-1.9000 cache size     3152, 1852837 req, miss ratio 0.0381, byte miss ratio 0.0381
cdn1_allcolo.ns2423 S3FIFO-0.9900-1.9000 cache size     6304, 1852837 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns2423 S3FIFO-0.9900-1.9000 cache size    12608, 1852837 req, miss ratio 0.0112, byte miss ratio 0.0112
cdn1_allcolo.ns2423 S3FIFO-0.5500-0.9000 cache size       15, 1852837 req, miss ratio 0.4396, byte miss ratio 0.4396
cdn1_allcolo.ns2423 S3FIFO-0.5500-0.9000 cache size       47, 1852837 req, miss ratio 0.3489, byte miss ratio 0.3489
cdn1_allcolo.ns2423 S3FIFO-0.5500-0.9000 cache size      157, 1852837 req, miss ratio 0.2315, byte miss ratio 0.2315
cdn1_allcolo.ns2423 S3FIFO-0.5500-0.9000 cache size      472, 1852837 req, miss ratio 0.1158, byte miss ratio 0.1158
cdn1_allcolo.ns2423 S3FIFO-0.5500-0.9000 cache size     1576, 1852837 req, miss ratio 0.0470, byte miss ratio 0.0470
cdn1_allcolo.ns2423 S3FIFO-0.5500-0.9000 cache size     3152, 1852837 req, miss ratio 0.0313, byte miss ratio 0.0313
cdn1_allcolo.ns2423 S3FIFO-0.5500-0.9000 cache size     6304, 1852837 req, miss ratio 0.0187, byte miss ratio 0.0187
cdn1_allcolo.ns2423 S3FIFO-0.5500-0.9000 cache size    12608, 1852837 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns2423 S3FIFO-0.3000-1.9000 cache size       15, 1852837 req, miss ratio 0.4244, byte miss ratio 0.4244
cdn1_allcolo.ns2423 S3FIFO-0.3000-1.9000 cache size       47, 1852837 req, miss ratio 0.3377, byte miss ratio 0.3377
cdn1_allcolo.ns2423 S3FIFO-0.3000-1.9000 cache size      157, 1852837 req, miss ratio 0.2174, byte miss ratio 0.2174
cdn1_allcolo.ns2423 S3FIFO-0.3000-1.9000 cache size      472, 1852837 req, miss ratio 0.1020, byte miss ratio 0.1020
cdn1_allcolo.ns2423 S3FIFO-0.3000-1.9000 cache size     1576, 1852837 req, miss ratio 0.0431, byte miss ratio 0.0431
cdn1_allcolo.ns2423 S3FIFO-0.3000-1.9000 cache size     3152, 1852837 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_allcolo.ns2423 S3FIFO-0.3000-1.9000 cache size     6304, 1852837 req, miss ratio 0.0175, byte miss ratio 0.0175
cdn1_allcolo.ns2423 S3FIFO-0.3000-1.9000 cache size    12608, 1852837 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns2423 S3FIFO-0.9000-0.9000 cache size       15, 1852837 req, miss ratio 0.5146, byte miss ratio 0.5146
cdn1_allcolo.ns2423 S3FIFO-0.9000-0.9000 cache size       47, 1852837 req, miss ratio 0.3852, byte miss ratio 0.3852
cdn1_allcolo.ns2423 S3FIFO-0.9000-0.9000 cache size      157, 1852837 req, miss ratio 0.2586, byte miss ratio 0.2586
cdn1_allcolo.ns2423 S3FIFO-0.9000-0.9000 cache size      472, 1852837 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_allcolo.ns2423 S3FIFO-0.9000-0.9000 cache size     1576, 1852837 req, miss ratio 0.0583, byte miss ratio 0.0583
cdn1_allcolo.ns2423 S3FIFO-0.9000-0.9000 cache size     3152, 1852837 req, miss ratio 0.0364, byte miss ratio 0.0364
cdn1_allcolo.ns2423 S3FIFO-0.9000-0.9000 cache size     6304, 1852837 req, miss ratio 0.0213, byte miss ratio 0.0213
cdn1_allcolo.ns2423 S3FIFO-0.9000-0.9000 cache size    12608, 1852837 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns2423 S3FIFO-0.3500-1.9000 cache size       15, 1852837 req, miss ratio 0.4280, byte miss ratio 0.4280
