cdn1_allcolo.ns823 S3FIFO-0.0050-0.9000 cache size       21, 14395337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns823 S3FIFO-0.0050-0.9000 cache size       64, 14395337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns823 S3FIFO-0.0050-0.9000 cache size      213, 14395337 req, miss ratio 0.0271, byte miss ratio 0.0271
cdn1_allcolo.ns823 S3FIFO-0.0050-0.9000 cache size      641, 14395337 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_allcolo.ns823 S3FIFO-0.0050-0.9000 cache size     2136, 14395337 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns823 S3FIFO-0.0050-0.9000 cache size     4273, 14395337 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns823 S3FIFO-0.0050-0.9000 cache size     8546, 14395337 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns823 S3FIFO-0.0050-0.9000 cache size    17093, 14395337 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns823 S3FIFO-0.9000-1.9000 cache size       21, 14395337 req, miss ratio 0.1568, byte miss ratio 0.1568
cdn1_allcolo.ns823 S3FIFO-0.9000-1.9000 cache size       64, 14395337 req, miss ratio 0.0887, byte miss ratio 0.0887
cdn1_allcolo.ns823 S3FIFO-0.9000-1.9000 cache size      213, 14395337 req, miss ratio 0.0387, byte miss ratio 0.0387
cdn1_allcolo.ns823 S3FIFO-0.9000-1.9000 cache size      641, 14395337 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_allcolo.ns823 S3FIFO-0.9000-1.9000 cache size     2136, 14395337 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns823 S3FIFO-0.9000-1.9000 cache size     4273, 14395337 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns823 S3FIFO-0.9000-1.9000 cache size     8546, 14395337 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns823 S3FIFO-0.9000-1.9000 cache size    17093, 14395337 req, miss ratio 0.0016, byte miss ratio 0.0016
