cdn1_colo28.ns360 S3FIFO-0.1500-0.9000 cache size     1007, 1415522 req, miss ratio 0.8291, byte miss ratio 0.8291
cdn1_colo28.ns360 S3FIFO-0.1500-0.9000 cache size     3023, 1415522 req, miss ratio 0.8274, byte miss ratio 0.8274
cdn1_colo28.ns360 S3FIFO-0.1500-0.9000 cache size    10078, 1415522 req, miss ratio 0.8222, byte miss ratio 0.8222
cdn1_colo28.ns360 S3FIFO-0.1500-0.9000 cache size    30235, 1415522 req, miss ratio 0.7990, byte miss ratio 0.7990
cdn1_colo28.ns360 S3FIFO-0.1500-0.9000 cache size   100783, 1415522 req, miss ratio 0.7569, byte miss ratio 0.7569
cdn1_colo28.ns360 S3FIFO-0.1500-0.9000 cache size   201567, 1415522 req, miss ratio 0.7353, byte miss ratio 0.7353
cdn1_colo28.ns360 S3FIFO-0.1500-0.9000 cache size   403134, 1415522 req, miss ratio 0.7199, byte miss ratio 0.7199
cdn1_colo28.ns360 S3FIFO-0.1500-0.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.8500-0.9000 cache size     1007, 1415522 req, miss ratio 0.8299, byte miss ratio 0.8299
cdn1_colo28.ns360 S3FIFO-0.8500-0.9000 cache size     3023, 1415522 req, miss ratio 0.8285, byte miss ratio 0.8285
cdn1_colo28.ns360 S3FIFO-0.8500-0.9000 cache size    10078, 1415522 req, miss ratio 0.8256, byte miss ratio 0.8256
cdn1_colo28.ns360 S3FIFO-0.8500-0.9000 cache size    30235, 1415522 req, miss ratio 0.8193, byte miss ratio 0.8193
cdn1_colo28.ns360 S3FIFO-0.8500-0.9000 cache size   100783, 1415522 req, miss ratio 0.7903, byte miss ratio 0.7903
cdn1_colo28.ns360 S3FIFO-0.8500-0.9000 cache size   201567, 1415522 req, miss ratio 0.7544, byte miss ratio 0.7544
cdn1_colo28.ns360 S3FIFO-0.8500-0.9000 cache size   403134, 1415522 req, miss ratio 0.7249, byte miss ratio 0.7249
cdn1_colo28.ns360 S3FIFO-0.8500-0.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.9900-1.9000 cache size     1007, 1415522 req, miss ratio 0.8305, byte miss ratio 0.8305
cdn1_colo28.ns360 S3FIFO-0.9900-1.9000 cache size     3023, 1415522 req, miss ratio 0.8292, byte miss ratio 0.8292
cdn1_colo28.ns360 S3FIFO-0.9900-1.9000 cache size    10078, 1415522 req, miss ratio 0.8265, byte miss ratio 0.8265
cdn1_colo28.ns360 S3FIFO-0.9900-1.9000 cache size    30235, 1415522 req, miss ratio 0.8217, byte miss ratio 0.8217
cdn1_colo28.ns360 S3FIFO-0.9900-1.9000 cache size   100783, 1415522 req, miss ratio 0.8027, byte miss ratio 0.8027
cdn1_colo28.ns360 S3FIFO-0.9900-1.9000 cache size   201567, 1415522 req, miss ratio 0.7724, byte miss ratio 0.7724
cdn1_colo28.ns360 S3FIFO-0.9900-1.9000 cache size   403134, 1415522 req, miss ratio 0.7414, byte miss ratio 0.7414
cdn1_colo28.ns360 S3FIFO-0.9900-1.9000 cache size   806269, 1415522 req, miss ratio 0.7150, byte miss ratio 0.7150
cdn1_colo28.ns360 S3FIFO-0.6500-1.9000 cache size     1007, 1415522 req, miss ratio 0.8296, byte miss ratio 0.8296
cdn1_colo28.ns360 S3FIFO-0.6500-1.9000 cache size     3023, 1415522 req, miss ratio 0.8280, byte miss ratio 0.8280
cdn1_colo28.ns360 S3FIFO-0.6500-1.9000 cache size    10078, 1415522 req, miss ratio 0.8246, byte miss ratio 0.8246
cdn1_colo28.ns360 S3FIFO-0.6500-1.9000 cache size    30235, 1415522 req, miss ratio 0.8146, byte miss ratio 0.8146
cdn1_colo28.ns360 S3FIFO-0.6500-1.9000 cache size   100783, 1415522 req, miss ratio 0.7735, byte miss ratio 0.7735
cdn1_colo28.ns360 S3FIFO-0.6500-1.9000 cache size   201567, 1415522 req, miss ratio 0.7398, byte miss ratio 0.7398
cdn1_colo28.ns360 S3FIFO-0.6500-1.9000 cache size   403134, 1415522 req, miss ratio 0.7201, byte miss ratio 0.7201
cdn1_colo28.ns360 S3FIFO-0.6500-1.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.0250-0.9000 cache size     1007, 1415522 req, miss ratio 0.8291, byte miss ratio 0.8291
cdn1_colo28.ns360 S3FIFO-0.0250-0.9000 cache size     3023, 1415522 req, miss ratio 0.8273, byte miss ratio 0.8273
cdn1_colo28.ns360 S3FIFO-0.0250-0.9000 cache size    10078, 1415522 req, miss ratio 0.8215, byte miss ratio 0.8215
cdn1_colo28.ns360 S3FIFO-0.0250-0.9000 cache size    30235, 1415522 req, miss ratio 0.7962, byte miss ratio 0.7962
cdn1_colo28.ns360 S3FIFO-0.0250-0.9000 cache size   100783, 1415522 req, miss ratio 0.7563, byte miss ratio 0.7563
cdn1_colo28.ns360 S3FIFO-0.0250-0.9000 cache size   201567, 1415522 req, miss ratio 0.7353, byte miss ratio 0.7353
cdn1_colo28.ns360 S3FIFO-0.0250-0.9000 cache size   403134, 1415522 req, miss ratio 0.7199, byte miss ratio 0.7199
cdn1_colo28.ns360 S3FIFO-0.0250-0.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.8000-0.9000 cache size     1007, 1415522 req, miss ratio 0.8298, byte miss ratio 0.8298
cdn1_colo28.ns360 S3FIFO-0.8000-0.9000 cache size     3023, 1415522 req, miss ratio 0.8284, byte miss ratio 0.8284
cdn1_colo28.ns360 S3FIFO-0.8000-0.9000 cache size    10078, 1415522 req, miss ratio 0.8253, byte miss ratio 0.8253
cdn1_colo28.ns360 S3FIFO-0.8000-0.9000 cache size    30235, 1415522 req, miss ratio 0.8183, byte miss ratio 0.8183
cdn1_colo28.ns360 S3FIFO-0.8000-0.9000 cache size   100783, 1415522 req, miss ratio 0.7861, byte miss ratio 0.7861
cdn1_colo28.ns360 S3FIFO-0.8000-0.9000 cache size   201567, 1415522 req, miss ratio 0.7488, byte miss ratio 0.7488
cdn1_colo28.ns360 S3FIFO-0.8000-0.9000 cache size   403134, 1415522 req, miss ratio 0.7228, byte miss ratio 0.7228
cdn1_colo28.ns360 S3FIFO-0.8000-0.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.0250-1.9000 cache size     1007, 1415522 req, miss ratio 0.8291, byte miss ratio 0.8291
cdn1_colo28.ns360 S3FIFO-0.0250-1.9000 cache size     3023, 1415522 req, miss ratio 0.8273, byte miss ratio 0.8273
cdn1_colo28.ns360 S3FIFO-0.0250-1.9000 cache size    10078, 1415522 req, miss ratio 0.8214, byte miss ratio 0.8214
cdn1_colo28.ns360 S3FIFO-0.0250-1.9000 cache size    30235, 1415522 req, miss ratio 0.7946, byte miss ratio 0.7946
cdn1_colo28.ns360 S3FIFO-0.0250-1.9000 cache size   100783, 1415522 req, miss ratio 0.7507, byte miss ratio 0.7507
cdn1_colo28.ns360 S3FIFO-0.0250-1.9000 cache size   201567, 1415522 req, miss ratio 0.7336, byte miss ratio 0.7336
cdn1_colo28.ns360 S3FIFO-0.0250-1.9000 cache size   403134, 1415522 req, miss ratio 0.7199, byte miss ratio 0.7199
cdn1_colo28.ns360 S3FIFO-0.0250-1.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.2000-1.9000 cache size     1007, 1415522 req, miss ratio 0.8291, byte miss ratio 0.8291
cdn1_colo28.ns360 S3FIFO-0.2000-1.9000 cache size     3023, 1415522 req, miss ratio 0.8274, byte miss ratio 0.8274
cdn1_colo28.ns360 S3FIFO-0.2000-1.9000 cache size    10078, 1415522 req, miss ratio 0.8224, byte miss ratio 0.8224
cdn1_colo28.ns360 S3FIFO-0.2000-1.9000 cache size    30235, 1415522 req, miss ratio 0.7995, byte miss ratio 0.7995
cdn1_colo28.ns360 S3FIFO-0.2000-1.9000 cache size   100783, 1415522 req, miss ratio 0.7534, byte miss ratio 0.7534
cdn1_colo28.ns360 S3FIFO-0.2000-1.9000 cache size   201567, 1415522 req, miss ratio 0.7338, byte miss ratio 0.7338
cdn1_colo28.ns360 S3FIFO-0.2000-1.9000 cache size   403134, 1415522 req, miss ratio 0.7199, byte miss ratio 0.7199
cdn1_colo28.ns360 S3FIFO-0.2000-1.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.8000-1.9000 cache size     1007, 1415522 req, miss ratio 0.8298, byte miss ratio 0.8298
cdn1_colo28.ns360 S3FIFO-0.8000-1.9000 cache size     3023, 1415522 req, miss ratio 0.8284, byte miss ratio 0.8284
cdn1_colo28.ns360 S3FIFO-0.8000-1.9000 cache size    10078, 1415522 req, miss ratio 0.8253, byte miss ratio 0.8253
cdn1_colo28.ns360 S3FIFO-0.8000-1.9000 cache size    30235, 1415522 req, miss ratio 0.8185, byte miss ratio 0.8185
cdn1_colo28.ns360 S3FIFO-0.8000-1.9000 cache size   100783, 1415522 req, miss ratio 0.7868, byte miss ratio 0.7868
cdn1_colo28.ns360 S3FIFO-0.8000-1.9000 cache size   201567, 1415522 req, miss ratio 0.7495, byte miss ratio 0.7495
cdn1_colo28.ns360 S3FIFO-0.8000-1.9000 cache size   403134, 1415522 req, miss ratio 0.7228, byte miss ratio 0.7228
cdn1_colo28.ns360 S3FIFO-0.8000-1.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.9500-0.9000 cache size     1007, 1415522 req, miss ratio 0.8303, byte miss ratio 0.8303
cdn1_colo28.ns360 S3FIFO-0.9500-0.9000 cache size     3023, 1415522 req, miss ratio 0.8289, byte miss ratio 0.8289
cdn1_colo28.ns360 S3FIFO-0.9500-0.9000 cache size    10078, 1415522 req, miss ratio 0.8261, byte miss ratio 0.8261
cdn1_colo28.ns360 S3FIFO-0.9500-0.9000 cache size    30235, 1415522 req, miss ratio 0.8209, byte miss ratio 0.8209
cdn1_colo28.ns360 S3FIFO-0.9500-0.9000 cache size   100783, 1415522 req, miss ratio 0.7992, byte miss ratio 0.7992
cdn1_colo28.ns360 S3FIFO-0.9500-0.9000 cache size   201567, 1415522 req, miss ratio 0.7674, byte miss ratio 0.7674
cdn1_colo28.ns360 S3FIFO-0.9500-0.9000 cache size   403134, 1415522 req, miss ratio 0.7357, byte miss ratio 0.7357
cdn1_colo28.ns360 S3FIFO-0.9500-0.9000 cache size   806269, 1415522 req, miss ratio 0.7127, byte miss ratio 0.7127
cdn1_colo28.ns360 S3FIFO-0.7500-0.9000 cache size     1007, 1415522 req, miss ratio 0.8297, byte miss ratio 0.8297
cdn1_colo28.ns360 S3FIFO-0.7500-0.9000 cache size     3023, 1415522 req, miss ratio 0.8282, byte miss ratio 0.8282
cdn1_colo28.ns360 S3FIFO-0.7500-0.9000 cache size    10078, 1415522 req, miss ratio 0.8251, byte miss ratio 0.8251
cdn1_colo28.ns360 S3FIFO-0.7500-0.9000 cache size    30235, 1415522 req, miss ratio 0.8172, byte miss ratio 0.8172
cdn1_colo28.ns360 S3FIFO-0.7500-0.9000 cache size   100783, 1415522 req, miss ratio 0.7819, byte miss ratio 0.7819
cdn1_colo28.ns360 S3FIFO-0.7500-0.9000 cache size   201567, 1415522 req, miss ratio 0.7446, byte miss ratio 0.7446
cdn1_colo28.ns360 S3FIFO-0.7500-0.9000 cache size   403134, 1415522 req, miss ratio 0.7216, byte miss ratio 0.7216
cdn1_colo28.ns360 S3FIFO-0.7500-0.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.9900-0.9000 cache size     1007, 1415522 req, miss ratio 0.8305, byte miss ratio 0.8305
cdn1_colo28.ns360 S3FIFO-0.9900-0.9000 cache size     3023, 1415522 req, miss ratio 0.8292, byte miss ratio 0.8292
cdn1_colo28.ns360 S3FIFO-0.9900-0.9000 cache size    10078, 1415522 req, miss ratio 0.8265, byte miss ratio 0.8265
cdn1_colo28.ns360 S3FIFO-0.9900-0.9000 cache size    30235, 1415522 req, miss ratio 0.8214, byte miss ratio 0.8214
cdn1_colo28.ns360 S3FIFO-0.9900-0.9000 cache size   100783, 1415522 req, miss ratio 0.8022, byte miss ratio 0.8022
cdn1_colo28.ns360 S3FIFO-0.9900-0.9000 cache size   201567, 1415522 req, miss ratio 0.7717, byte miss ratio 0.7717
cdn1_colo28.ns360 S3FIFO-0.9900-0.9000 cache size   403134, 1415522 req, miss ratio 0.7414, byte miss ratio 0.7414
cdn1_colo28.ns360 S3FIFO-0.9900-0.9000 cache size   806269, 1415522 req, miss ratio 0.7150, byte miss ratio 0.7150
cdn1_colo28.ns360 S3FIFO-0.9500-1.9000 cache size     1007, 1415522 req, miss ratio 0.8303, byte miss ratio 0.8303
cdn1_colo28.ns360 S3FIFO-0.9500-1.9000 cache size     3023, 1415522 req, miss ratio 0.8289, byte miss ratio 0.8289
cdn1_colo28.ns360 S3FIFO-0.9500-1.9000 cache size    10078, 1415522 req, miss ratio 0.8262, byte miss ratio 0.8262
cdn1_colo28.ns360 S3FIFO-0.9500-1.9000 cache size    30235, 1415522 req, miss ratio 0.8210, byte miss ratio 0.8210
cdn1_colo28.ns360 S3FIFO-0.9500-1.9000 cache size   100783, 1415522 req, miss ratio 0.7998, byte miss ratio 0.7998
cdn1_colo28.ns360 S3FIFO-0.9500-1.9000 cache size   201567, 1415522 req, miss ratio 0.7683, byte miss ratio 0.7683
cdn1_colo28.ns360 S3FIFO-0.9500-1.9000 cache size   403134, 1415522 req, miss ratio 0.7357, byte miss ratio 0.7357
cdn1_colo28.ns360 S3FIFO-0.9500-1.9000 cache size   806269, 1415522 req, miss ratio 0.7127, byte miss ratio 0.7127
cdn1_colo28.ns360 S3FIFO-0.1500-1.9000 cache size     1007, 1415522 req, miss ratio 0.8291, byte miss ratio 0.8291
cdn1_colo28.ns360 S3FIFO-0.1500-1.9000 cache size     3023, 1415522 req, miss ratio 0.8274, byte miss ratio 0.8274
cdn1_colo28.ns360 S3FIFO-0.1500-1.9000 cache size    10078, 1415522 req, miss ratio 0.8222, byte miss ratio 0.8222
cdn1_colo28.ns360 S3FIFO-0.1500-1.9000 cache size    30235, 1415522 req, miss ratio 0.7979, byte miss ratio 0.7979
cdn1_colo28.ns360 S3FIFO-0.1500-1.9000 cache size   100783, 1415522 req, miss ratio 0.7523, byte miss ratio 0.7523
cdn1_colo28.ns360 S3FIFO-0.1500-1.9000 cache size   201567, 1415522 req, miss ratio 0.7337, byte miss ratio 0.7337
cdn1_colo28.ns360 S3FIFO-0.1500-1.9000 cache size   403134, 1415522 req, miss ratio 0.7199, byte miss ratio 0.7199
cdn1_colo28.ns360 S3FIFO-0.1500-1.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.4000-0.9000 cache size     1007, 1415522 req, miss ratio 0.8293, byte miss ratio 0.8293
cdn1_colo28.ns360 S3FIFO-0.4000-0.9000 cache size     3023, 1415522 req, miss ratio 0.8276, byte miss ratio 0.8276
cdn1_colo28.ns360 S3FIFO-0.4000-0.9000 cache size    10078, 1415522 req, miss ratio 0.8235, byte miss ratio 0.8235
cdn1_colo28.ns360 S3FIFO-0.4000-0.9000 cache size    30235, 1415522 req, miss ratio 0.8067, byte miss ratio 0.8067
cdn1_colo28.ns360 S3FIFO-0.4000-0.9000 cache size   100783, 1415522 req, miss ratio 0.7610, byte miss ratio 0.7610
cdn1_colo28.ns360 S3FIFO-0.4000-0.9000 cache size   201567, 1415522 req, miss ratio 0.7366, byte miss ratio 0.7366
cdn1_colo28.ns360 S3FIFO-0.4000-0.9000 cache size   403134, 1415522 req, miss ratio 0.7199, byte miss ratio 0.7199
cdn1_colo28.ns360 S3FIFO-0.4000-0.9000 cache size   806269, 1415522 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns360 S3FIFO-0.8500-1.9000 cache size     1007, 1415522 req, miss ratio 0.8299, byte miss ratio 0.8299
cdn1_colo28.ns360 S3FIFO-0.8500-1.9000 cache size     3023, 1415522 req, miss ratio 0.8285, byte miss ratio 0.8285
cdn1_colo28.ns360 S3FIFO-0.8500-1.9000 cache size    10078, 1415522 req, miss ratio 0.8256, byte miss ratio 0.8256
cdn1_colo28.ns360 S3FIFO-0.8500-1.9000 cache size    30235, 1415522 req, miss ratio 0.8194, byte miss ratio 0.8194
cdn1_colo28.ns360 S3FIFO-0.8500-1.9000 cache size   100783, 1415522 req, miss ratio 0.7912, byte miss ratio 0.7912
cdn1_colo28.ns360 S3FIFO-0.8500-1.9000 cache size   201567, 1415522 req, miss ratio 0.7555, byte miss ratio 0.7555
