cdn1_allcolo.ns959 S3FIFO-0.0500-1.9000 cache size      497, 8508161 req, miss ratio 0.1758, byte miss ratio 0.1758
cdn1_allcolo.ns959 S3FIFO-0.0500-1.9000 cache size     1493, 8508161 req, miss ratio 0.1467, byte miss ratio 0.1467
cdn1_allcolo.ns959 S3FIFO-0.0500-1.9000 cache size     4978, 8508161 req, miss ratio 0.1151, byte miss ratio 0.1151
cdn1_allcolo.ns959 S3FIFO-0.0500-1.9000 cache size    14935, 8508161 req, miss ratio 0.0931, byte miss ratio 0.0931
cdn1_allcolo.ns959 S3FIFO-0.0500-1.9000 cache size    49784, 8508161 req, miss ratio 0.0745, byte miss ratio 0.0745
cdn1_allcolo.ns959 S3FIFO-0.0500-1.9000 cache size    99569, 8508161 req, miss ratio 0.0662, byte miss ratio 0.0662
cdn1_allcolo.ns959 S3FIFO-0.0500-1.9000 cache size   199138, 8508161 req, miss ratio 0.0618, byte miss ratio 0.0618
cdn1_allcolo.ns959 S3FIFO-0.0500-1.9000 cache size   398276, 8508161 req, miss ratio 0.0587, byte miss ratio 0.0587
cdn1_allcolo.ns959 S3FIFO-0.6500-1.9000 cache size      497, 8508161 req, miss ratio 0.1846, byte miss ratio 0.1846
cdn1_allcolo.ns959 S3FIFO-0.6500-1.9000 cache size     1493, 8508161 req, miss ratio 0.1578, byte miss ratio 0.1578
cdn1_allcolo.ns959 S3FIFO-0.6500-1.9000 cache size     4978, 8508161 req, miss ratio 0.1265, byte miss ratio 0.1265
cdn1_allcolo.ns959 S3FIFO-0.6500-1.9000 cache size    14935, 8508161 req, miss ratio 0.1004, byte miss ratio 0.1004
cdn1_allcolo.ns959 S3FIFO-0.6500-1.9000 cache size    49784, 8508161 req, miss ratio 0.0794, byte miss ratio 0.0794
cdn1_allcolo.ns959 S3FIFO-0.6500-1.9000 cache size    99569, 8508161 req, miss ratio 0.0690, byte miss ratio 0.0690
cdn1_allcolo.ns959 S3FIFO-0.6500-1.9000 cache size   199138, 8508161 req, miss ratio 0.0621, byte miss ratio 0.0621
cdn1_allcolo.ns959 S3FIFO-0.6500-1.9000 cache size   398276, 8508161 req, miss ratio 0.0587, byte miss ratio 0.0587
cdn1_allcolo.ns959 S3FIFO-0.0100-0.9000 cache size      497, 8508161 req, miss ratio 0.1809, byte miss ratio 0.1809
cdn1_allcolo.ns959 S3FIFO-0.0100-0.9000 cache size     1493, 8508161 req, miss ratio 0.1482, byte miss ratio 0.1482
cdn1_allcolo.ns959 S3FIFO-0.0100-0.9000 cache size     4978, 8508161 req, miss ratio 0.1166, byte miss ratio 0.1166
cdn1_allcolo.ns959 S3FIFO-0.0100-0.9000 cache size    14935, 8508161 req, miss ratio 0.0941, byte miss ratio 0.0941
cdn1_allcolo.ns959 S3FIFO-0.0100-0.9000 cache size    49784, 8508161 req, miss ratio 0.0751, byte miss ratio 0.0751
cdn1_allcolo.ns959 S3FIFO-0.0100-0.9000 cache size    99569, 8508161 req, miss ratio 0.0667, byte miss ratio 0.0667
cdn1_allcolo.ns959 S3FIFO-0.0100-0.9000 cache size   199138, 8508161 req, miss ratio 0.0620, byte miss ratio 0.0620
cdn1_allcolo.ns959 S3FIFO-0.0100-0.9000 cache size   398276, 8508161 req, miss ratio 0.0587, byte miss ratio 0.0587
cdn1_allcolo.ns959 S3FIFO-0.0050-1.9000 cache size      497, 8508161 req, miss ratio 0.1844, byte miss ratio 0.1844
cdn1_allcolo.ns959 S3FIFO-0.0050-1.9000 cache size     1493, 8508161 req, miss ratio 0.1486, byte miss ratio 0.1486
cdn1_allcolo.ns959 S3FIFO-0.0050-1.9000 cache size     4978, 8508161 req, miss ratio 0.1168, byte miss ratio 0.1168
cdn1_allcolo.ns959 S3FIFO-0.0050-1.9000 cache size    14935, 8508161 req, miss ratio 0.0944, byte miss ratio 0.0944
cdn1_allcolo.ns959 S3FIFO-0.0050-1.9000 cache size    49784, 8508161 req, miss ratio 0.0751, byte miss ratio 0.0751
cdn1_allcolo.ns959 S3FIFO-0.0050-1.9000 cache size    99569, 8508161 req, miss ratio 0.0666, byte miss ratio 0.0666
cdn1_allcolo.ns959 S3FIFO-0.0050-1.9000 cache size   199138, 8508161 req, miss ratio 0.0620, byte miss ratio 0.0620
cdn1_allcolo.ns959 S3FIFO-0.0050-1.9000 cache size   398276, 8508161 req, miss ratio 0.0587, byte miss ratio 0.0587
cdn1_allcolo.ns959 S3FIFO-0.4500-1.9000 cache size      497, 8508161 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns959 S3FIFO-0.4500-1.9000 cache size     1493, 8508161 req, miss ratio 0.1528, byte miss ratio 0.1528
cdn1_allcolo.ns959 S3FIFO-0.4500-1.9000 cache size     4978, 8508161 req, miss ratio 0.1211, byte miss ratio 0.1211
cdn1_allcolo.ns959 S3FIFO-0.4500-1.9000 cache size    14935, 8508161 req, miss ratio 0.0969, byte miss ratio 0.0969
cdn1_allcolo.ns959 S3FIFO-0.4500-1.9000 cache size    49784, 8508161 req, miss ratio 0.0768, byte miss ratio 0.0768
cdn1_allcolo.ns959 S3FIFO-0.4500-1.9000 cache size    99569, 8508161 req, miss ratio 0.0673, byte miss ratio 0.0673
cdn1_allcolo.ns959 S3FIFO-0.4500-1.9000 cache size   199138, 8508161 req, miss ratio 0.0617, byte miss ratio 0.0617
cdn1_allcolo.ns959 S3FIFO-0.4500-1.9000 cache size   398276, 8508161 req, miss ratio 0.0587, byte miss ratio 0.0587
cdn1_allcolo.ns959 S3FIFO-0.6500-0.9000 cache size      497, 8508161 req, miss ratio 0.1842, byte miss ratio 0.1842
cdn1_allcolo.ns959 S3FIFO-0.6500-0.9000 cache size     1493, 8508161 req, miss ratio 0.1573, byte miss ratio 0.1573
cdn1_allcolo.ns959 S3FIFO-0.6500-0.9000 cache size     4978, 8508161 req, miss ratio 0.1262, byte miss ratio 0.1262
cdn1_allcolo.ns959 S3FIFO-0.6500-0.9000 cache size    14935, 8508161 req, miss ratio 0.1002, byte miss ratio 0.1002
cdn1_allcolo.ns959 S3FIFO-0.6500-0.9000 cache size    49784, 8508161 req, miss ratio 0.0792, byte miss ratio 0.0792
cdn1_allcolo.ns959 S3FIFO-0.6500-0.9000 cache size    99569, 8508161 req, miss ratio 0.0688, byte miss ratio 0.0688
cdn1_allcolo.ns959 S3FIFO-0.6500-0.9000 cache size   199138, 8508161 req, miss ratio 0.0621, byte miss ratio 0.0621
cdn1_allcolo.ns959 S3FIFO-0.6500-0.9000 cache size   398276, 8508161 req, miss ratio 0.0587, byte miss ratio 0.0587
cdn1_allcolo.ns959 S3FIFO-0.0100-1.9000 cache size      497, 8508161 req, miss ratio 0.1802, byte miss ratio 0.1802
