cdn1_colo28.ns245 S3FIFO-0.7000-0.9000 cache size     3087, 8313783 req, miss ratio 0.3894, byte miss ratio 0.3894
cdn1_colo28.ns245 S3FIFO-0.7000-0.9000 cache size     9261, 8313783 req, miss ratio 0.3786, byte miss ratio 0.3786
cdn1_colo28.ns245 S3FIFO-0.7000-0.9000 cache size    30870, 8313783 req, miss ratio 0.3723, byte miss ratio 0.3723
cdn1_colo28.ns245 S3FIFO-0.7000-0.9000 cache size    92610, 8313783 req, miss ratio 0.3715, byte miss ratio 0.3715
cdn1_colo28.ns245 S3FIFO-0.7000-0.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.7000-0.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.7000-0.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.7000-0.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.5000-0.9000 cache size     3087, 8313783 req, miss ratio 0.3858, byte miss ratio 0.3858
cdn1_colo28.ns245 S3FIFO-0.5000-0.9000 cache size     9261, 8313783 req, miss ratio 0.3765, byte miss ratio 0.3765
cdn1_colo28.ns245 S3FIFO-0.5000-0.9000 cache size    30870, 8313783 req, miss ratio 0.3724, byte miss ratio 0.3724
cdn1_colo28.ns245 S3FIFO-0.5000-0.9000 cache size    92610, 8313783 req, miss ratio 0.3716, byte miss ratio 0.3716
cdn1_colo28.ns245 S3FIFO-0.5000-0.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.5000-0.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.5000-0.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.5000-0.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.1000-1.9000 cache size     3087, 8313783 req, miss ratio 0.3830, byte miss ratio 0.3830
cdn1_colo28.ns245 S3FIFO-0.1000-1.9000 cache size     9261, 8313783 req, miss ratio 0.3754, byte miss ratio 0.3754
cdn1_colo28.ns245 S3FIFO-0.1000-1.9000 cache size    30870, 8313783 req, miss ratio 0.3731, byte miss ratio 0.3731
cdn1_colo28.ns245 S3FIFO-0.1000-1.9000 cache size    92610, 8313783 req, miss ratio 0.3717, byte miss ratio 0.3717
cdn1_colo28.ns245 S3FIFO-0.1000-1.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.1000-1.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.1000-1.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.1000-1.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.9500-0.9000 cache size     3087, 8313783 req, miss ratio 0.4121, byte miss ratio 0.4121
cdn1_colo28.ns245 S3FIFO-0.9500-0.9000 cache size     9261, 8313783 req, miss ratio 0.3903, byte miss ratio 0.3903
cdn1_colo28.ns245 S3FIFO-0.9500-0.9000 cache size    30870, 8313783 req, miss ratio 0.3781, byte miss ratio 0.3781
cdn1_colo28.ns245 S3FIFO-0.9500-0.9000 cache size    92610, 8313783 req, miss ratio 0.3722, byte miss ratio 0.3722
cdn1_colo28.ns245 S3FIFO-0.9500-0.9000 cache size   308700, 8313783 req, miss ratio 0.3714, byte miss ratio 0.3714
cdn1_colo28.ns245 S3FIFO-0.9500-0.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.9500-0.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.9500-0.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.3000-1.9000 cache size     3087, 8313783 req, miss ratio 0.3835, byte miss ratio 0.3835
cdn1_colo28.ns245 S3FIFO-0.3000-1.9000 cache size     9261, 8313783 req, miss ratio 0.3752, byte miss ratio 0.3752
cdn1_colo28.ns245 S3FIFO-0.3000-1.9000 cache size    30870, 8313783 req, miss ratio 0.3725, byte miss ratio 0.3725
cdn1_colo28.ns245 S3FIFO-0.3000-1.9000 cache size    92610, 8313783 req, miss ratio 0.3716, byte miss ratio 0.3716
cdn1_colo28.ns245 S3FIFO-0.3000-1.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.3000-1.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.3000-1.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.3000-1.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.8000-1.9000 cache size     3087, 8313783 req, miss ratio 0.3933, byte miss ratio 0.3933
cdn1_colo28.ns245 S3FIFO-0.8000-1.9000 cache size     9261, 8313783 req, miss ratio 0.3807, byte miss ratio 0.3807
cdn1_colo28.ns245 S3FIFO-0.8000-1.9000 cache size    30870, 8313783 req, miss ratio 0.3726, byte miss ratio 0.3726
cdn1_colo28.ns245 S3FIFO-0.8000-1.9000 cache size    92610, 8313783 req, miss ratio 0.3715, byte miss ratio 0.3715
cdn1_colo28.ns245 S3FIFO-0.8000-1.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.8000-1.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.8000-1.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.8000-1.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.9900-0.9000 cache size     3087, 8313783 req, miss ratio 0.4237, byte miss ratio 0.4237
cdn1_colo28.ns245 S3FIFO-0.9900-0.9000 cache size     9261, 8313783 req, miss ratio 0.3990, byte miss ratio 0.3990
cdn1_colo28.ns245 S3FIFO-0.9900-0.9000 cache size    30870, 8313783 req, miss ratio 0.3836, byte miss ratio 0.3836
cdn1_colo28.ns245 S3FIFO-0.9900-0.9000 cache size    92610, 8313783 req, miss ratio 0.3758, byte miss ratio 0.3758
cdn1_colo28.ns245 S3FIFO-0.9900-0.9000 cache size   308700, 8313783 req, miss ratio 0.3720, byte miss ratio 0.3720
cdn1_colo28.ns245 S3FIFO-0.9900-0.9000 cache size   617400, 8313783 req, miss ratio 0.3714, byte miss ratio 0.3714
cdn1_colo28.ns245 S3FIFO-0.9900-0.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.9900-0.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.2500-0.9000 cache size     3087, 8313783 req, miss ratio 0.3842, byte miss ratio 0.3842
cdn1_colo28.ns245 S3FIFO-0.2500-0.9000 cache size     9261, 8313783 req, miss ratio 0.3758, byte miss ratio 0.3758
cdn1_colo28.ns245 S3FIFO-0.2500-0.9000 cache size    30870, 8313783 req, miss ratio 0.3727, byte miss ratio 0.3727
cdn1_colo28.ns245 S3FIFO-0.2500-0.9000 cache size    92610, 8313783 req, miss ratio 0.3717, byte miss ratio 0.3717
cdn1_colo28.ns245 S3FIFO-0.2500-0.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.2500-0.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.2500-0.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.2500-0.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.4500-1.9000 cache size     3087, 8313783 req, miss ratio 0.3847, byte miss ratio 0.3847
cdn1_colo28.ns245 S3FIFO-0.4500-1.9000 cache size     9261, 8313783 req, miss ratio 0.3757, byte miss ratio 0.3757
cdn1_colo28.ns245 S3FIFO-0.4500-1.9000 cache size    30870, 8313783 req, miss ratio 0.3723, byte miss ratio 0.3723
cdn1_colo28.ns245 S3FIFO-0.4500-1.9000 cache size    92610, 8313783 req, miss ratio 0.3716, byte miss ratio 0.3716
cdn1_colo28.ns245 S3FIFO-0.4500-1.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.4500-1.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.4500-1.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.4500-1.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.7000-1.9000 cache size     3087, 8313783 req, miss ratio 0.3892, byte miss ratio 0.3892
cdn1_colo28.ns245 S3FIFO-0.7000-1.9000 cache size     9261, 8313783 req, miss ratio 0.3783, byte miss ratio 0.3783
cdn1_colo28.ns245 S3FIFO-0.7000-1.9000 cache size    30870, 8313783 req, miss ratio 0.3722, byte miss ratio 0.3722
cdn1_colo28.ns245 S3FIFO-0.7000-1.9000 cache size    92610, 8313783 req, miss ratio 0.3715, byte miss ratio 0.3715
cdn1_colo28.ns245 S3FIFO-0.7000-1.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.7000-1.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.7000-1.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.7000-1.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.6500-1.9000 cache size     3087, 8313783 req, miss ratio 0.3879, byte miss ratio 0.3879
cdn1_colo28.ns245 S3FIFO-0.6500-1.9000 cache size     9261, 8313783 req, miss ratio 0.3776, byte miss ratio 0.3776
cdn1_colo28.ns245 S3FIFO-0.6500-1.9000 cache size    30870, 8313783 req, miss ratio 0.3722, byte miss ratio 0.3722
cdn1_colo28.ns245 S3FIFO-0.6500-1.9000 cache size    92610, 8313783 req, miss ratio 0.3715, byte miss ratio 0.3715
cdn1_colo28.ns245 S3FIFO-0.6500-1.9000 cache size   308700, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.6500-1.9000 cache size   617400, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.6500-1.9000 cache size  1234800, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.6500-1.9000 cache size  2469600, 8313783 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns245 S3FIFO-0.5500-1.9000 cache size     3087, 8313783 req, miss ratio 0.3860, byte miss ratio 0.3860
