cdn1_allcolo.ns3614 S3FIFO-0.1000-1.9000 cache size        9, 1094764 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3614 S3FIFO-0.1000-1.9000 cache size       27, 1094764 req, miss ratio 0.5660, byte miss ratio 0.5660
cdn1_allcolo.ns3614 S3FIFO-0.1000-1.9000 cache size       90, 1094764 req, miss ratio 0.3909, byte miss ratio 0.3909
cdn1_allcolo.ns3614 S3FIFO-0.1000-1.9000 cache size      270, 1094764 req, miss ratio 0.2326, byte miss ratio 0.2326
cdn1_allcolo.ns3614 S3FIFO-0.1000-1.9000 cache size      901, 1094764 req, miss ratio 0.0956, byte miss ratio 0.0956
cdn1_allcolo.ns3614 S3FIFO-0.1000-1.9000 cache size     1803, 1094764 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns3614 S3FIFO-0.1000-1.9000 cache size     3607, 1094764 req, miss ratio 0.0179, byte miss ratio 0.0179
cdn1_allcolo.ns3614 S3FIFO-0.1000-1.9000 cache size     7214, 1094764 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns3614 S3FIFO-0.0050-0.9000 cache size        9, 1094764 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3614 S3FIFO-0.0050-0.9000 cache size       27, 1094764 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3614 S3FIFO-0.0050-0.9000 cache size       90, 1094764 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3614 S3FIFO-0.0050-0.9000 cache size      270, 1094764 req, miss ratio 0.2261, byte miss ratio 0.2261
cdn1_allcolo.ns3614 S3FIFO-0.0050-0.9000 cache size      901, 1094764 req, miss ratio 0.0903, byte miss ratio 0.0903
cdn1_allcolo.ns3614 S3FIFO-0.0050-0.9000 cache size     1803, 1094764 req, miss ratio 0.0427, byte miss ratio 0.0427
cdn1_allcolo.ns3614 S3FIFO-0.0050-0.9000 cache size     3607, 1094764 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_allcolo.ns3614 S3FIFO-0.0050-0.9000 cache size     7214, 1094764 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns3614 S3FIFO-0.9000-1.9000 cache size        9, 1094764 req, miss ratio 0.8024, byte miss ratio 0.8024
cdn1_allcolo.ns3614 S3FIFO-0.9000-1.9000 cache size       27, 1094764 req, miss ratio 0.6765, byte miss ratio 0.6765
cdn1_allcolo.ns3614 S3FIFO-0.9000-1.9000 cache size       90, 1094764 req, miss ratio 0.4942, byte miss ratio 0.4942
cdn1_allcolo.ns3614 S3FIFO-0.9000-1.9000 cache size      270, 1094764 req, miss ratio 0.3081, byte miss ratio 0.3081
cdn1_allcolo.ns3614 S3FIFO-0.9000-1.9000 cache size      901, 1094764 req, miss ratio 0.1355, byte miss ratio 0.1355
cdn1_allcolo.ns3614 S3FIFO-0.9000-1.9000 cache size     1803, 1094764 req, miss ratio 0.0685, byte miss ratio 0.0685
cdn1_allcolo.ns3614 S3FIFO-0.9000-1.9000 cache size     3607, 1094764 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_allcolo.ns3614 S3FIFO-0.9000-1.9000 cache size     7214, 1094764 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns3614 S3FIFO-0.7500-1.9000 cache size        9, 1094764 req, miss ratio 0.7551, byte miss ratio 0.7551
cdn1_allcolo.ns3614 S3FIFO-0.7500-1.9000 cache size       27, 1094764 req, miss ratio 0.6492, byte miss ratio 0.6492
cdn1_allcolo.ns3614 S3FIFO-0.7500-1.9000 cache size       90, 1094764 req, miss ratio 0.4691, byte miss ratio 0.4691
cdn1_allcolo.ns3614 S3FIFO-0.7500-1.9000 cache size      270, 1094764 req, miss ratio 0.2901, byte miss ratio 0.2901
cdn1_allcolo.ns3614 S3FIFO-0.7500-1.9000 cache size      901, 1094764 req, miss ratio 0.1261, byte miss ratio 0.1261
cdn1_allcolo.ns3614 S3FIFO-0.7500-1.9000 cache size     1803, 1094764 req, miss ratio 0.0629, byte miss ratio 0.0629
cdn1_allcolo.ns3614 S3FIFO-0.7500-1.9000 cache size     3607, 1094764 req, miss ratio 0.0263, byte miss ratio 0.0263
cdn1_allcolo.ns3614 S3FIFO-0.7500-1.9000 cache size     7214, 1094764 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_allcolo.ns3614 S3FIFO-0.9900-0.9000 cache size        9, 1094764 req, miss ratio 0.7975, byte miss ratio 0.7975
cdn1_allcolo.ns3614 S3FIFO-0.9900-0.9000 cache size       27, 1094764 req, miss ratio 0.6877, byte miss ratio 0.6877
cdn1_allcolo.ns3614 S3FIFO-0.9900-0.9000 cache size       90, 1094764 req, miss ratio 0.5097, byte miss ratio 0.5097
cdn1_allcolo.ns3614 S3FIFO-0.9900-0.9000 cache size      270, 1094764 req, miss ratio 0.3242, byte miss ratio 0.3242
cdn1_allcolo.ns3614 S3FIFO-0.9900-0.9000 cache size      901, 1094764 req, miss ratio 0.1459, byte miss ratio 0.1459
cdn1_allcolo.ns3614 S3FIFO-0.9900-0.9000 cache size     1803, 1094764 req, miss ratio 0.0741, byte miss ratio 0.0741
cdn1_allcolo.ns3614 S3FIFO-0.9900-0.9000 cache size     3607, 1094764 req, miss ratio 0.0311, byte miss ratio 0.0311
cdn1_allcolo.ns3614 S3FIFO-0.9900-0.9000 cache size     7214, 1094764 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_allcolo.ns3614 S3FIFO-0.6000-1.9000 cache size        9, 1094764 req, miss ratio 0.7403, byte miss ratio 0.7403
cdn1_allcolo.ns3614 S3FIFO-0.6000-1.9000 cache size       27, 1094764 req, miss ratio 0.6272, byte miss ratio 0.6272
cdn1_allcolo.ns3614 S3FIFO-0.6000-1.9000 cache size       90, 1094764 req, miss ratio 0.4466, byte miss ratio 0.4466
cdn1_allcolo.ns3614 S3FIFO-0.6000-1.9000 cache size      270, 1094764 req, miss ratio 0.2749, byte miss ratio 0.2749
cdn1_allcolo.ns3614 S3FIFO-0.6000-1.9000 cache size      901, 1094764 req, miss ratio 0.1178, byte miss ratio 0.1178
cdn1_allcolo.ns3614 S3FIFO-0.6000-1.9000 cache size     1803, 1094764 req, miss ratio 0.0581, byte miss ratio 0.0581
cdn1_allcolo.ns3614 S3FIFO-0.6000-1.9000 cache size     3607, 1094764 req, miss ratio 0.0239, byte miss ratio 0.0239
cdn1_allcolo.ns3614 S3FIFO-0.6000-1.9000 cache size     7214, 1094764 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns3614 S3FIFO-0.7000-0.9000 cache size        9, 1094764 req, miss ratio 0.7490, byte miss ratio 0.7490
cdn1_allcolo.ns3614 S3FIFO-0.7000-0.9000 cache size       27, 1094764 req, miss ratio 0.6310, byte miss ratio 0.6310
cdn1_allcolo.ns3614 S3FIFO-0.7000-0.9000 cache size       90, 1094764 req, miss ratio 0.4550, byte miss ratio 0.4550
cdn1_allcolo.ns3614 S3FIFO-0.7000-0.9000 cache size      270, 1094764 req, miss ratio 0.2845, byte miss ratio 0.2845
cdn1_allcolo.ns3614 S3FIFO-0.7000-0.9000 cache size      901, 1094764 req, miss ratio 0.1251, byte miss ratio 0.1251
cdn1_allcolo.ns3614 S3FIFO-0.7000-0.9000 cache size     1803, 1094764 req, miss ratio 0.0622, byte miss ratio 0.0622
cdn1_allcolo.ns3614 S3FIFO-0.7000-0.9000 cache size     3607, 1094764 req, miss ratio 0.0255, byte miss ratio 0.0255
cdn1_allcolo.ns3614 S3FIFO-0.7000-0.9000 cache size     7214, 1094764 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns3614 S3FIFO-0.1000-0.9000 cache size        9, 1094764 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3614 S3FIFO-0.1000-0.9000 cache size       27, 1094764 req, miss ratio 0.5602, byte miss ratio 0.5602
cdn1_allcolo.ns3614 S3FIFO-0.1000-0.9000 cache size       90, 1094764 req, miss ratio 0.3856, byte miss ratio 0.3856
cdn1_allcolo.ns3614 S3FIFO-0.1000-0.9000 cache size      270, 1094764 req, miss ratio 0.2270, byte miss ratio 0.2270
cdn1_allcolo.ns3614 S3FIFO-0.1000-0.9000 cache size      901, 1094764 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_allcolo.ns3614 S3FIFO-0.1000-0.9000 cache size     1803, 1094764 req, miss ratio 0.0445, byte miss ratio 0.0445
cdn1_allcolo.ns3614 S3FIFO-0.1000-0.9000 cache size     3607, 1094764 req, miss ratio 0.0179, byte miss ratio 0.0179
cdn1_allcolo.ns3614 S3FIFO-0.1000-0.9000 cache size     7214, 1094764 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns3614 S3FIFO-0.0100-0.9000 cache size        9, 1094764 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3614 S3FIFO-0.0100-0.9000 cache size       27, 1094764 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3614 S3FIFO-0.0100-0.9000 cache size       90, 1094764 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3614 S3FIFO-0.0100-0.9000 cache size      270, 1094764 req, miss ratio 0.2246, byte miss ratio 0.2246
cdn1_allcolo.ns3614 S3FIFO-0.0100-0.9000 cache size      901, 1094764 req, miss ratio 0.0901, byte miss ratio 0.0901
cdn1_allcolo.ns3614 S3FIFO-0.0100-0.9000 cache size     1803, 1094764 req, miss ratio 0.0427, byte miss ratio 0.0427
cdn1_allcolo.ns3614 S3FIFO-0.0100-0.9000 cache size     3607, 1094764 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_allcolo.ns3614 S3FIFO-0.0100-0.9000 cache size     7214, 1094764 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns3614 S3FIFO-0.1500-1.9000 cache size        9, 1094764 req, miss ratio 0.7075, byte miss ratio 0.7075
