io_traces.ns446 S3FIFO-0.4500-0.9000 cache size     1128, 11600000 req, miss ratio 0.3759, byte miss ratio 0.3759
io_traces.ns446 S3FIFO-0.4500-0.9000 cache size     3386, 11600000 req, miss ratio 0.2561, byte miss ratio 0.2561
io_traces.ns446 S3FIFO-0.4500-0.9000 cache size    11289, 11600000 req, miss ratio 0.2327, byte miss ratio 0.2327
io_traces.ns446 S3FIFO-0.4500-0.9000 cache size    33867, 11600000 req, miss ratio 0.1805, byte miss ratio 0.1805
io_traces.ns446 S3FIFO-0.4500-0.9000 cache size   112892, 11600000 req, miss ratio 0.1068, byte miss ratio 0.1068
io_traces.ns446 S3FIFO-0.4500-0.9000 cache size   225785, 11600000 req, miss ratio 0.1024, byte miss ratio 0.1024
io_traces.ns446 S3FIFO-0.4500-0.9000 cache size   451570, 11600000 req, miss ratio 0.1018, byte miss ratio 0.1018
io_traces.ns446 S3FIFO-0.4500-0.9000 cache size   903140, 11600000 req, miss ratio 0.0994, byte miss ratio 0.0994
io_traces.ns446 S3FIFO-0.7500-1.9000 cache size     1128, 11600000 req, miss ratio 0.4122, byte miss ratio 0.4122
io_traces.ns446 S3FIFO-0.7500-1.9000 cache size     3386, 11600000 req, miss ratio 0.2824, byte miss ratio 0.2824
io_traces.ns446 S3FIFO-0.7500-1.9000 cache size    11289, 11600000 req, miss ratio 0.2356, byte miss ratio 0.2356
io_traces.ns446 S3FIFO-0.7500-1.9000 cache size    33867, 11600000 req, miss ratio 0.1836, byte miss ratio 0.1836
io_traces.ns446 S3FIFO-0.7500-1.9000 cache size   112892, 11600000 req, miss ratio 0.1204, byte miss ratio 0.1204
io_traces.ns446 S3FIFO-0.7500-1.9000 cache size   225785, 11600000 req, miss ratio 0.1045, byte miss ratio 0.1045
io_traces.ns446 S3FIFO-0.7500-1.9000 cache size   451570, 11600000 req, miss ratio 0.1018, byte miss ratio 0.1018
io_traces.ns446 S3FIFO-0.7500-1.9000 cache size   903140, 11600000 req, miss ratio 0.0993, byte miss ratio 0.0993
io_traces.ns446 S3FIFO-0.1000-0.9000 cache size     1128, 11600000 req, miss ratio 0.3241, byte miss ratio 0.3241
io_traces.ns446 S3FIFO-0.1000-0.9000 cache size     3386, 11600000 req, miss ratio 0.2588, byte miss ratio 0.2588
io_traces.ns446 S3FIFO-0.1000-0.9000 cache size    11289, 11600000 req, miss ratio 0.2320, byte miss ratio 0.2320
io_traces.ns446 S3FIFO-0.1000-0.9000 cache size    33867, 11600000 req, miss ratio 0.1862, byte miss ratio 0.1862
io_traces.ns446 S3FIFO-0.1000-0.9000 cache size   112892, 11600000 req, miss ratio 0.1115, byte miss ratio 0.1115
io_traces.ns446 S3FIFO-0.1000-0.9000 cache size   225785, 11600000 req, miss ratio 0.1052, byte miss ratio 0.1052
io_traces.ns446 S3FIFO-0.1000-0.9000 cache size   451570, 11600000 req, miss ratio 0.1022, byte miss ratio 0.1022
io_traces.ns446 S3FIFO-0.1000-0.9000 cache size   903140, 11600000 req, miss ratio 0.0994, byte miss ratio 0.0994
io_traces.ns446 S3FIFO-0.8000-0.9000 cache size     1128, 11600000 req, miss ratio 0.4152, byte miss ratio 0.4152
io_traces.ns446 S3FIFO-0.8000-0.9000 cache size     3386, 11600000 req, miss ratio 0.2912, byte miss ratio 0.2912
io_traces.ns446 S3FIFO-0.8000-0.9000 cache size    11289, 11600000 req, miss ratio 0.2360, byte miss ratio 0.2360
io_traces.ns446 S3FIFO-0.8000-0.9000 cache size    33867, 11600000 req, miss ratio 0.1841, byte miss ratio 0.1841
