cdn1_colo28.ns1143 S3FIFO-0.6500-1.9000 cache size      735, 14008108 req, miss ratio 0.8472, byte miss ratio 0.8472
cdn1_colo28.ns1143 S3FIFO-0.6500-1.9000 cache size     2206, 14008108 req, miss ratio 0.7130, byte miss ratio 0.7130
cdn1_colo28.ns1143 S3FIFO-0.6500-1.9000 cache size     7354, 14008108 req, miss ratio 0.4755, byte miss ratio 0.4755
cdn1_colo28.ns1143 S3FIFO-0.6500-1.9000 cache size    22063, 14008108 req, miss ratio 0.2158, byte miss ratio 0.2158
cdn1_colo28.ns1143 S3FIFO-0.6500-1.9000 cache size    73543, 14008108 req, miss ratio 0.0720, byte miss ratio 0.0720
cdn1_colo28.ns1143 S3FIFO-0.6500-1.9000 cache size   147086, 14008108 req, miss ratio 0.0577, byte miss ratio 0.0577
cdn1_colo28.ns1143 S3FIFO-0.6500-1.9000 cache size   294173, 14008108 req, miss ratio 0.0535, byte miss ratio 0.0535
cdn1_colo28.ns1143 S3FIFO-0.6500-1.9000 cache size   588347, 14008108 req, miss ratio 0.0525, byte miss ratio 0.0525
cdn1_colo28.ns1143 S3FIFO-0.2500-0.9000 cache size      735, 14008108 req, miss ratio 0.7913, byte miss ratio 0.7913
cdn1_colo28.ns1143 S3FIFO-0.2500-0.9000 cache size     2206, 14008108 req, miss ratio 0.6419, byte miss ratio 0.6419
cdn1_colo28.ns1143 S3FIFO-0.2500-0.9000 cache size     7354, 14008108 req, miss ratio 0.4107, byte miss ratio 0.4107
cdn1_colo28.ns1143 S3FIFO-0.2500-0.9000 cache size    22063, 14008108 req, miss ratio 0.1798, byte miss ratio 0.1798
cdn1_colo28.ns1143 S3FIFO-0.2500-0.9000 cache size    73543, 14008108 req, miss ratio 0.0740, byte miss ratio 0.0740
cdn1_colo28.ns1143 S3FIFO-0.2500-0.9000 cache size   147086, 14008108 req, miss ratio 0.0574, byte miss ratio 0.0574
cdn1_colo28.ns1143 S3FIFO-0.2500-0.9000 cache size   294173, 14008108 req, miss ratio 0.0534, byte miss ratio 0.0534
cdn1_colo28.ns1143 S3FIFO-0.2500-0.9000 cache size   588347, 14008108 req, miss ratio 0.0525, byte miss ratio 0.0525
cdn1_colo28.ns1143 S3FIFO-0.4000-1.9000 cache size      735, 14008108 req, miss ratio 0.8193, byte miss ratio 0.8193
cdn1_colo28.ns1143 S3FIFO-0.4000-1.9000 cache size     2206, 14008108 req, miss ratio 0.6728, byte miss ratio 0.6728
cdn1_colo28.ns1143 S3FIFO-0.4000-1.9000 cache size     7354, 14008108 req, miss ratio 0.4428, byte miss ratio 0.4428
cdn1_colo28.ns1143 S3FIFO-0.4000-1.9000 cache size    22063, 14008108 req, miss ratio 0.1923, byte miss ratio 0.1923
cdn1_colo28.ns1143 S3FIFO-0.4000-1.9000 cache size    73543, 14008108 req, miss ratio 0.0713, byte miss ratio 0.0713
cdn1_colo28.ns1143 S3FIFO-0.4000-1.9000 cache size   147086, 14008108 req, miss ratio 0.0566, byte miss ratio 0.0566
cdn1_colo28.ns1143 S3FIFO-0.4000-1.9000 cache size   294173, 14008108 req, miss ratio 0.0533, byte miss ratio 0.0533
cdn1_colo28.ns1143 S3FIFO-0.4000-1.9000 cache size   588347, 14008108 req, miss ratio 0.0525, byte miss ratio 0.0525
cdn1_colo28.ns1143 S3FIFO-0.0050-0.9000 cache size      735, 14008108 req, miss ratio 0.7615, byte miss ratio 0.7615
cdn1_colo28.ns1143 S3FIFO-0.0050-0.9000 cache size     2206, 14008108 req, miss ratio 0.6160, byte miss ratio 0.6160
cdn1_colo28.ns1143 S3FIFO-0.0050-0.9000 cache size     7354, 14008108 req, miss ratio 0.3741, byte miss ratio 0.3741
cdn1_colo28.ns1143 S3FIFO-0.0050-0.9000 cache size    22063, 14008108 req, miss ratio 0.1678, byte miss ratio 0.1678
cdn1_colo28.ns1143 S3FIFO-0.0050-0.9000 cache size    73543, 14008108 req, miss ratio 0.0946, byte miss ratio 0.0946
cdn1_colo28.ns1143 S3FIFO-0.0050-0.9000 cache size   147086, 14008108 req, miss ratio 0.0801, byte miss ratio 0.0801
cdn1_colo28.ns1143 S3FIFO-0.0050-0.9000 cache size   294173, 14008108 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_colo28.ns1143 S3FIFO-0.0050-0.9000 cache size   588347, 14008108 req, miss ratio 0.0525, byte miss ratio 0.0525
cdn1_colo28.ns1143 S3FIFO-0.0500-0.9000 cache size      735, 14008108 req, miss ratio 0.7670, byte miss ratio 0.7670
cdn1_colo28.ns1143 S3FIFO-0.0500-0.9000 cache size     2206, 14008108 req, miss ratio 0.6205, byte miss ratio 0.6205
cdn1_colo28.ns1143 S3FIFO-0.0500-0.9000 cache size     7354, 14008108 req, miss ratio 0.3806, byte miss ratio 0.3806
cdn1_colo28.ns1143 S3FIFO-0.0500-0.9000 cache size    22063, 14008108 req, miss ratio 0.1687, byte miss ratio 0.1687
cdn1_colo28.ns1143 S3FIFO-0.0500-0.9000 cache size    73543, 14008108 req, miss ratio 0.0878, byte miss ratio 0.0878
