cdn1_allcolo.ns452 S3FIFO-0.8000-0.9000 cache size      253, 6386134 req, miss ratio 0.0658, byte miss ratio 0.0658
cdn1_allcolo.ns452 S3FIFO-0.8000-0.9000 cache size      760, 6386134 req, miss ratio 0.0592, byte miss ratio 0.0592
cdn1_allcolo.ns452 S3FIFO-0.8000-0.9000 cache size     2536, 6386134 req, miss ratio 0.0529, byte miss ratio 0.0529
cdn1_allcolo.ns452 S3FIFO-0.8000-0.9000 cache size     7608, 6386134 req, miss ratio 0.0473, byte miss ratio 0.0473
cdn1_allcolo.ns452 S3FIFO-0.8000-0.9000 cache size    25361, 6386134 req, miss ratio 0.0427, byte miss ratio 0.0427
cdn1_allcolo.ns452 S3FIFO-0.8000-0.9000 cache size    50723, 6386134 req, miss ratio 0.0410, byte miss ratio 0.0410
cdn1_allcolo.ns452 S3FIFO-0.8000-0.9000 cache size   101446, 6386134 req, miss ratio 0.0401, byte miss ratio 0.0401
cdn1_allcolo.ns452 S3FIFO-0.8000-0.9000 cache size   202892, 6386134 req, miss ratio 0.0397, byte miss ratio 0.0397
cdn1_allcolo.ns452 S3FIFO-0.3500-1.9000 cache size      253, 6386134 req, miss ratio 0.0610, byte miss ratio 0.0610
cdn1_allcolo.ns452 S3FIFO-0.3500-1.9000 cache size      760, 6386134 req, miss ratio 0.0550, byte miss ratio 0.0550
cdn1_allcolo.ns452 S3FIFO-0.3500-1.9000 cache size     2536, 6386134 req, miss ratio 0.0485, byte miss ratio 0.0485
cdn1_allcolo.ns452 S3FIFO-0.3500-1.9000 cache size     7608, 6386134 req, miss ratio 0.0437, byte miss ratio 0.0437
cdn1_allcolo.ns452 S3FIFO-0.3500-1.9000 cache size    25361, 6386134 req, miss ratio 0.0413, byte miss ratio 0.0413
cdn1_allcolo.ns452 S3FIFO-0.3500-1.9000 cache size    50723, 6386134 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_allcolo.ns452 S3FIFO-0.3500-1.9000 cache size   101446, 6386134 req, miss ratio 0.0401, byte miss ratio 0.0401
cdn1_allcolo.ns452 S3FIFO-0.3500-1.9000 cache size   202892, 6386134 req, miss ratio 0.0397, byte miss ratio 0.0397
cdn1_allcolo.ns452 S3FIFO-0.8500-0.9000 cache size      253, 6386134 req, miss ratio 0.0673, byte miss ratio 0.0673
cdn1_allcolo.ns452 S3FIFO-0.8500-0.9000 cache size      760, 6386134 req, miss ratio 0.0601, byte miss ratio 0.0601
cdn1_allcolo.ns452 S3FIFO-0.8500-0.9000 cache size     2536, 6386134 req, miss ratio 0.0537, byte miss ratio 0.0537
cdn1_allcolo.ns452 S3FIFO-0.8500-0.9000 cache size     7608, 6386134 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns452 S3FIFO-0.8500-0.9000 cache size    25361, 6386134 req, miss ratio 0.0433, byte miss ratio 0.0433
cdn1_allcolo.ns452 S3FIFO-0.8500-0.9000 cache size    50723, 6386134 req, miss ratio 0.0413, byte miss ratio 0.0413
cdn1_allcolo.ns452 S3FIFO-0.8500-0.9000 cache size   101446, 6386134 req, miss ratio 0.0401, byte miss ratio 0.0401
