tencentBlock.ns4550 S3FIFO-0.7500-1.9000 cache size       45, 1284066 req, miss ratio 0.3465, byte miss ratio 0.3465
tencentBlock.ns4550 S3FIFO-0.7500-1.9000 cache size      137, 1284066 req, miss ratio 0.1840, byte miss ratio 0.1840
tencentBlock.ns4550 S3FIFO-0.7500-1.9000 cache size      457, 1284066 req, miss ratio 0.1520, byte miss ratio 0.1520
tencentBlock.ns4550 S3FIFO-0.7500-1.9000 cache size     1371, 1284066 req, miss ratio 0.1380, byte miss ratio 0.1380
tencentBlock.ns4550 S3FIFO-0.7500-1.9000 cache size     4571, 1284066 req, miss ratio 0.1217, byte miss ratio 0.1217
tencentBlock.ns4550 S3FIFO-0.7500-1.9000 cache size     9142, 1284066 req, miss ratio 0.1051, byte miss ratio 0.1051
tencentBlock.ns4550 S3FIFO-0.7500-1.9000 cache size    18284, 1284066 req, miss ratio 0.0770, byte miss ratio 0.0770
tencentBlock.ns4550 S3FIFO-0.7500-1.9000 cache size    36569, 1284066 req, miss ratio 0.0416, byte miss ratio 0.0416
tencentBlock.ns4550 S3FIFO-0.4000-1.9000 cache size       45, 1284066 req, miss ratio 0.3294, byte miss ratio 0.3294
tencentBlock.ns4550 S3FIFO-0.4000-1.9000 cache size      137, 1284066 req, miss ratio 0.1741, byte miss ratio 0.1741
tencentBlock.ns4550 S3FIFO-0.4000-1.9000 cache size      457, 1284066 req, miss ratio 0.1435, byte miss ratio 0.1435
tencentBlock.ns4550 S3FIFO-0.4000-1.9000 cache size     1371, 1284066 req, miss ratio 0.1237, byte miss ratio 0.1237
tencentBlock.ns4550 S3FIFO-0.4000-1.9000 cache size     4571, 1284066 req, miss ratio 0.1191, byte miss ratio 0.1191
tencentBlock.ns4550 S3FIFO-0.4000-1.9000 cache size     9142, 1284066 req, miss ratio 0.1174, byte miss ratio 0.1174
tencentBlock.ns4550 S3FIFO-0.4000-1.9000 cache size    18284, 1284066 req, miss ratio 0.0767, byte miss ratio 0.0767
tencentBlock.ns4550 S3FIFO-0.4000-1.9000 cache size    36569, 1284066 req, miss ratio 0.0395, byte miss ratio 0.0395
tencentBlock.ns4550 S3FIFO-0.2500-1.9000 cache size       45, 1284066 req, miss ratio 0.2905, byte miss ratio 0.2905
tencentBlock.ns4550 S3FIFO-0.2500-1.9000 cache size      137, 1284066 req, miss ratio 0.1706, byte miss ratio 0.1706
tencentBlock.ns4550 S3FIFO-0.2500-1.9000 cache size      457, 1284066 req, miss ratio 0.1416, byte miss ratio 0.1416
tencentBlock.ns4550 S3FIFO-0.2500-1.9000 cache size     1371, 1284066 req, miss ratio 0.1220, byte miss ratio 0.1220
tencentBlock.ns4550 S3FIFO-0.2500-1.9000 cache size     4571, 1284066 req, miss ratio 0.1186, byte miss ratio 0.1186
tencentBlock.ns4550 S3FIFO-0.2500-1.9000 cache size     9142, 1284066 req, miss ratio 0.1091, byte miss ratio 0.1091
tencentBlock.ns4550 S3FIFO-0.2500-1.9000 cache size    18284, 1284066 req, miss ratio 0.0740, byte miss ratio 0.0740
tencentBlock.ns4550 S3FIFO-0.2500-1.9000 cache size    36569, 1284066 req, miss ratio 0.0392, byte miss ratio 0.0392
tencentBlock.ns4550 S3FIFO-0.9000-0.9000 cache size       45, 1284066 req, miss ratio 0.3784, byte miss ratio 0.3784
tencentBlock.ns4550 S3FIFO-0.9000-0.9000 cache size      137, 1284066 req, miss ratio 0.2077, byte miss ratio 0.2077
tencentBlock.ns4550 S3FIFO-0.9000-0.9000 cache size      457, 1284066 req, miss ratio 0.1608, byte miss ratio 0.1608
tencentBlock.ns4550 S3FIFO-0.9000-0.9000 cache size     1371, 1284066 req, miss ratio 0.1421, byte miss ratio 0.1421
tencentBlock.ns4550 S3FIFO-0.9000-0.9000 cache size     4571, 1284066 req, miss ratio 0.1247, byte miss ratio 0.1247
tencentBlock.ns4550 S3FIFO-0.9000-0.9000 cache size     9142, 1284066 req, miss ratio 0.1049, byte miss ratio 0.1049
tencentBlock.ns4550 S3FIFO-0.9000-0.9000 cache size    18284, 1284066 req, miss ratio 0.0759, byte miss ratio 0.0759
tencentBlock.ns4550 S3FIFO-0.9000-0.9000 cache size    36569, 1284066 req, miss ratio 0.0432, byte miss ratio 0.0432
tencentBlock.ns4550 S3FIFO-0.3000-0.9000 cache size       45, 1284066 req, miss ratio 0.3024, byte miss ratio 0.3024
tencentBlock.ns4550 S3FIFO-0.3000-0.9000 cache size      137, 1284066 req, miss ratio 0.1724, byte miss ratio 0.1724
tencentBlock.ns4550 S3FIFO-0.3000-0.9000 cache size      457, 1284066 req, miss ratio 0.1424, byte miss ratio 0.1424
tencentBlock.ns4550 S3FIFO-0.3000-0.9000 cache size     1371, 1284066 req, miss ratio 0.1224, byte miss ratio 0.1224
tencentBlock.ns4550 S3FIFO-0.3000-0.9000 cache size     4571, 1284066 req, miss ratio 0.1177, byte miss ratio 0.1177
tencentBlock.ns4550 S3FIFO-0.3000-0.9000 cache size     9142, 1284066 req, miss ratio 0.1106, byte miss ratio 0.1106
tencentBlock.ns4550 S3FIFO-0.3000-0.9000 cache size    18284, 1284066 req, miss ratio 0.0755, byte miss ratio 0.0755
tencentBlock.ns4550 S3FIFO-0.3000-0.9000 cache size    36569, 1284066 req, miss ratio 0.0393, byte miss ratio 0.0393
