tencentBlock.ns15014 S3FIFO-0.1500-1.9000 cache size      551, 4613561 req, miss ratio 0.5513, byte miss ratio 0.5513
tencentBlock.ns15014 S3FIFO-0.1500-1.9000 cache size     1655, 4613561 req, miss ratio 0.3816, byte miss ratio 0.3816
tencentBlock.ns15014 S3FIFO-0.1500-1.9000 cache size     5519, 4613561 req, miss ratio 0.3547, byte miss ratio 0.3547
tencentBlock.ns15014 S3FIFO-0.1500-1.9000 cache size    16558, 4613561 req, miss ratio 0.3178, byte miss ratio 0.3178
tencentBlock.ns15014 S3FIFO-0.1500-1.9000 cache size    55196, 4613561 req, miss ratio 0.2724, byte miss ratio 0.2724
tencentBlock.ns15014 S3FIFO-0.1500-1.9000 cache size   110392, 4613561 req, miss ratio 0.2221, byte miss ratio 0.2221
tencentBlock.ns15014 S3FIFO-0.1500-1.9000 cache size   220784, 4613561 req, miss ratio 0.1508, byte miss ratio 0.1508
tencentBlock.ns15014 S3FIFO-0.1500-1.9000 cache size   441568, 4613561 req, miss ratio 0.1202, byte miss ratio 0.1202
tencentBlock.ns15014 S3FIFO-0.7500-0.9000 cache size      551, 4613561 req, miss ratio 0.5739, byte miss ratio 0.5739
tencentBlock.ns15014 S3FIFO-0.7500-0.9000 cache size     1655, 4613561 req, miss ratio 0.4730, byte miss ratio 0.4730
tencentBlock.ns15014 S3FIFO-0.7500-0.9000 cache size     5519, 4613561 req, miss ratio 0.3615, byte miss ratio 0.3615
tencentBlock.ns15014 S3FIFO-0.7500-0.9000 cache size    16558, 4613561 req, miss ratio 0.3287, byte miss ratio 0.3287
tencentBlock.ns15014 S3FIFO-0.7500-0.9000 cache size    55196, 4613561 req, miss ratio 0.2711, byte miss ratio 0.2711
tencentBlock.ns15014 S3FIFO-0.7500-0.9000 cache size   110392, 4613561 req, miss ratio 0.2284, byte miss ratio 0.2284
tencentBlock.ns15014 S3FIFO-0.7500-0.9000 cache size   220784, 4613561 req, miss ratio 0.1647, byte miss ratio 0.1647
tencentBlock.ns15014 S3FIFO-0.7500-0.9000 cache size   441568, 4613561 req, miss ratio 0.1267, byte miss ratio 0.1267
tencentBlock.ns15014 S3FIFO-0.0500-1.9000 cache size      551, 4613561 req, miss ratio 0.5570, byte miss ratio 0.5570
tencentBlock.ns15014 S3FIFO-0.0500-1.9000 cache size     1655, 4613561 req, miss ratio 0.3800, byte miss ratio 0.3800
tencentBlock.ns15014 S3FIFO-0.0500-1.9000 cache size     5519, 4613561 req, miss ratio 0.3564, byte miss ratio 0.3564
tencentBlock.ns15014 S3FIFO-0.0500-1.9000 cache size    16558, 4613561 req, miss ratio 0.3188, byte miss ratio 0.3188
tencentBlock.ns15014 S3FIFO-0.0500-1.9000 cache size    55196, 4613561 req, miss ratio 0.2766, byte miss ratio 0.2766
tencentBlock.ns15014 S3FIFO-0.0500-1.9000 cache size   110392, 4613561 req, miss ratio 0.2250, byte miss ratio 0.2250
tencentBlock.ns15014 S3FIFO-0.0500-1.9000 cache size   220784, 4613561 req, miss ratio 0.1507, byte miss ratio 0.1507
tencentBlock.ns15014 S3FIFO-0.0500-1.9000 cache size   441568, 4613561 req, miss ratio 0.1203, byte miss ratio 0.1203
tencentBlock.ns15014 S3FIFO-0.0050-1.9000 cache size      551, 4613561 req, miss ratio 0.5918, byte miss ratio 0.5918
tencentBlock.ns15014 S3FIFO-0.0050-1.9000 cache size     1655, 4613561 req, miss ratio 0.4150, byte miss ratio 0.4150
tencentBlock.ns15014 S3FIFO-0.0050-1.9000 cache size     5519, 4613561 req, miss ratio 0.3696, byte miss ratio 0.3696
tencentBlock.ns15014 S3FIFO-0.0050-1.9000 cache size    16558, 4613561 req, miss ratio 0.3238, byte miss ratio 0.3238
tencentBlock.ns15014 S3FIFO-0.0050-1.9000 cache size    55196, 4613561 req, miss ratio 0.2815, byte miss ratio 0.2815
tencentBlock.ns15014 S3FIFO-0.0050-1.9000 cache size   110392, 4613561 req, miss ratio 0.2305, byte miss ratio 0.2305
tencentBlock.ns15014 S3FIFO-0.0050-1.9000 cache size   220784, 4613561 req, miss ratio 0.1582, byte miss ratio 0.1582
tencentBlock.ns15014 S3FIFO-0.0050-1.9000 cache size   441568, 4613561 req, miss ratio 0.1205, byte miss ratio 0.1205
tencentBlock.ns15014 S3FIFO-0.0250-0.9000 cache size      551, 4613561 req, miss ratio 0.5714, byte miss ratio 0.5714
tencentBlock.ns15014 S3FIFO-0.0250-0.9000 cache size     1655, 4613561 req, miss ratio 0.3894, byte miss ratio 0.3894
tencentBlock.ns15014 S3FIFO-0.0250-0.9000 cache size     5519, 4613561 req, miss ratio 0.3593, byte miss ratio 0.3593
tencentBlock.ns15014 S3FIFO-0.0250-0.9000 cache size    16558, 4613561 req, miss ratio 0.3228, byte miss ratio 0.3228
tencentBlock.ns15014 S3FIFO-0.0250-0.9000 cache size    55196, 4613561 req, miss ratio 0.2776, byte miss ratio 0.2776
tencentBlock.ns15014 S3FIFO-0.0250-0.9000 cache size   110392, 4613561 req, miss ratio 0.2267, byte miss ratio 0.2267
tencentBlock.ns15014 S3FIFO-0.0250-0.9000 cache size   220784, 4613561 req, miss ratio 0.1532, byte miss ratio 0.1532
tencentBlock.ns15014 S3FIFO-0.0250-0.9000 cache size   441568, 4613561 req, miss ratio 0.1204, byte miss ratio 0.1204
tencentBlock.ns15014 S3FIFO-0.2000-0.9000 cache size      551, 4613561 req, miss ratio 0.5549, byte miss ratio 0.5549
tencentBlock.ns15014 S3FIFO-0.2000-0.9000 cache size     1655, 4613561 req, miss ratio 0.3864, byte miss ratio 0.3864
tencentBlock.ns15014 S3FIFO-0.2000-0.9000 cache size     5519, 4613561 req, miss ratio 0.3554, byte miss ratio 0.3554
tencentBlock.ns15014 S3FIFO-0.2000-0.9000 cache size    16558, 4613561 req, miss ratio 0.3188, byte miss ratio 0.3188
tencentBlock.ns15014 S3FIFO-0.2000-0.9000 cache size    55196, 4613561 req, miss ratio 0.2696, byte miss ratio 0.2696
tencentBlock.ns15014 S3FIFO-0.2000-0.9000 cache size   110392, 4613561 req, miss ratio 0.2236, byte miss ratio 0.2236
tencentBlock.ns15014 S3FIFO-0.2000-0.9000 cache size   220784, 4613561 req, miss ratio 0.1516, byte miss ratio 0.1516
tencentBlock.ns15014 S3FIFO-0.2000-0.9000 cache size   441568, 4613561 req, miss ratio 0.1202, byte miss ratio 0.1202
tencentBlock.ns15014 S3FIFO-0.7000-1.9000 cache size      551, 4613561 req, miss ratio 0.5711, byte miss ratio 0.5711
tencentBlock.ns15014 S3FIFO-0.7000-1.9000 cache size     1655, 4613561 req, miss ratio 0.4677, byte miss ratio 0.4677
tencentBlock.ns15014 S3FIFO-0.7000-1.9000 cache size     5519, 4613561 req, miss ratio 0.3583, byte miss ratio 0.3583
tencentBlock.ns15014 S3FIFO-0.7000-1.9000 cache size    16558, 4613561 req, miss ratio 0.3290, byte miss ratio 0.3290
tencentBlock.ns15014 S3FIFO-0.7000-1.9000 cache size    55196, 4613561 req, miss ratio 0.2704, byte miss ratio 0.2704
tencentBlock.ns15014 S3FIFO-0.7000-1.9000 cache size   110392, 4613561 req, miss ratio 0.2296, byte miss ratio 0.2296
tencentBlock.ns15014 S3FIFO-0.7000-1.9000 cache size   220784, 4613561 req, miss ratio 0.1634, byte miss ratio 0.1634
tencentBlock.ns15014 S3FIFO-0.7000-1.9000 cache size   441568, 4613561 req, miss ratio 0.1265, byte miss ratio 0.1265
tencentBlock.ns15014 S3FIFO-0.9500-1.9000 cache size      551, 4613561 req, miss ratio 0.6264, byte miss ratio 0.6264
tencentBlock.ns15014 S3FIFO-0.9500-1.9000 cache size     1655, 4613561 req, miss ratio 0.5051, byte miss ratio 0.5051
tencentBlock.ns15014 S3FIFO-0.9500-1.9000 cache size     5519, 4613561 req, miss ratio 0.3982, byte miss ratio 0.3982
tencentBlock.ns15014 S3FIFO-0.9500-1.9000 cache size    16558, 4613561 req, miss ratio 0.3363, byte miss ratio 0.3363
tencentBlock.ns15014 S3FIFO-0.9500-1.9000 cache size    55196, 4613561 req, miss ratio 0.2765, byte miss ratio 0.2765
