tencentBlock.ns16033 S3FIFO-0.6500-0.9000 cache size      265, 2471338 req, miss ratio 0.3891, byte miss ratio 0.3891
tencentBlock.ns16033 S3FIFO-0.6500-0.9000 cache size      795, 2471338 req, miss ratio 0.3708, byte miss ratio 0.3708
tencentBlock.ns16033 S3FIFO-0.6500-0.9000 cache size     2650, 2471338 req, miss ratio 0.3442, byte miss ratio 0.3442
tencentBlock.ns16033 S3FIFO-0.6500-0.9000 cache size     7950, 2471338 req, miss ratio 0.3135, byte miss ratio 0.3135
tencentBlock.ns16033 S3FIFO-0.6500-0.9000 cache size    26502, 2471338 req, miss ratio 0.2733, byte miss ratio 0.2733
tencentBlock.ns16033 S3FIFO-0.6500-0.9000 cache size    53004, 2471338 req, miss ratio 0.1915, byte miss ratio 0.1915
tencentBlock.ns16033 S3FIFO-0.6500-0.9000 cache size   106008, 2471338 req, miss ratio 0.1318, byte miss ratio 0.1318
tencentBlock.ns16033 S3FIFO-0.6500-0.9000 cache size   212017, 2471338 req, miss ratio 0.1151, byte miss ratio 0.1151
tencentBlock.ns16033 S3FIFO-0.0100-1.9000 cache size      265, 2471338 req, miss ratio 0.3932, byte miss ratio 0.3932
tencentBlock.ns16033 S3FIFO-0.0100-1.9000 cache size      795, 2471338 req, miss ratio 0.3705, byte miss ratio 0.3705
tencentBlock.ns16033 S3FIFO-0.0100-1.9000 cache size     2650, 2471338 req, miss ratio 0.3391, byte miss ratio 0.3391
tencentBlock.ns16033 S3FIFO-0.0100-1.9000 cache size     7950, 2471338 req, miss ratio 0.3103, byte miss ratio 0.3103
tencentBlock.ns16033 S3FIFO-0.0100-1.9000 cache size    26502, 2471338 req, miss ratio 0.2742, byte miss ratio 0.2742
tencentBlock.ns16033 S3FIFO-0.0100-1.9000 cache size    53004, 2471338 req, miss ratio 0.2019, byte miss ratio 0.2019
tencentBlock.ns16033 S3FIFO-0.0100-1.9000 cache size   106008, 2471338 req, miss ratio 0.1505, byte miss ratio 0.1505
tencentBlock.ns16033 S3FIFO-0.0100-1.9000 cache size   212017, 2471338 req, miss ratio 0.1087, byte miss ratio 0.1087
tencentBlock.ns16033 S3FIFO-0.8000-0.9000 cache size      265, 2471338 req, miss ratio 0.3954, byte miss ratio 0.3954
tencentBlock.ns16033 S3FIFO-0.8000-0.9000 cache size      795, 2471338 req, miss ratio 0.3752, byte miss ratio 0.3752
tencentBlock.ns16033 S3FIFO-0.8000-0.9000 cache size     2650, 2471338 req, miss ratio 0.3534, byte miss ratio 0.3534
tencentBlock.ns16033 S3FIFO-0.8000-0.9000 cache size     7950, 2471338 req, miss ratio 0.3170, byte miss ratio 0.3170
