cdn1_colo28.ns20 S3FIFO-0.0010-0.9000 cache size       10, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0010-0.9000 cache size       20, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0010-0.9000 cache size       40, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0010-0.9000 cache size       80, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.5000-1.9000 cache size       10, 1089647 req, miss ratio 0.6304, byte miss ratio 0.6304
cdn1_colo28.ns20 S3FIFO-0.5000-1.9000 cache size       20, 1089647 req, miss ratio 0.2564, byte miss ratio 0.2564
cdn1_colo28.ns20 S3FIFO-0.5000-1.9000 cache size       40, 1089647 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_colo28.ns20 S3FIFO-0.5000-1.9000 cache size       80, 1089647 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns20 S3FIFO-0.0100-0.9000 cache size       10, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0100-0.9000 cache size       20, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0100-0.9000 cache size       40, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0100-0.9000 cache size       80, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0050-0.9000 cache size       10, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0050-0.9000 cache size       20, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0050-0.9000 cache size       40, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0050-0.9000 cache size       80, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.6000-1.9000 cache size       10, 1089647 req, miss ratio 0.6311, byte miss ratio 0.6311
cdn1_colo28.ns20 S3FIFO-0.6000-1.9000 cache size       20, 1089647 req, miss ratio 0.2652, byte miss ratio 0.2652
cdn1_colo28.ns20 S3FIFO-0.6000-1.9000 cache size       40, 1089647 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns20 S3FIFO-0.6000-1.9000 cache size       80, 1089647 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns20 S3FIFO-0.6500-0.9000 cache size       10, 1089647 req, miss ratio 0.6298, byte miss ratio 0.6298
cdn1_colo28.ns20 S3FIFO-0.6500-0.9000 cache size       20, 1089647 req, miss ratio 0.2684, byte miss ratio 0.2684
cdn1_colo28.ns20 S3FIFO-0.6500-0.9000 cache size       40, 1089647 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns20 S3FIFO-0.6500-0.9000 cache size       80, 1089647 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns20 S3FIFO-0.5500-0.9000 cache size       10, 1089647 req, miss ratio 0.6245, byte miss ratio 0.6245
cdn1_colo28.ns20 S3FIFO-0.5500-0.9000 cache size       20, 1089647 req, miss ratio 0.2610, byte miss ratio 0.2610
cdn1_colo28.ns20 S3FIFO-0.5500-0.9000 cache size       40, 1089647 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns20 S3FIFO-0.5500-0.9000 cache size       80, 1089647 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns20 S3FIFO-0.3000-1.9000 cache size       10, 1089647 req, miss ratio 0.6208, byte miss ratio 0.6208
cdn1_colo28.ns20 S3FIFO-0.3000-1.9000 cache size       20, 1089647 req, miss ratio 0.2369, byte miss ratio 0.2369
cdn1_colo28.ns20 S3FIFO-0.3000-1.9000 cache size       40, 1089647 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns20 S3FIFO-0.3000-1.9000 cache size       80, 1089647 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns20 S3FIFO-0.4000-0.9000 cache size       10, 1089647 req, miss ratio 0.6160, byte miss ratio 0.6160
cdn1_colo28.ns20 S3FIFO-0.4000-0.9000 cache size       20, 1089647 req, miss ratio 0.2468, byte miss ratio 0.2468
cdn1_colo28.ns20 S3FIFO-0.4000-0.9000 cache size       40, 1089647 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns20 S3FIFO-0.4000-0.9000 cache size       80, 1089647 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns20 S3FIFO-0.2000-1.9000 cache size       10, 1089647 req, miss ratio 0.6105, byte miss ratio 0.6105
cdn1_colo28.ns20 S3FIFO-0.2000-1.9000 cache size       20, 1089647 req, miss ratio 0.2275, byte miss ratio 0.2275
cdn1_colo28.ns20 S3FIFO-0.2000-1.9000 cache size       40, 1089647 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns20 S3FIFO-0.2000-1.9000 cache size       80, 1089647 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns20 S3FIFO-0.9900-1.9000 cache size       10, 1089647 req, miss ratio 0.6202, byte miss ratio 0.6202
cdn1_colo28.ns20 S3FIFO-0.9900-1.9000 cache size       20, 1089647 req, miss ratio 0.2806, byte miss ratio 0.2806
cdn1_colo28.ns20 S3FIFO-0.9900-1.9000 cache size       40, 1089647 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns20 S3FIFO-0.9900-1.9000 cache size       80, 1089647 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns20 S3FIFO-0.2500-0.9000 cache size       10, 1089647 req, miss ratio 0.5857, byte miss ratio 0.5857
cdn1_colo28.ns20 S3FIFO-0.2500-0.9000 cache size       20, 1089647 req, miss ratio 0.2319, byte miss ratio 0.2319
cdn1_colo28.ns20 S3FIFO-0.2500-0.9000 cache size       40, 1089647 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns20 S3FIFO-0.2500-0.9000 cache size       80, 1089647 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns20 S3FIFO-0.0100-1.9000 cache size       10, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0100-1.9000 cache size       20, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0100-1.9000 cache size       40, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.0100-1.9000 cache size       80, 1089647 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns20 S3FIFO-0.8000-0.9000 cache size       10, 1089647 req, miss ratio 0.6316, byte miss ratio 0.6316
cdn1_colo28.ns20 S3FIFO-0.8000-0.9000 cache size       20, 1089647 req, miss ratio 0.2767, byte miss ratio 0.2767
cdn1_colo28.ns20 S3FIFO-0.8000-0.9000 cache size       40, 1089647 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns20 S3FIFO-0.8000-0.9000 cache size       80, 1089647 req, miss ratio 0.0002, byte miss ratio 0.0002
