tencentBlock.ns6883 S3FIFO-0.0010-0.9000 cache size      196, 1196741 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6883 S3FIFO-0.0010-0.9000 cache size      589, 1196741 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6883 S3FIFO-0.0010-0.9000 cache size     1963, 1196741 req, miss ratio 0.5690, byte miss ratio 0.5690
tencentBlock.ns6883 S3FIFO-0.0010-0.9000 cache size     5890, 1196741 req, miss ratio 0.5059, byte miss ratio 0.5059
tencentBlock.ns6883 S3FIFO-0.0010-0.9000 cache size    19633, 1196741 req, miss ratio 0.4135, byte miss ratio 0.4135
tencentBlock.ns6883 S3FIFO-0.0010-0.9000 cache size    39267, 1196741 req, miss ratio 0.3192, byte miss ratio 0.3192
tencentBlock.ns6883 S3FIFO-0.0010-0.9000 cache size    78535, 1196741 req, miss ratio 0.2201, byte miss ratio 0.2201
tencentBlock.ns6883 S3FIFO-0.0010-0.9000 cache size   157071, 1196741 req, miss ratio 0.1701, byte miss ratio 0.1701
tencentBlock.ns6883 S3FIFO-0.7000-0.9000 cache size      196, 1196741 req, miss ratio 0.4823, byte miss ratio 0.4823
tencentBlock.ns6883 S3FIFO-0.7000-0.9000 cache size      589, 1196741 req, miss ratio 0.4714, byte miss ratio 0.4714
tencentBlock.ns6883 S3FIFO-0.7000-0.9000 cache size     1963, 1196741 req, miss ratio 0.4709, byte miss ratio 0.4709
tencentBlock.ns6883 S3FIFO-0.7000-0.9000 cache size     5890, 1196741 req, miss ratio 0.4709, byte miss ratio 0.4709
tencentBlock.ns6883 S3FIFO-0.7000-0.9000 cache size    19633, 1196741 req, miss ratio 0.4267, byte miss ratio 0.4267
tencentBlock.ns6883 S3FIFO-0.7000-0.9000 cache size    39267, 1196741 req, miss ratio 0.3701, byte miss ratio 0.3701
tencentBlock.ns6883 S3FIFO-0.7000-0.9000 cache size    78535, 1196741 req, miss ratio 0.2560, byte miss ratio 0.2560
tencentBlock.ns6883 S3FIFO-0.7000-0.9000 cache size   157071, 1196741 req, miss ratio 0.1753, byte miss ratio 0.1753
tencentBlock.ns6883 S3FIFO-0.0250-0.9000 cache size      196, 1196741 req, miss ratio 0.5355, byte miss ratio 0.5355
tencentBlock.ns6883 S3FIFO-0.0250-0.9000 cache size      589, 1196741 req, miss ratio 0.4760, byte miss ratio 0.4760
tencentBlock.ns6883 S3FIFO-0.0250-0.9000 cache size     1963, 1196741 req, miss ratio 0.4714, byte miss ratio 0.4714
tencentBlock.ns6883 S3FIFO-0.0250-0.9000 cache size     5890, 1196741 req, miss ratio 0.4711, byte miss ratio 0.4711
tencentBlock.ns6883 S3FIFO-0.0250-0.9000 cache size    19633, 1196741 req, miss ratio 0.4043, byte miss ratio 0.4043
tencentBlock.ns6883 S3FIFO-0.0250-0.9000 cache size    39267, 1196741 req, miss ratio 0.3224, byte miss ratio 0.3224
tencentBlock.ns6883 S3FIFO-0.0250-0.9000 cache size    78535, 1196741 req, miss ratio 0.2213, byte miss ratio 0.2213
tencentBlock.ns6883 S3FIFO-0.0250-0.9000 cache size   157071, 1196741 req, miss ratio 0.1701, byte miss ratio 0.1701
tencentBlock.ns6883 S3FIFO-0.0010-1.9000 cache size      196, 1196741 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6883 S3FIFO-0.0010-1.9000 cache size      589, 1196741 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6883 S3FIFO-0.0010-1.9000 cache size     1963, 1196741 req, miss ratio 0.5690, byte miss ratio 0.5690
tencentBlock.ns6883 S3FIFO-0.0010-1.9000 cache size     5890, 1196741 req, miss ratio 0.5017, byte miss ratio 0.5017
tencentBlock.ns6883 S3FIFO-0.0010-1.9000 cache size    19633, 1196741 req, miss ratio 0.4131, byte miss ratio 0.4131
tencentBlock.ns6883 S3FIFO-0.0010-1.9000 cache size    39267, 1196741 req, miss ratio 0.3235, byte miss ratio 0.3235
tencentBlock.ns6883 S3FIFO-0.0010-1.9000 cache size    78535, 1196741 req, miss ratio 0.2201, byte miss ratio 0.2201
tencentBlock.ns6883 S3FIFO-0.0010-1.9000 cache size   157071, 1196741 req, miss ratio 0.1701, byte miss ratio 0.1701
tencentBlock.ns6883 S3FIFO-0.0500-1.9000 cache size      196, 1196741 req, miss ratio 0.4878, byte miss ratio 0.4878
tencentBlock.ns6883 S3FIFO-0.0500-1.9000 cache size      589, 1196741 req, miss ratio 0.4723, byte miss ratio 0.4723
tencentBlock.ns6883 S3FIFO-0.0500-1.9000 cache size     1963, 1196741 req, miss ratio 0.4713, byte miss ratio 0.4713
