cdn1_allcolo.ns529 S3FIFO-0.6000-1.9000 cache size        7, 27540597 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns529 S3FIFO-0.6000-1.9000 cache size       26, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.6000-1.9000 cache size       52, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.6000-1.9000 cache size      105, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.6000-1.9000 cache size      211, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.0050-1.9000 cache size        7, 27540597 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns529 S3FIFO-0.0050-1.9000 cache size       26, 27540597 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns529 S3FIFO-0.0050-1.9000 cache size       52, 27540597 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns529 S3FIFO-0.0050-1.9000 cache size      105, 27540597 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns529 S3FIFO-0.0050-1.9000 cache size      211, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.6500-0.9000 cache size        7, 27540597 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns529 S3FIFO-0.6500-0.9000 cache size       26, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.6500-0.9000 cache size       52, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.6500-0.9000 cache size      105, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.6500-0.9000 cache size      211, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.7000-1.9000 cache size        7, 27540597 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns529 S3FIFO-0.7000-1.9000 cache size       26, 27540597 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns529 S3FIFO-0.7000-1.9000 cache size       52, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.7000-1.9000 cache size      105, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.7000-1.9000 cache size      211, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.9000-0.9000 cache size        7, 27540597 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_allcolo.ns529 S3FIFO-0.9000-0.9000 cache size       26, 27540597 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns529 S3FIFO-0.9000-0.9000 cache size       52, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.9000-0.9000 cache size      105, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.9000-0.9000 cache size      211, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.0250-0.9000 cache size        7, 27540597 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns529 S3FIFO-0.0250-0.9000 cache size       26, 27540597 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns529 S3FIFO-0.0250-0.9000 cache size       52, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.0250-0.9000 cache size      105, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.0250-0.9000 cache size      211, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.7500-0.9000 cache size        7, 27540597 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_allcolo.ns529 S3FIFO-0.7500-0.9000 cache size       26, 27540597 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns529 S3FIFO-0.7500-0.9000 cache size       52, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.7500-0.9000 cache size      105, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns529 S3FIFO-0.7500-0.9000 cache size      211, 27540597 req, miss ratio 0.0000, byte miss ratio 0.0000
