cdn1_colo28.ns940 S3FIFO-0.4500-0.9000 cache size        6, 1218357 req, miss ratio 0.0438, byte miss ratio 0.0438
cdn1_colo28.ns940 S3FIFO-0.4500-0.9000 cache size       12, 1218357 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns940 S3FIFO-0.4500-0.9000 cache size       24, 1218357 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns940 S3FIFO-0.4500-0.9000 cache size       49, 1218357 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns940 S3FIFO-0.6500-1.9000 cache size        6, 1218357 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_colo28.ns940 S3FIFO-0.6500-1.9000 cache size       12, 1218357 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_colo28.ns940 S3FIFO-0.6500-1.9000 cache size       24, 1218357 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns940 S3FIFO-0.6500-1.9000 cache size       49, 1218357 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns940 S3FIFO-0.2000-0.9000 cache size        6, 1218357 req, miss ratio 0.0412, byte miss ratio 0.0412
cdn1_colo28.ns940 S3FIFO-0.2000-0.9000 cache size       12, 1218357 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_colo28.ns940 S3FIFO-0.2000-0.9000 cache size       24, 1218357 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns940 S3FIFO-0.2000-0.9000 cache size       49, 1218357 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns940 S3FIFO-0.5500-0.9000 cache size        6, 1218357 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_colo28.ns940 S3FIFO-0.5500-0.9000 cache size       12, 1218357 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns940 S3FIFO-0.5500-0.9000 cache size       24, 1218357 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns940 S3FIFO-0.5500-0.9000 cache size       49, 1218357 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns940 S3FIFO-0.3000-0.9000 cache size        6, 1218357 req, miss ratio 0.0412, byte miss ratio 0.0412
cdn1_colo28.ns940 S3FIFO-0.3000-0.9000 cache size       12, 1218357 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_colo28.ns940 S3FIFO-0.3000-0.9000 cache size       24, 1218357 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns940 S3FIFO-0.3000-0.9000 cache size       49, 1218357 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns940 S3FIFO-0.5000-0.9000 cache size        6, 1218357 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_colo28.ns940 S3FIFO-0.5000-0.9000 cache size       12, 1218357 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns940 S3FIFO-0.5000-0.9000 cache size       24, 1218357 req, miss ratio 0.0017, byte miss ratio 0.0017
