cdn1_allcolo.ns1665 S3FIFO-0.1500-0.9000 cache size       54, 1161320 req, miss ratio 0.0921, byte miss ratio 0.0921
cdn1_allcolo.ns1665 S3FIFO-0.1500-0.9000 cache size      164, 1161320 req, miss ratio 0.0740, byte miss ratio 0.0740
cdn1_allcolo.ns1665 S3FIFO-0.1500-0.9000 cache size      549, 1161320 req, miss ratio 0.0612, byte miss ratio 0.0612
cdn1_allcolo.ns1665 S3FIFO-0.1500-0.9000 cache size     1648, 1161320 req, miss ratio 0.0542, byte miss ratio 0.0542
cdn1_allcolo.ns1665 S3FIFO-0.1500-0.9000 cache size     5496, 1161320 req, miss ratio 0.0500, byte miss ratio 0.0500
cdn1_allcolo.ns1665 S3FIFO-0.1500-0.9000 cache size    10993, 1161320 req, miss ratio 0.0488, byte miss ratio 0.0488
cdn1_allcolo.ns1665 S3FIFO-0.1500-0.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.1500-0.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.4000-0.9000 cache size       54, 1161320 req, miss ratio 0.0953, byte miss ratio 0.0953
cdn1_allcolo.ns1665 S3FIFO-0.4000-0.9000 cache size      164, 1161320 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_allcolo.ns1665 S3FIFO-0.4000-0.9000 cache size      549, 1161320 req, miss ratio 0.0629, byte miss ratio 0.0629
cdn1_allcolo.ns1665 S3FIFO-0.4000-0.9000 cache size     1648, 1161320 req, miss ratio 0.0553, byte miss ratio 0.0553
cdn1_allcolo.ns1665 S3FIFO-0.4000-0.9000 cache size     5496, 1161320 req, miss ratio 0.0505, byte miss ratio 0.0505
cdn1_allcolo.ns1665 S3FIFO-0.4000-0.9000 cache size    10993, 1161320 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns1665 S3FIFO-0.4000-0.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.4000-0.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.0100-1.9000 cache size       54, 1161320 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1665 S3FIFO-0.0100-1.9000 cache size      164, 1161320 req, miss ratio 0.0731, byte miss ratio 0.0731
cdn1_allcolo.ns1665 S3FIFO-0.0100-1.9000 cache size      549, 1161320 req, miss ratio 0.0605, byte miss ratio 0.0605
cdn1_allcolo.ns1665 S3FIFO-0.0100-1.9000 cache size     1648, 1161320 req, miss ratio 0.0537, byte miss ratio 0.0537
cdn1_allcolo.ns1665 S3FIFO-0.0100-1.9000 cache size     5496, 1161320 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns1665 S3FIFO-0.0100-1.9000 cache size    10993, 1161320 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_allcolo.ns1665 S3FIFO-0.0100-1.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.0100-1.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.5000-1.9000 cache size       54, 1161320 req, miss ratio 0.0973, byte miss ratio 0.0973
cdn1_allcolo.ns1665 S3FIFO-0.5000-1.9000 cache size      164, 1161320 req, miss ratio 0.0780, byte miss ratio 0.0780
cdn1_allcolo.ns1665 S3FIFO-0.5000-1.9000 cache size      549, 1161320 req, miss ratio 0.0637, byte miss ratio 0.0637
cdn1_allcolo.ns1665 S3FIFO-0.5000-1.9000 cache size     1648, 1161320 req, miss ratio 0.0559, byte miss ratio 0.0559
cdn1_allcolo.ns1665 S3FIFO-0.5000-1.9000 cache size     5496, 1161320 req, miss ratio 0.0507, byte miss ratio 0.0507
cdn1_allcolo.ns1665 S3FIFO-0.5000-1.9000 cache size    10993, 1161320 req, miss ratio 0.0491, byte miss ratio 0.0491
cdn1_allcolo.ns1665 S3FIFO-0.5000-1.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.5000-1.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.6500-1.9000 cache size       54, 1161320 req, miss ratio 0.1010, byte miss ratio 0.1010
cdn1_allcolo.ns1665 S3FIFO-0.6500-1.9000 cache size      164, 1161320 req, miss ratio 0.0801, byte miss ratio 0.0801
cdn1_allcolo.ns1665 S3FIFO-0.6500-1.9000 cache size      549, 1161320 req, miss ratio 0.0654, byte miss ratio 0.0654
cdn1_allcolo.ns1665 S3FIFO-0.6500-1.9000 cache size     1648, 1161320 req, miss ratio 0.0569, byte miss ratio 0.0569
cdn1_allcolo.ns1665 S3FIFO-0.6500-1.9000 cache size     5496, 1161320 req, miss ratio 0.0513, byte miss ratio 0.0513
cdn1_allcolo.ns1665 S3FIFO-0.6500-1.9000 cache size    10993, 1161320 req, miss ratio 0.0494, byte miss ratio 0.0494
cdn1_allcolo.ns1665 S3FIFO-0.6500-1.9000 cache size    21986, 1161320 req, miss ratio 0.0483, byte miss ratio 0.0483
cdn1_allcolo.ns1665 S3FIFO-0.6500-1.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.1000-1.9000 cache size       54, 1161320 req, miss ratio 0.0915, byte miss ratio 0.0915
cdn1_allcolo.ns1665 S3FIFO-0.1000-1.9000 cache size      164, 1161320 req, miss ratio 0.0736, byte miss ratio 0.0736
cdn1_allcolo.ns1665 S3FIFO-0.1000-1.9000 cache size      549, 1161320 req, miss ratio 0.0609, byte miss ratio 0.0609
cdn1_allcolo.ns1665 S3FIFO-0.1000-1.9000 cache size     1648, 1161320 req, miss ratio 0.0540, byte miss ratio 0.0540
cdn1_allcolo.ns1665 S3FIFO-0.1000-1.9000 cache size     5496, 1161320 req, miss ratio 0.0499, byte miss ratio 0.0499
cdn1_allcolo.ns1665 S3FIFO-0.1000-1.9000 cache size    10993, 1161320 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_allcolo.ns1665 S3FIFO-0.1000-1.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.1000-1.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.0010-0.9000 cache size       54, 1161320 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1665 S3FIFO-0.0010-0.9000 cache size      164, 1161320 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1665 S3FIFO-0.0010-0.9000 cache size      549, 1161320 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1665 S3FIFO-0.0010-0.9000 cache size     1648, 1161320 req, miss ratio 0.0538, byte miss ratio 0.0538
cdn1_allcolo.ns1665 S3FIFO-0.0010-0.9000 cache size     5496, 1161320 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns1665 S3FIFO-0.0010-0.9000 cache size    10993, 1161320 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_allcolo.ns1665 S3FIFO-0.0010-0.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.0010-0.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.2500-0.9000 cache size       54, 1161320 req, miss ratio 0.0932, byte miss ratio 0.0932
cdn1_allcolo.ns1665 S3FIFO-0.2500-0.9000 cache size      164, 1161320 req, miss ratio 0.0750, byte miss ratio 0.0750
cdn1_allcolo.ns1665 S3FIFO-0.2500-0.9000 cache size      549, 1161320 req, miss ratio 0.0618, byte miss ratio 0.0618
cdn1_allcolo.ns1665 S3FIFO-0.2500-0.9000 cache size     1648, 1161320 req, miss ratio 0.0546, byte miss ratio 0.0546
cdn1_allcolo.ns1665 S3FIFO-0.2500-0.9000 cache size     5496, 1161320 req, miss ratio 0.0501, byte miss ratio 0.0501
cdn1_allcolo.ns1665 S3FIFO-0.2500-0.9000 cache size    10993, 1161320 req, miss ratio 0.0488, byte miss ratio 0.0488
cdn1_allcolo.ns1665 S3FIFO-0.2500-0.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.2500-0.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.9000-1.9000 cache size       54, 1161320 req, miss ratio 0.1133, byte miss ratio 0.1133
cdn1_allcolo.ns1665 S3FIFO-0.9000-1.9000 cache size      164, 1161320 req, miss ratio 0.0849, byte miss ratio 0.0849
cdn1_allcolo.ns1665 S3FIFO-0.9000-1.9000 cache size      549, 1161320 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns1665 S3FIFO-0.9000-1.9000 cache size     1648, 1161320 req, miss ratio 0.0593, byte miss ratio 0.0593
cdn1_allcolo.ns1665 S3FIFO-0.9000-1.9000 cache size     5496, 1161320 req, miss ratio 0.0528, byte miss ratio 0.0528
cdn1_allcolo.ns1665 S3FIFO-0.9000-1.9000 cache size    10993, 1161320 req, miss ratio 0.0503, byte miss ratio 0.0503
cdn1_allcolo.ns1665 S3FIFO-0.9000-1.9000 cache size    21986, 1161320 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_allcolo.ns1665 S3FIFO-0.9000-1.9000 cache size    43972, 1161320 req, miss ratio 0.0477, byte miss ratio 0.0477
cdn1_allcolo.ns1665 S3FIFO-0.0250-1.9000 cache size       54, 1161320 req, miss ratio 0.0910, byte miss ratio 0.0910
cdn1_allcolo.ns1665 S3FIFO-0.0250-1.9000 cache size      164, 1161320 req, miss ratio 0.0730, byte miss ratio 0.0730
cdn1_allcolo.ns1665 S3FIFO-0.0250-1.9000 cache size      549, 1161320 req, miss ratio 0.0605, byte miss ratio 0.0605
cdn1_allcolo.ns1665 S3FIFO-0.0250-1.9000 cache size     1648, 1161320 req, miss ratio 0.0538, byte miss ratio 0.0538
cdn1_allcolo.ns1665 S3FIFO-0.0250-1.9000 cache size     5496, 1161320 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns1665 S3FIFO-0.0250-1.9000 cache size    10993, 1161320 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_allcolo.ns1665 S3FIFO-0.0250-1.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.0250-1.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.3500-1.9000 cache size       54, 1161320 req, miss ratio 0.0944, byte miss ratio 0.0944
cdn1_allcolo.ns1665 S3FIFO-0.3500-1.9000 cache size      164, 1161320 req, miss ratio 0.0761, byte miss ratio 0.0761
cdn1_allcolo.ns1665 S3FIFO-0.3500-1.9000 cache size      549, 1161320 req, miss ratio 0.0625, byte miss ratio 0.0625
cdn1_allcolo.ns1665 S3FIFO-0.3500-1.9000 cache size     1648, 1161320 req, miss ratio 0.0551, byte miss ratio 0.0551
cdn1_allcolo.ns1665 S3FIFO-0.3500-1.9000 cache size     5496, 1161320 req, miss ratio 0.0504, byte miss ratio 0.0504
cdn1_allcolo.ns1665 S3FIFO-0.3500-1.9000 cache size    10993, 1161320 req, miss ratio 0.0489, byte miss ratio 0.0489
cdn1_allcolo.ns1665 S3FIFO-0.3500-1.9000 cache size    21986, 1161320 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1665 S3FIFO-0.3500-1.9000 cache size    43972, 1161320 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns1665 S3FIFO-0.2000-0.9000 cache size       54, 1161320 req, miss ratio 0.0925, byte miss ratio 0.0925
