cdn1_allcolo.ns79 S3FIFO-0.6500-0.9000 cache size       44, 5116086 req, miss ratio 0.0275, byte miss ratio 0.0275
cdn1_allcolo.ns79 S3FIFO-0.6500-0.9000 cache size      132, 5116086 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_allcolo.ns79 S3FIFO-0.6500-0.9000 cache size      442, 5116086 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_allcolo.ns79 S3FIFO-0.6500-0.9000 cache size     1326, 5116086 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_allcolo.ns79 S3FIFO-0.6500-0.9000 cache size     4422, 5116086 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_allcolo.ns79 S3FIFO-0.6500-0.9000 cache size     8844, 5116086 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_allcolo.ns79 S3FIFO-0.6500-0.9000 cache size    17689, 5116086 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns79 S3FIFO-0.6500-0.9000 cache size    35378, 5116086 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns79 S3FIFO-0.8500-0.9000 cache size       44, 5116086 req, miss ratio 0.0327, byte miss ratio 0.0327
cdn1_allcolo.ns79 S3FIFO-0.8500-0.9000 cache size      132, 5116086 req, miss ratio 0.0199, byte miss ratio 0.0199
cdn1_allcolo.ns79 S3FIFO-0.8500-0.9000 cache size      442, 5116086 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_allcolo.ns79 S3FIFO-0.8500-0.9000 cache size     1326, 5116086 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns79 S3FIFO-0.8500-0.9000 cache size     4422, 5116086 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns79 S3FIFO-0.8500-0.9000 cache size     8844, 5116086 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_allcolo.ns79 S3FIFO-0.8500-0.9000 cache size    17689, 5116086 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns79 S3FIFO-0.8500-0.9000 cache size    35378, 5116086 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns79 S3FIFO-0.9900-0.9000 cache size       44, 5116086 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns79 S3FIFO-0.9900-0.9000 cache size      132, 5116086 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns79 S3FIFO-0.9900-0.9000 cache size      442, 5116086 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_allcolo.ns79 S3FIFO-0.9900-0.9000 cache size     1326, 5116086 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns79 S3FIFO-0.9900-0.9000 cache size     4422, 5116086 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_allcolo.ns79 S3FIFO-0.9900-0.9000 cache size     8844, 5116086 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_allcolo.ns79 S3FIFO-0.9900-0.9000 cache size    17689, 5116086 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns79 S3FIFO-0.9900-0.9000 cache size    35378, 5116086 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns79 S3FIFO-0.1500-1.9000 cache size       44, 5116086 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns79 S3FIFO-0.1500-1.9000 cache size      132, 5116086 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_allcolo.ns79 S3FIFO-0.1500-1.9000 cache size      442, 5116086 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_allcolo.ns79 S3FIFO-0.1500-1.9000 cache size     1326, 5116086 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns79 S3FIFO-0.1500-1.9000 cache size     4422, 5116086 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns79 S3FIFO-0.1500-1.9000 cache size     8844, 5116086 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns79 S3FIFO-0.1500-1.9000 cache size    17689, 5116086 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_allcolo.ns79 S3FIFO-0.1500-1.9000 cache size    35378, 5116086 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns79 S3FIFO-0.8000-1.9000 cache size       44, 5116086 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_allcolo.ns79 S3FIFO-0.8000-1.9000 cache size      132, 5116086 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_allcolo.ns79 S3FIFO-0.8000-1.9000 cache size      442, 5116086 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns79 S3FIFO-0.8000-1.9000 cache size     1326, 5116086 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_allcolo.ns79 S3FIFO-0.8000-1.9000 cache size     4422, 5116086 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_allcolo.ns79 S3FIFO-0.8000-1.9000 cache size     8844, 5116086 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_allcolo.ns79 S3FIFO-0.8000-1.9000 cache size    17689, 5116086 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns79 S3FIFO-0.8000-1.9000 cache size    35378, 5116086 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns79 S3FIFO-0.0500-0.9000 cache size       44, 5116086 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_allcolo.ns79 S3FIFO-0.0500-0.9000 cache size      132, 5116086 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_allcolo.ns79 S3FIFO-0.0500-0.9000 cache size      442, 5116086 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_allcolo.ns79 S3FIFO-0.0500-0.9000 cache size     1326, 5116086 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns79 S3FIFO-0.0500-0.9000 cache size     4422, 5116086 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns79 S3FIFO-0.0500-0.9000 cache size     8844, 5116086 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns79 S3FIFO-0.0500-0.9000 cache size    17689, 5116086 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_allcolo.ns79 S3FIFO-0.0500-0.9000 cache size    35378, 5116086 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns79 S3FIFO-0.4500-0.9000 cache size       44, 5116086 req, miss ratio 0.0236, byte miss ratio 0.0236
cdn1_allcolo.ns79 S3FIFO-0.4500-0.9000 cache size      132, 5116086 req, miss ratio 0.0170, byte miss ratio 0.0170
cdn1_allcolo.ns79 S3FIFO-0.4500-0.9000 cache size      442, 5116086 req, miss ratio 0.0148, byte miss ratio 0.0148
cdn1_allcolo.ns79 S3FIFO-0.4500-0.9000 cache size     1326, 5116086 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_allcolo.ns79 S3FIFO-0.4500-0.9000 cache size     4422, 5116086 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns79 S3FIFO-0.4500-0.9000 cache size     8844, 5116086 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns79 S3FIFO-0.4500-0.9000 cache size    17689, 5116086 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_allcolo.ns79 S3FIFO-0.4500-0.9000 cache size    35378, 5116086 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns79 S3FIFO-0.1000-1.9000 cache size       44, 5116086 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_allcolo.ns79 S3FIFO-0.1000-1.9000 cache size      132, 5116086 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_allcolo.ns79 S3FIFO-0.1000-1.9000 cache size      442, 5116086 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_allcolo.ns79 S3FIFO-0.1000-1.9000 cache size     1326, 5116086 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns79 S3FIFO-0.1000-1.9000 cache size     4422, 5116086 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns79 S3FIFO-0.1000-1.9000 cache size     8844, 5116086 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns79 S3FIFO-0.1000-1.9000 cache size    17689, 5116086 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_allcolo.ns79 S3FIFO-0.1000-1.9000 cache size    35378, 5116086 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns79 S3FIFO-0.1000-0.9000 cache size       44, 5116086 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_allcolo.ns79 S3FIFO-0.1000-0.9000 cache size      132, 5116086 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_allcolo.ns79 S3FIFO-0.1000-0.9000 cache size      442, 5116086 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_allcolo.ns79 S3FIFO-0.1000-0.9000 cache size     1326, 5116086 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns79 S3FIFO-0.1000-0.9000 cache size     4422, 5116086 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns79 S3FIFO-0.1000-0.9000 cache size     8844, 5116086 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns79 S3FIFO-0.1000-0.9000 cache size    17689, 5116086 req, miss ratio 0.0093, byte miss ratio 0.0093
