cdn1_allcolo.ns1245 S3FIFO-0.8500-0.9000 cache size        5, 1721326 req, miss ratio 0.6127, byte miss ratio 0.6127
cdn1_allcolo.ns1245 S3FIFO-0.8500-0.9000 cache size       16, 1721326 req, miss ratio 0.3217, byte miss ratio 0.3217
cdn1_allcolo.ns1245 S3FIFO-0.8500-0.9000 cache size       56, 1721326 req, miss ratio 0.1467, byte miss ratio 0.1467
cdn1_allcolo.ns1245 S3FIFO-0.8500-0.9000 cache size      168, 1721326 req, miss ratio 0.0700, byte miss ratio 0.0700
cdn1_allcolo.ns1245 S3FIFO-0.8500-0.9000 cache size      560, 1721326 req, miss ratio 0.0282, byte miss ratio 0.0282
cdn1_allcolo.ns1245 S3FIFO-0.8500-0.9000 cache size     1120, 1721326 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns1245 S3FIFO-0.8500-0.9000 cache size     2240, 1721326 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_allcolo.ns1245 S3FIFO-0.8500-0.9000 cache size     4481, 1721326 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns1245 S3FIFO-0.6500-0.9000 cache size        5, 1721326 req, miss ratio 0.5749, byte miss ratio 0.5749
cdn1_allcolo.ns1245 S3FIFO-0.6500-0.9000 cache size       16, 1721326 req, miss ratio 0.2862, byte miss ratio 0.2862
cdn1_allcolo.ns1245 S3FIFO-0.6500-0.9000 cache size       56, 1721326 req, miss ratio 0.1299, byte miss ratio 0.1299
cdn1_allcolo.ns1245 S3FIFO-0.6500-0.9000 cache size      168, 1721326 req, miss ratio 0.0619, byte miss ratio 0.0619
cdn1_allcolo.ns1245 S3FIFO-0.6500-0.9000 cache size      560, 1721326 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_allcolo.ns1245 S3FIFO-0.6500-0.9000 cache size     1120, 1721326 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_allcolo.ns1245 S3FIFO-0.6500-0.9000 cache size     2240, 1721326 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns1245 S3FIFO-0.6500-0.9000 cache size     4481, 1721326 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns1245 S3FIFO-0.0100-1.9000 cache size        5, 1721326 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1245 S3FIFO-0.0100-1.9000 cache size       16, 1721326 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1245 S3FIFO-0.0100-1.9000 cache size       56, 1721326 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1245 S3FIFO-0.0100-1.9000 cache size      168, 1721326 req, miss ratio 0.0458, byte miss ratio 0.0458
cdn1_allcolo.ns1245 S3FIFO-0.0100-1.9000 cache size      560, 1721326 req, miss ratio 0.0179, byte miss ratio 0.0179
cdn1_allcolo.ns1245 S3FIFO-0.0100-1.9000 cache size     1120, 1721326 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns1245 S3FIFO-0.0100-1.9000 cache size     2240, 1721326 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns1245 S3FIFO-0.0100-1.9000 cache size     4481, 1721326 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_allcolo.ns1245 S3FIFO-0.6000-1.9000 cache size        5, 1721326 req, miss ratio 0.5883, byte miss ratio 0.5883
cdn1_allcolo.ns1245 S3FIFO-0.6000-1.9000 cache size       16, 1721326 req, miss ratio 0.2788, byte miss ratio 0.2788
cdn1_allcolo.ns1245 S3FIFO-0.6000-1.9000 cache size       56, 1721326 req, miss ratio 0.1264, byte miss ratio 0.1264
cdn1_allcolo.ns1245 S3FIFO-0.6000-1.9000 cache size      168, 1721326 req, miss ratio 0.0601, byte miss ratio 0.0601
cdn1_allcolo.ns1245 S3FIFO-0.6000-1.9000 cache size      560, 1721326 req, miss ratio 0.0240, byte miss ratio 0.0240
cdn1_allcolo.ns1245 S3FIFO-0.6000-1.9000 cache size     1120, 1721326 req, miss ratio 0.0127, byte miss ratio 0.0127
cdn1_allcolo.ns1245 S3FIFO-0.6000-1.9000 cache size     2240, 1721326 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns1245 S3FIFO-0.6000-1.9000 cache size     4481, 1721326 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns1245 S3FIFO-0.1000-0.9000 cache size        5, 1721326 req, miss ratio 1.0000, byte miss ratio 1.0000
