cdn1_allcolo.ns2529 S3FIFO-0.5000-0.9000 cache size        6, 2448670 req, miss ratio 0.1694, byte miss ratio 0.1694
cdn1_allcolo.ns2529 S3FIFO-0.5000-0.9000 cache size       20, 2448670 req, miss ratio 0.1131, byte miss ratio 0.1131
cdn1_allcolo.ns2529 S3FIFO-0.5000-0.9000 cache size       66, 2448670 req, miss ratio 0.0873, byte miss ratio 0.0873
cdn1_allcolo.ns2529 S3FIFO-0.5000-0.9000 cache size      200, 2448670 req, miss ratio 0.0654, byte miss ratio 0.0654
cdn1_allcolo.ns2529 S3FIFO-0.5000-0.9000 cache size      668, 2448670 req, miss ratio 0.0369, byte miss ratio 0.0369
cdn1_allcolo.ns2529 S3FIFO-0.5000-0.9000 cache size     1336, 2448670 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_allcolo.ns2529 S3FIFO-0.5000-0.9000 cache size     2672, 2448670 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns2529 S3FIFO-0.5000-0.9000 cache size     5344, 2448670 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns2529 S3FIFO-0.3500-0.9000 cache size        6, 2448670 req, miss ratio 0.1566, byte miss ratio 0.1566
cdn1_allcolo.ns2529 S3FIFO-0.3500-0.9000 cache size       20, 2448670 req, miss ratio 0.1089, byte miss ratio 0.1089
cdn1_allcolo.ns2529 S3FIFO-0.3500-0.9000 cache size       66, 2448670 req, miss ratio 0.0845, byte miss ratio 0.0845
cdn1_allcolo.ns2529 S3FIFO-0.3500-0.9000 cache size      200, 2448670 req, miss ratio 0.0629, byte miss ratio 0.0629
cdn1_allcolo.ns2529 S3FIFO-0.3500-0.9000 cache size      668, 2448670 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns2529 S3FIFO-0.3500-0.9000 cache size     1336, 2448670 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_allcolo.ns2529 S3FIFO-0.3500-0.9000 cache size     2672, 2448670 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns2529 S3FIFO-0.3500-0.9000 cache size     5344, 2448670 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns2529 S3FIFO-0.3500-1.9000 cache size        6, 2448670 req, miss ratio 0.1584, byte miss ratio 0.1584
cdn1_allcolo.ns2529 S3FIFO-0.3500-1.9000 cache size       20, 2448670 req, miss ratio 0.1098, byte miss ratio 0.1098
cdn1_allcolo.ns2529 S3FIFO-0.3500-1.9000 cache size       66, 2448670 req, miss ratio 0.0856, byte miss ratio 0.0856
cdn1_allcolo.ns2529 S3FIFO-0.3500-1.9000 cache size      200, 2448670 req, miss ratio 0.0642, byte miss ratio 0.0642
cdn1_allcolo.ns2529 S3FIFO-0.3500-1.9000 cache size      668, 2448670 req, miss ratio 0.0354, byte miss ratio 0.0354
cdn1_allcolo.ns2529 S3FIFO-0.3500-1.9000 cache size     1336, 2448670 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_allcolo.ns2529 S3FIFO-0.3500-1.9000 cache size     2672, 2448670 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns2529 S3FIFO-0.3500-1.9000 cache size     5344, 2448670 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns2529 S3FIFO-0.1000-1.9000 cache size        6, 2448670 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2529 S3FIFO-0.1000-1.9000 cache size       20, 2448670 req, miss ratio 0.1060, byte miss ratio 0.1060
cdn1_allcolo.ns2529 S3FIFO-0.1000-1.9000 cache size       66, 2448670 req, miss ratio 0.0825, byte miss ratio 0.0825
cdn1_allcolo.ns2529 S3FIFO-0.1000-1.9000 cache size      200, 2448670 req, miss ratio 0.0612, byte miss ratio 0.0612
cdn1_allcolo.ns2529 S3FIFO-0.1000-1.9000 cache size      668, 2448670 req, miss ratio 0.0329, byte miss ratio 0.0329
cdn1_allcolo.ns2529 S3FIFO-0.1000-1.9000 cache size     1336, 2448670 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns2529 S3FIFO-0.1000-1.9000 cache size     2672, 2448670 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns2529 S3FIFO-0.1000-1.9000 cache size     5344, 2448670 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns2529 S3FIFO-0.1000-0.9000 cache size        6, 2448670 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2529 S3FIFO-0.1000-0.9000 cache size       20, 2448670 req, miss ratio 0.1054, byte miss ratio 0.1054
cdn1_allcolo.ns2529 S3FIFO-0.1000-0.9000 cache size       66, 2448670 req, miss ratio 0.0818, byte miss ratio 0.0818
cdn1_allcolo.ns2529 S3FIFO-0.1000-0.9000 cache size      200, 2448670 req, miss ratio 0.0599, byte miss ratio 0.0599
cdn1_allcolo.ns2529 S3FIFO-0.1000-0.9000 cache size      668, 2448670 req, miss ratio 0.0321, byte miss ratio 0.0321
cdn1_allcolo.ns2529 S3FIFO-0.1000-0.9000 cache size     1336, 2448670 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_allcolo.ns2529 S3FIFO-0.1000-0.9000 cache size     2672, 2448670 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns2529 S3FIFO-0.1000-0.9000 cache size     5344, 2448670 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns2529 S3FIFO-0.5500-1.9000 cache size        6, 2448670 req, miss ratio 0.1716, byte miss ratio 0.1716
cdn1_allcolo.ns2529 S3FIFO-0.5500-1.9000 cache size       20, 2448670 req, miss ratio 0.1160, byte miss ratio 0.1160
cdn1_allcolo.ns2529 S3FIFO-0.5500-1.9000 cache size       66, 2448670 req, miss ratio 0.0894, byte miss ratio 0.0894
cdn1_allcolo.ns2529 S3FIFO-0.5500-1.9000 cache size      200, 2448670 req, miss ratio 0.0672, byte miss ratio 0.0672
cdn1_allcolo.ns2529 S3FIFO-0.5500-1.9000 cache size      668, 2448670 req, miss ratio 0.0374, byte miss ratio 0.0374
cdn1_allcolo.ns2529 S3FIFO-0.5500-1.9000 cache size     1336, 2448670 req, miss ratio 0.0191, byte miss ratio 0.0191
cdn1_allcolo.ns2529 S3FIFO-0.5500-1.9000 cache size     2672, 2448670 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns2529 S3FIFO-0.5500-1.9000 cache size     5344, 2448670 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns2529 S3FIFO-0.4500-1.9000 cache size        6, 2448670 req, miss ratio 0.1584, byte miss ratio 0.1584
cdn1_allcolo.ns2529 S3FIFO-0.4500-1.9000 cache size       20, 2448670 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_allcolo.ns2529 S3FIFO-0.4500-1.9000 cache size       66, 2448670 req, miss ratio 0.0872, byte miss ratio 0.0872
