io_traces.ns91 S3FIFO-0.4500-1.9000 cache size     1534, 38400000 req, miss ratio 0.2338, byte miss ratio 0.2338
io_traces.ns91 S3FIFO-0.4500-1.9000 cache size     4604, 38400000 req, miss ratio 0.2048, byte miss ratio 0.2048
io_traces.ns91 S3FIFO-0.4500-1.9000 cache size    15347, 38400000 req, miss ratio 0.1881, byte miss ratio 0.1881
io_traces.ns91 S3FIFO-0.4500-1.9000 cache size    46043, 38400000 req, miss ratio 0.1458, byte miss ratio 0.1458
io_traces.ns91 S3FIFO-0.4500-1.9000 cache size   153477, 38400000 req, miss ratio 0.0793, byte miss ratio 0.0793
io_traces.ns91 S3FIFO-0.4500-1.9000 cache size   306955, 38400000 req, miss ratio 0.0565, byte miss ratio 0.0565
io_traces.ns91 S3FIFO-0.4500-1.9000 cache size   613910, 38400000 req, miss ratio 0.0492, byte miss ratio 0.0492
io_traces.ns91 S3FIFO-0.4500-1.9000 cache size  1227821, 38400000 req, miss ratio 0.0419, byte miss ratio 0.0419
io_traces.ns91 S3FIFO-0.6500-1.9000 cache size     1534, 38400000 req, miss ratio 0.2422, byte miss ratio 0.2422
io_traces.ns91 S3FIFO-0.6500-1.9000 cache size     4604, 38400000 req, miss ratio 0.2118, byte miss ratio 0.2118
io_traces.ns91 S3FIFO-0.6500-1.9000 cache size    15347, 38400000 req, miss ratio 0.1899, byte miss ratio 0.1899
io_traces.ns91 S3FIFO-0.6500-1.9000 cache size    46043, 38400000 req, miss ratio 0.1430, byte miss ratio 0.1430
io_traces.ns91 S3FIFO-0.6500-1.9000 cache size   153477, 38400000 req, miss ratio 0.0793, byte miss ratio 0.0793
io_traces.ns91 S3FIFO-0.6500-1.9000 cache size   306955, 38400000 req, miss ratio 0.0584, byte miss ratio 0.0584
io_traces.ns91 S3FIFO-0.6500-1.9000 cache size   613910, 38400000 req, miss ratio 0.0494, byte miss ratio 0.0494
io_traces.ns91 S3FIFO-0.6500-1.9000 cache size  1227821, 38400000 req, miss ratio 0.0421, byte miss ratio 0.0421
io_traces.ns91 S3FIFO-0.0010-1.9000 cache size     1534, 38400000 req, miss ratio 0.2789, byte miss ratio 0.2789
io_traces.ns91 S3FIFO-0.0010-1.9000 cache size     4604, 38400000 req, miss ratio 0.2240, byte miss ratio 0.2240
io_traces.ns91 S3FIFO-0.0010-1.9000 cache size    15347, 38400000 req, miss ratio 0.1920, byte miss ratio 0.1920
io_traces.ns91 S3FIFO-0.0010-1.9000 cache size    46043, 38400000 req, miss ratio 0.1526, byte miss ratio 0.1526
io_traces.ns91 S3FIFO-0.0010-1.9000 cache size   153477, 38400000 req, miss ratio 0.0959, byte miss ratio 0.0959
io_traces.ns91 S3FIFO-0.0010-1.9000 cache size   306955, 38400000 req, miss ratio 0.0737, byte miss ratio 0.0737
io_traces.ns91 S3FIFO-0.0010-1.9000 cache size   613910, 38400000 req, miss ratio 0.0606, byte miss ratio 0.0606
io_traces.ns91 S3FIFO-0.0010-1.9000 cache size  1227821, 38400000 req, miss ratio 0.0434, byte miss ratio 0.0434
io_traces.ns91 S3FIFO-0.4000-0.9000 cache size     1534, 38400000 req, miss ratio 0.2293, byte miss ratio 0.2293
io_traces.ns91 S3FIFO-0.4000-0.9000 cache size     4604, 38400000 req, miss ratio 0.2037, byte miss ratio 0.2037
io_traces.ns91 S3FIFO-0.4000-0.9000 cache size    15347, 38400000 req, miss ratio 0.1847, byte miss ratio 0.1847
io_traces.ns91 S3FIFO-0.4000-0.9000 cache size    46043, 38400000 req, miss ratio 0.1465, byte miss ratio 0.1465
io_traces.ns91 S3FIFO-0.4000-0.9000 cache size   153477, 38400000 req, miss ratio 0.0794, byte miss ratio 0.0794
io_traces.ns91 S3FIFO-0.4000-0.9000 cache size   306955, 38400000 req, miss ratio 0.0565, byte miss ratio 0.0565
io_traces.ns91 S3FIFO-0.4000-0.9000 cache size   613910, 38400000 req, miss ratio 0.0491, byte miss ratio 0.0491
io_traces.ns91 S3FIFO-0.4000-0.9000 cache size  1227821, 38400000 req, miss ratio 0.0420, byte miss ratio 0.0420
io_traces.ns91 S3FIFO-0.4000-1.9000 cache size     1534, 38400000 req, miss ratio 0.2305, byte miss ratio 0.2305
io_traces.ns91 S3FIFO-0.4000-1.9000 cache size     4604, 38400000 req, miss ratio 0.2039, byte miss ratio 0.2039
io_traces.ns91 S3FIFO-0.4000-1.9000 cache size    15347, 38400000 req, miss ratio 0.1876, byte miss ratio 0.1876
io_traces.ns91 S3FIFO-0.4000-1.9000 cache size    46043, 38400000 req, miss ratio 0.1466, byte miss ratio 0.1466
io_traces.ns91 S3FIFO-0.4000-1.9000 cache size   153477, 38400000 req, miss ratio 0.0793, byte miss ratio 0.0793
io_traces.ns91 S3FIFO-0.4000-1.9000 cache size   306955, 38400000 req, miss ratio 0.0565, byte miss ratio 0.0565
io_traces.ns91 S3FIFO-0.4000-1.9000 cache size   613910, 38400000 req, miss ratio 0.0491, byte miss ratio 0.0491
io_traces.ns91 S3FIFO-0.4000-1.9000 cache size  1227821, 38400000 req, miss ratio 0.0420, byte miss ratio 0.0420
io_traces.ns91 S3FIFO-0.7500-1.9000 cache size     1534, 38400000 req, miss ratio 0.2433, byte miss ratio 0.2433
