cdn1_allcolo.ns1546 S3FIFO-0.7000-1.9000 cache size        9, 1353009 req, miss ratio 0.1496, byte miss ratio 0.1496
cdn1_allcolo.ns1546 S3FIFO-0.7000-1.9000 cache size       29, 1353009 req, miss ratio 0.0859, byte miss ratio 0.0859
cdn1_allcolo.ns1546 S3FIFO-0.7000-1.9000 cache size       97, 1353009 req, miss ratio 0.0558, byte miss ratio 0.0558
cdn1_allcolo.ns1546 S3FIFO-0.7000-1.9000 cache size      292, 1353009 req, miss ratio 0.0369, byte miss ratio 0.0369
cdn1_allcolo.ns1546 S3FIFO-0.7000-1.9000 cache size      974, 1353009 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns1546 S3FIFO-0.7000-1.9000 cache size     1948, 1353009 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_allcolo.ns1546 S3FIFO-0.7000-1.9000 cache size     3896, 1353009 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns1546 S3FIFO-0.7000-1.9000 cache size     7792, 1353009 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns1546 S3FIFO-0.0010-0.9000 cache size        9, 1353009 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1546 S3FIFO-0.0010-0.9000 cache size       29, 1353009 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1546 S3FIFO-0.0010-0.9000 cache size       97, 1353009 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1546 S3FIFO-0.0010-0.9000 cache size      292, 1353009 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1546 S3FIFO-0.0010-0.9000 cache size      974, 1353009 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1546 S3FIFO-0.0010-0.9000 cache size     1948, 1353009 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns1546 S3FIFO-0.0010-0.9000 cache size     3896, 1353009 req, miss ratio 0.0075, byte miss ratio 0.0075
