cdn1_colo28.ns850 S3FIFO-0.2000-0.9000 cache size        8, 3817588 req, miss ratio 0.6021, byte miss ratio 0.6021
cdn1_colo28.ns850 S3FIFO-0.2000-0.9000 cache size       27, 3817588 req, miss ratio 0.2206, byte miss ratio 0.2206
cdn1_colo28.ns850 S3FIFO-0.2000-0.9000 cache size       81, 3817588 req, miss ratio 0.0811, byte miss ratio 0.0811
cdn1_colo28.ns850 S3FIFO-0.2000-0.9000 cache size      270, 3817588 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns850 S3FIFO-0.2000-0.9000 cache size      540, 3817588 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns850 S3FIFO-0.2000-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.2000-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.9000-1.9000 cache size        8, 3817588 req, miss ratio 0.7277, byte miss ratio 0.7277
cdn1_colo28.ns850 S3FIFO-0.9000-1.9000 cache size       27, 3817588 req, miss ratio 0.3257, byte miss ratio 0.3257
cdn1_colo28.ns850 S3FIFO-0.9000-1.9000 cache size       81, 3817588 req, miss ratio 0.1095, byte miss ratio 0.1095
cdn1_colo28.ns850 S3FIFO-0.9000-1.9000 cache size      270, 3817588 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_colo28.ns850 S3FIFO-0.9000-1.9000 cache size      540, 3817588 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns850 S3FIFO-0.9000-1.9000 cache size     1080, 3817588 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns850 S3FIFO-0.9000-1.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.0250-0.9000 cache size        8, 3817588 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns850 S3FIFO-0.0250-0.9000 cache size       27, 3817588 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns850 S3FIFO-0.0250-0.9000 cache size       81, 3817588 req, miss ratio 0.0736, byte miss ratio 0.0736
cdn1_colo28.ns850 S3FIFO-0.0250-0.9000 cache size      270, 3817588 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns850 S3FIFO-0.0250-0.9000 cache size      540, 3817588 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns850 S3FIFO-0.0250-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.0250-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.2500-0.9000 cache size        8, 3817588 req, miss ratio 0.6379, byte miss ratio 0.6379
cdn1_colo28.ns850 S3FIFO-0.2500-0.9000 cache size       27, 3817588 req, miss ratio 0.2262, byte miss ratio 0.2262
cdn1_colo28.ns850 S3FIFO-0.2500-0.9000 cache size       81, 3817588 req, miss ratio 0.0830, byte miss ratio 0.0830
cdn1_colo28.ns850 S3FIFO-0.2500-0.9000 cache size      270, 3817588 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_colo28.ns850 S3FIFO-0.2500-0.9000 cache size      540, 3817588 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns850 S3FIFO-0.2500-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.2500-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.7500-0.9000 cache size        8, 3817588 req, miss ratio 0.7247, byte miss ratio 0.7247
cdn1_colo28.ns850 S3FIFO-0.7500-0.9000 cache size       27, 3817588 req, miss ratio 0.3160, byte miss ratio 0.3160
cdn1_colo28.ns850 S3FIFO-0.7500-0.9000 cache size       81, 3817588 req, miss ratio 0.1019, byte miss ratio 0.1019
cdn1_colo28.ns850 S3FIFO-0.7500-0.9000 cache size      270, 3817588 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns850 S3FIFO-0.7500-0.9000 cache size      540, 3817588 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns850 S3FIFO-0.7500-0.9000 cache size     1080, 3817588 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns850 S3FIFO-0.7500-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.3500-0.9000 cache size        8, 3817588 req, miss ratio 0.6379, byte miss ratio 0.6379
cdn1_colo28.ns850 S3FIFO-0.3500-0.9000 cache size       27, 3817588 req, miss ratio 0.2445, byte miss ratio 0.2445
cdn1_colo28.ns850 S3FIFO-0.3500-0.9000 cache size       81, 3817588 req, miss ratio 0.0863, byte miss ratio 0.0863
cdn1_colo28.ns850 S3FIFO-0.3500-0.9000 cache size      270, 3817588 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_colo28.ns850 S3FIFO-0.3500-0.9000 cache size      540, 3817588 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns850 S3FIFO-0.3500-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.3500-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.1000-0.9000 cache size        8, 3817588 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns850 S3FIFO-0.1000-0.9000 cache size       27, 3817588 req, miss ratio 0.2055, byte miss ratio 0.2055
cdn1_colo28.ns850 S3FIFO-0.1000-0.9000 cache size       81, 3817588 req, miss ratio 0.0773, byte miss ratio 0.0773
cdn1_colo28.ns850 S3FIFO-0.1000-0.9000 cache size      270, 3817588 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns850 S3FIFO-0.1000-0.9000 cache size      540, 3817588 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns850 S3FIFO-0.1000-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.1000-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.5000-0.9000 cache size        8, 3817588 req, miss ratio 0.6952, byte miss ratio 0.6952
cdn1_colo28.ns850 S3FIFO-0.5000-0.9000 cache size       27, 3817588 req, miss ratio 0.2711, byte miss ratio 0.2711
cdn1_colo28.ns850 S3FIFO-0.5000-0.9000 cache size       81, 3817588 req, miss ratio 0.0910, byte miss ratio 0.0910
cdn1_colo28.ns850 S3FIFO-0.5000-0.9000 cache size      270, 3817588 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_colo28.ns850 S3FIFO-0.5000-0.9000 cache size      540, 3817588 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns850 S3FIFO-0.5000-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.5000-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.6000-0.9000 cache size        8, 3817588 req, miss ratio 0.6952, byte miss ratio 0.6952
cdn1_colo28.ns850 S3FIFO-0.6000-0.9000 cache size       27, 3817588 req, miss ratio 0.2917, byte miss ratio 0.2917
cdn1_colo28.ns850 S3FIFO-0.6000-0.9000 cache size       81, 3817588 req, miss ratio 0.0947, byte miss ratio 0.0947
cdn1_colo28.ns850 S3FIFO-0.6000-0.9000 cache size      270, 3817588 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns850 S3FIFO-0.6000-0.9000 cache size      540, 3817588 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns850 S3FIFO-0.6000-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.6000-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.5500-0.9000 cache size        8, 3817588 req, miss ratio 0.6952, byte miss ratio 0.6952
cdn1_colo28.ns850 S3FIFO-0.5500-0.9000 cache size       27, 3817588 req, miss ratio 0.2781, byte miss ratio 0.2781
cdn1_colo28.ns850 S3FIFO-0.5500-0.9000 cache size       81, 3817588 req, miss ratio 0.0929, byte miss ratio 0.0929
cdn1_colo28.ns850 S3FIFO-0.5500-0.9000 cache size      270, 3817588 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_colo28.ns850 S3FIFO-0.5500-0.9000 cache size      540, 3817588 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns850 S3FIFO-0.5500-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.5500-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.9500-1.9000 cache size        8, 3817588 req, miss ratio 0.7277, byte miss ratio 0.7277
cdn1_colo28.ns850 S3FIFO-0.9500-1.9000 cache size       27, 3817588 req, miss ratio 0.3282, byte miss ratio 0.3282
cdn1_colo28.ns850 S3FIFO-0.9500-1.9000 cache size       81, 3817588 req, miss ratio 0.1121, byte miss ratio 0.1121
cdn1_colo28.ns850 S3FIFO-0.9500-1.9000 cache size      270, 3817588 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_colo28.ns850 S3FIFO-0.9500-1.9000 cache size      540, 3817588 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns850 S3FIFO-0.9500-1.9000 cache size     1080, 3817588 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns850 S3FIFO-0.9500-1.9000 cache size     2161, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.7000-0.9000 cache size        8, 3817588 req, miss ratio 0.7139, byte miss ratio 0.7139
cdn1_colo28.ns850 S3FIFO-0.7000-0.9000 cache size       27, 3817588 req, miss ratio 0.3044, byte miss ratio 0.3044
cdn1_colo28.ns850 S3FIFO-0.7000-0.9000 cache size       81, 3817588 req, miss ratio 0.0992, byte miss ratio 0.0992
cdn1_colo28.ns850 S3FIFO-0.7000-0.9000 cache size      270, 3817588 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns850 S3FIFO-0.7000-0.9000 cache size      540, 3817588 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns850 S3FIFO-0.7000-0.9000 cache size     1080, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.7000-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.8500-0.9000 cache size        8, 3817588 req, miss ratio 0.7247, byte miss ratio 0.7247
cdn1_colo28.ns850 S3FIFO-0.8500-0.9000 cache size       27, 3817588 req, miss ratio 0.3266, byte miss ratio 0.3266
cdn1_colo28.ns850 S3FIFO-0.8500-0.9000 cache size       81, 3817588 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns850 S3FIFO-0.8500-0.9000 cache size      270, 3817588 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns850 S3FIFO-0.8500-0.9000 cache size      540, 3817588 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns850 S3FIFO-0.8500-0.9000 cache size     1080, 3817588 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns850 S3FIFO-0.8500-0.9000 cache size     2161, 3817588 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns850 S3FIFO-0.9900-0.9000 cache size        8, 3817588 req, miss ratio 0.7284, byte miss ratio 0.7284
cdn1_colo28.ns850 S3FIFO-0.9900-0.9000 cache size       27, 3817588 req, miss ratio 0.3422, byte miss ratio 0.3422
cdn1_colo28.ns850 S3FIFO-0.9900-0.9000 cache size       81, 3817588 req, miss ratio 0.1160, byte miss ratio 0.1160
cdn1_colo28.ns850 S3FIFO-0.9900-0.9000 cache size      270, 3817588 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_colo28.ns850 S3FIFO-0.9900-0.9000 cache size      540, 3817588 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns850 S3FIFO-0.9900-0.9000 cache size     1080, 3817588 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns850 S3FIFO-0.9900-0.9000 cache size     2161, 3817588 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns850 S3FIFO-0.6500-0.9000 cache size        8, 3817588 req, miss ratio 0.7139, byte miss ratio 0.7139
cdn1_colo28.ns850 S3FIFO-0.6500-0.9000 cache size       27, 3817588 req, miss ratio 0.2981, byte miss ratio 0.2981
