cdn1_allcolo.ns5511 S3FIFO-0.3000-0.9000 cache size        7, 1456340 req, miss ratio 0.0299, byte miss ratio 0.0299
cdn1_allcolo.ns5511 S3FIFO-0.3000-0.9000 cache size       22, 1456340 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns5511 S3FIFO-0.3000-0.9000 cache size       74, 1456340 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_allcolo.ns5511 S3FIFO-0.3000-0.9000 cache size      148, 1456340 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns5511 S3FIFO-0.3000-0.9000 cache size      297, 1456340 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns5511 S3FIFO-0.3000-0.9000 cache size      594, 1456340 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns5511 S3FIFO-0.5500-0.9000 cache size        7, 1456340 req, miss ratio 0.0331, byte miss ratio 0.0331
cdn1_allcolo.ns5511 S3FIFO-0.5500-0.9000 cache size       22, 1456340 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns5511 S3FIFO-0.5500-0.9000 cache size       74, 1456340 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns5511 S3FIFO-0.5500-0.9000 cache size      148, 1456340 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns5511 S3FIFO-0.5500-0.9000 cache size      297, 1456340 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns5511 S3FIFO-0.5500-0.9000 cache size      594, 1456340 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns5511 S3FIFO-0.2500-1.9000 cache size        7, 1456340 req, miss ratio 0.0274, byte miss ratio 0.0274
cdn1_allcolo.ns5511 S3FIFO-0.2500-1.9000 cache size       22, 1456340 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns5511 S3FIFO-0.2500-1.9000 cache size       74, 1456340 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_allcolo.ns5511 S3FIFO-0.2500-1.9000 cache size      148, 1456340 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns5511 S3FIFO-0.2500-1.9000 cache size      297, 1456340 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns5511 S3FIFO-0.2500-1.9000 cache size      594, 1456340 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns5511 S3FIFO-0.5000-1.9000 cache size        7, 1456340 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_allcolo.ns5511 S3FIFO-0.5000-1.9000 cache size       22, 1456340 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_allcolo.ns5511 S3FIFO-0.5000-1.9000 cache size       74, 1456340 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns5511 S3FIFO-0.5000-1.9000 cache size      148, 1456340 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns5511 S3FIFO-0.5000-1.9000 cache size      297, 1456340 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns5511 S3FIFO-0.5000-1.9000 cache size      594, 1456340 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns5511 S3FIFO-0.0050-0.9000 cache size        7, 1456340 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5511 S3FIFO-0.0050-0.9000 cache size       22, 1456340 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5511 S3FIFO-0.0050-0.9000 cache size       74, 1456340 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5511 S3FIFO-0.0050-0.9000 cache size      148, 1456340 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5511 S3FIFO-0.0050-0.9000 cache size      297, 1456340 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns5511 S3FIFO-0.0050-0.9000 cache size      594, 1456340 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns5511 S3FIFO-0.6500-1.9000 cache size        7, 1456340 req, miss ratio 0.0373, byte miss ratio 0.0373
cdn1_allcolo.ns5511 S3FIFO-0.6500-1.9000 cache size       22, 1456340 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_allcolo.ns5511 S3FIFO-0.6500-1.9000 cache size       74, 1456340 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns5511 S3FIFO-0.6500-1.9000 cache size      148, 1456340 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns5511 S3FIFO-0.6500-1.9000 cache size      297, 1456340 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns5511 S3FIFO-0.6500-1.9000 cache size      594, 1456340 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns5511 S3FIFO-0.7500-1.9000 cache size        7, 1456340 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_allcolo.ns5511 S3FIFO-0.7500-1.9000 cache size       22, 1456340 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns5511 S3FIFO-0.7500-1.9000 cache size       74, 1456340 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns5511 S3FIFO-0.7500-1.9000 cache size      148, 1456340 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns5511 S3FIFO-0.7500-1.9000 cache size      297, 1456340 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns5511 S3FIFO-0.7500-1.9000 cache size      594, 1456340 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns5511 S3FIFO-0.1000-1.9000 cache size        7, 1456340 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5511 S3FIFO-0.1000-1.9000 cache size       22, 1456340 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns5511 S3FIFO-0.1000-1.9000 cache size       74, 1456340 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns5511 S3FIFO-0.1000-1.9000 cache size      148, 1456340 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns5511 S3FIFO-0.1000-1.9000 cache size      297, 1456340 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns5511 S3FIFO-0.1000-1.9000 cache size      594, 1456340 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns5511 S3FIFO-0.8000-0.9000 cache size        7, 1456340 req, miss ratio 0.0410, byte miss ratio 0.0410
cdn1_allcolo.ns5511 S3FIFO-0.8000-0.9000 cache size       22, 1456340 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_allcolo.ns5511 S3FIFO-0.8000-0.9000 cache size       74, 1456340 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns5511 S3FIFO-0.8000-0.9000 cache size      148, 1456340 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns5511 S3FIFO-0.8000-0.9000 cache size      297, 1456340 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns5511 S3FIFO-0.8000-0.9000 cache size      594, 1456340 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns5511 S3FIFO-0.9000-1.9000 cache size        7, 1456340 req, miss ratio 0.0437, byte miss ratio 0.0437
cdn1_allcolo.ns5511 S3FIFO-0.9000-1.9000 cache size       22, 1456340 req, miss ratio 0.0121, byte miss ratio 0.0121
cdn1_allcolo.ns5511 S3FIFO-0.9000-1.9000 cache size       74, 1456340 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns5511 S3FIFO-0.9000-1.9000 cache size      148, 1456340 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns5511 S3FIFO-0.9000-1.9000 cache size      297, 1456340 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns5511 S3FIFO-0.9000-1.9000 cache size      594, 1456340 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns5511 S3FIFO-0.4500-0.9000 cache size        7, 1456340 req, miss ratio 0.0331, byte miss ratio 0.0331
cdn1_allcolo.ns5511 S3FIFO-0.4500-0.9000 cache size       22, 1456340 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns5511 S3FIFO-0.4500-0.9000 cache size       74, 1456340 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns5511 S3FIFO-0.4500-0.9000 cache size      148, 1456340 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns5511 S3FIFO-0.4500-0.9000 cache size      297, 1456340 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns5511 S3FIFO-0.4500-0.9000 cache size      594, 1456340 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns5511 S3FIFO-0.0100-1.9000 cache size        7, 1456340 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5511 S3FIFO-0.0100-1.9000 cache size       22, 1456340 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5511 S3FIFO-0.0100-1.9000 cache size       74, 1456340 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5511 S3FIFO-0.0100-1.9000 cache size      148, 1456340 req, miss ratio 0.0026, byte miss ratio 0.0026
