cdn1_colo28.ns194 S3FIFO-0.2000-0.9000 cache size      163, 30936633 req, miss ratio 0.3490, byte miss ratio 0.3490
cdn1_colo28.ns194 S3FIFO-0.2000-0.9000 cache size      490, 30936633 req, miss ratio 0.2148, byte miss ratio 0.2148
cdn1_colo28.ns194 S3FIFO-0.2000-0.9000 cache size     1633, 30936633 req, miss ratio 0.1071, byte miss ratio 0.1071
cdn1_colo28.ns194 S3FIFO-0.2000-0.9000 cache size     4901, 30936633 req, miss ratio 0.0470, byte miss ratio 0.0470
cdn1_colo28.ns194 S3FIFO-0.2000-0.9000 cache size    16337, 30936633 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_colo28.ns194 S3FIFO-0.2000-0.9000 cache size    32674, 30936633 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_colo28.ns194 S3FIFO-0.2000-0.9000 cache size    65349, 30936633 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns194 S3FIFO-0.2000-0.9000 cache size   130699, 30936633 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns194 S3FIFO-0.0010-0.9000 cache size      163, 30936633 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns194 S3FIFO-0.0010-0.9000 cache size      490, 30936633 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns194 S3FIFO-0.0010-0.9000 cache size     1633, 30936633 req, miss ratio 0.1020, byte miss ratio 0.1020
cdn1_colo28.ns194 S3FIFO-0.0010-0.9000 cache size     4901, 30936633 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_colo28.ns194 S3FIFO-0.0010-0.9000 cache size    16337, 30936633 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_colo28.ns194 S3FIFO-0.0010-0.9000 cache size    32674, 30936633 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_colo28.ns194 S3FIFO-0.0010-0.9000 cache size    65349, 30936633 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_colo28.ns194 S3FIFO-0.0010-0.9000 cache size   130699, 30936633 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns194 S3FIFO-0.5000-1.9000 cache size      163, 30936633 req, miss ratio 0.3945, byte miss ratio 0.3945
cdn1_colo28.ns194 S3FIFO-0.5000-1.9000 cache size      490, 30936633 req, miss ratio 0.2459, byte miss ratio 0.2459
cdn1_colo28.ns194 S3FIFO-0.5000-1.9000 cache size     1633, 30936633 req, miss ratio 0.1238, byte miss ratio 0.1238
cdn1_colo28.ns194 S3FIFO-0.5000-1.9000 cache size     4901, 30936633 req, miss ratio 0.0552, byte miss ratio 0.0552
cdn1_colo28.ns194 S3FIFO-0.5000-1.9000 cache size    16337, 30936633 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_colo28.ns194 S3FIFO-0.5000-1.9000 cache size    32674, 30936633 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_colo28.ns194 S3FIFO-0.5000-1.9000 cache size    65349, 30936633 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns194 S3FIFO-0.5000-1.9000 cache size   130699, 30936633 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns194 S3FIFO-0.0050-1.9000 cache size      163, 30936633 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns194 S3FIFO-0.0050-1.9000 cache size      490, 30936633 req, miss ratio 0.2073, byte miss ratio 0.2073
cdn1_colo28.ns194 S3FIFO-0.0050-1.9000 cache size     1633, 30936633 req, miss ratio 0.1042, byte miss ratio 0.1042
cdn1_colo28.ns194 S3FIFO-0.0050-1.9000 cache size     4901, 30936633 req, miss ratio 0.0452, byte miss ratio 0.0452
cdn1_colo28.ns194 S3FIFO-0.0050-1.9000 cache size    16337, 30936633 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_colo28.ns194 S3FIFO-0.0050-1.9000 cache size    32674, 30936633 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_colo28.ns194 S3FIFO-0.0050-1.9000 cache size    65349, 30936633 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_colo28.ns194 S3FIFO-0.0050-1.9000 cache size   130699, 30936633 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns194 S3FIFO-0.6000-0.9000 cache size      163, 30936633 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_colo28.ns194 S3FIFO-0.6000-0.9000 cache size      490, 30936633 req, miss ratio 0.2534, byte miss ratio 0.2534
cdn1_colo28.ns194 S3FIFO-0.6000-0.9000 cache size     1633, 30936633 req, miss ratio 0.1288, byte miss ratio 0.1288
cdn1_colo28.ns194 S3FIFO-0.6000-0.9000 cache size     4901, 30936633 req, miss ratio 0.0582, byte miss ratio 0.0582
cdn1_colo28.ns194 S3FIFO-0.6000-0.9000 cache size    16337, 30936633 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns194 S3FIFO-0.6000-0.9000 cache size    32674, 30936633 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns194 S3FIFO-0.6000-0.9000 cache size    65349, 30936633 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns194 S3FIFO-0.6000-0.9000 cache size   130699, 30936633 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns194 S3FIFO-0.1500-1.9000 cache size      163, 30936633 req, miss ratio 0.3513, byte miss ratio 0.3513
cdn1_colo28.ns194 S3FIFO-0.1500-1.9000 cache size      490, 30936633 req, miss ratio 0.2160, byte miss ratio 0.2160
cdn1_colo28.ns194 S3FIFO-0.1500-1.9000 cache size     1633, 30936633 req, miss ratio 0.1076, byte miss ratio 0.1076
cdn1_colo28.ns194 S3FIFO-0.1500-1.9000 cache size     4901, 30936633 req, miss ratio 0.0469, byte miss ratio 0.0469
cdn1_colo28.ns194 S3FIFO-0.1500-1.9000 cache size    16337, 30936633 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_colo28.ns194 S3FIFO-0.1500-1.9000 cache size    32674, 30936633 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns194 S3FIFO-0.1500-1.9000 cache size    65349, 30936633 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns194 S3FIFO-0.1500-1.9000 cache size   130699, 30936633 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns194 S3FIFO-0.7500-1.9000 cache size      163, 30936633 req, miss ratio 0.4306, byte miss ratio 0.4306
cdn1_colo28.ns194 S3FIFO-0.7500-1.9000 cache size      490, 30936633 req, miss ratio 0.2729, byte miss ratio 0.2729
cdn1_colo28.ns194 S3FIFO-0.7500-1.9000 cache size     1633, 30936633 req, miss ratio 0.1385, byte miss ratio 0.1385
cdn1_colo28.ns194 S3FIFO-0.7500-1.9000 cache size     4901, 30936633 req, miss ratio 0.0627, byte miss ratio 0.0627
cdn1_colo28.ns194 S3FIFO-0.7500-1.9000 cache size    16337, 30936633 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns194 S3FIFO-0.7500-1.9000 cache size    32674, 30936633 req, miss ratio 0.0127, byte miss ratio 0.0127
cdn1_colo28.ns194 S3FIFO-0.7500-1.9000 cache size    65349, 30936633 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_colo28.ns194 S3FIFO-0.7500-1.9000 cache size   130699, 30936633 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_colo28.ns194 S3FIFO-0.6500-0.9000 cache size      163, 30936633 req, miss ratio 0.4102, byte miss ratio 0.4102
cdn1_colo28.ns194 S3FIFO-0.6500-0.9000 cache size      490, 30936633 req, miss ratio 0.2593, byte miss ratio 0.2593
cdn1_colo28.ns194 S3FIFO-0.6500-0.9000 cache size     1633, 30936633 req, miss ratio 0.1321, byte miss ratio 0.1321
cdn1_colo28.ns194 S3FIFO-0.6500-0.9000 cache size     4901, 30936633 req, miss ratio 0.0599, byte miss ratio 0.0599
cdn1_colo28.ns194 S3FIFO-0.6500-0.9000 cache size    16337, 30936633 req, miss ratio 0.0212, byte miss ratio 0.0212
cdn1_colo28.ns194 S3FIFO-0.6500-0.9000 cache size    32674, 30936633 req, miss ratio 0.0122, byte miss ratio 0.0122
cdn1_colo28.ns194 S3FIFO-0.6500-0.9000 cache size    65349, 30936633 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_colo28.ns194 S3FIFO-0.6500-0.9000 cache size   130699, 30936633 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns194 S3FIFO-0.3000-1.9000 cache size      163, 30936633 req, miss ratio 0.3680, byte miss ratio 0.3680
cdn1_colo28.ns194 S3FIFO-0.3000-1.9000 cache size      490, 30936633 req, miss ratio 0.2278, byte miss ratio 0.2278
