io_traces.ns22 S3FIFO-0.1000-1.9000 cache size     8782, 14600000 req, miss ratio 0.8297, byte miss ratio 0.8297
io_traces.ns22 S3FIFO-0.1000-1.9000 cache size    26347, 14600000 req, miss ratio 0.8178, byte miss ratio 0.8178
io_traces.ns22 S3FIFO-0.1000-1.9000 cache size    87824, 14600000 req, miss ratio 0.7460, byte miss ratio 0.7460
io_traces.ns22 S3FIFO-0.1000-1.9000 cache size   263473, 14600000 req, miss ratio 0.7353, byte miss ratio 0.7353
io_traces.ns22 S3FIFO-0.1000-1.9000 cache size   878243, 14600000 req, miss ratio 0.7078, byte miss ratio 0.7078
io_traces.ns22 S3FIFO-0.1000-1.9000 cache size  1756487, 14600000 req, miss ratio 0.6966, byte miss ratio 0.6966
io_traces.ns22 S3FIFO-0.1000-1.9000 cache size  3512975, 14600000 req, miss ratio 0.6530, byte miss ratio 0.6530
io_traces.ns22 S3FIFO-0.1000-1.9000 cache size  7025950, 14600000 req, miss ratio 0.6091, byte miss ratio 0.6091
io_traces.ns22 S3FIFO-0.4000-1.9000 cache size     8782, 14600000 req, miss ratio 0.8317, byte miss ratio 0.8317
io_traces.ns22 S3FIFO-0.4000-1.9000 cache size    26347, 14600000 req, miss ratio 0.8230, byte miss ratio 0.8230
io_traces.ns22 S3FIFO-0.4000-1.9000 cache size    87824, 14600000 req, miss ratio 0.7702, byte miss ratio 0.7702
io_traces.ns22 S3FIFO-0.4000-1.9000 cache size   263473, 14600000 req, miss ratio 0.7354, byte miss ratio 0.7354
io_traces.ns22 S3FIFO-0.4000-1.9000 cache size   878243, 14600000 req, miss ratio 0.7148, byte miss ratio 0.7148
io_traces.ns22 S3FIFO-0.4000-1.9000 cache size  1756487, 14600000 req, miss ratio 0.7016, byte miss ratio 0.7016
io_traces.ns22 S3FIFO-0.4000-1.9000 cache size  3512975, 14600000 req, miss ratio 0.6520, byte miss ratio 0.6520
io_traces.ns22 S3FIFO-0.4000-1.9000 cache size  7025950, 14600000 req, miss ratio 0.6091, byte miss ratio 0.6091
io_traces.ns22 S3FIFO-0.0010-0.9000 cache size     8782, 14600000 req, miss ratio 0.8828, byte miss ratio 0.8828
io_traces.ns22 S3FIFO-0.0010-0.9000 cache size    26347, 14600000 req, miss ratio 0.8314, byte miss ratio 0.8314
io_traces.ns22 S3FIFO-0.0010-0.9000 cache size    87824, 14600000 req, miss ratio 0.7491, byte miss ratio 0.7491
io_traces.ns22 S3FIFO-0.0010-0.9000 cache size   263473, 14600000 req, miss ratio 0.7358, byte miss ratio 0.7358
io_traces.ns22 S3FIFO-0.0010-0.9000 cache size   878243, 14600000 req, miss ratio 0.7159, byte miss ratio 0.7159
io_traces.ns22 S3FIFO-0.0010-0.9000 cache size  1756487, 14600000 req, miss ratio 0.6974, byte miss ratio 0.6974
io_traces.ns22 S3FIFO-0.0010-0.9000 cache size  3512975, 14600000 req, miss ratio 0.6530, byte miss ratio 0.6530
io_traces.ns22 S3FIFO-0.0010-0.9000 cache size  7025950, 14600000 req, miss ratio 0.6091, byte miss ratio 0.6091
io_traces.ns22 S3FIFO-0.0500-1.9000 cache size     8782, 14600000 req, miss ratio 0.8298, byte miss ratio 0.8298
io_traces.ns22 S3FIFO-0.0500-1.9000 cache size    26347, 14600000 req, miss ratio 0.8170, byte miss ratio 0.8170
io_traces.ns22 S3FIFO-0.0500-1.9000 cache size    87824, 14600000 req, miss ratio 0.7442, byte miss ratio 0.7442
io_traces.ns22 S3FIFO-0.0500-1.9000 cache size   263473, 14600000 req, miss ratio 0.7351, byte miss ratio 0.7351
io_traces.ns22 S3FIFO-0.0500-1.9000 cache size   878243, 14600000 req, miss ratio 0.7067, byte miss ratio 0.7067
io_traces.ns22 S3FIFO-0.0500-1.9000 cache size  1756487, 14600000 req, miss ratio 0.6961, byte miss ratio 0.6961
io_traces.ns22 S3FIFO-0.0500-1.9000 cache size  3512975, 14600000 req, miss ratio 0.6530, byte miss ratio 0.6530
io_traces.ns22 S3FIFO-0.0500-1.9000 cache size  7025950, 14600000 req, miss ratio 0.6091, byte miss ratio 0.6091
io_traces.ns22 S3FIFO-0.8500-0.9000 cache size     8782, 14600000 req, miss ratio 0.8318, byte miss ratio 0.8318
io_traces.ns22 S3FIFO-0.8500-0.9000 cache size    26347, 14600000 req, miss ratio 0.8289, byte miss ratio 0.8289
io_traces.ns22 S3FIFO-0.8500-0.9000 cache size    87824, 14600000 req, miss ratio 0.8091, byte miss ratio 0.8091
io_traces.ns22 S3FIFO-0.8500-0.9000 cache size   263473, 14600000 req, miss ratio 0.7661, byte miss ratio 0.7661
io_traces.ns22 S3FIFO-0.8500-0.9000 cache size   878243, 14600000 req, miss ratio 0.7341, byte miss ratio 0.7341
io_traces.ns22 S3FIFO-0.8500-0.9000 cache size  1756487, 14600000 req, miss ratio 0.7154, byte miss ratio 0.7154
io_traces.ns22 S3FIFO-0.8500-0.9000 cache size  3512975, 14600000 req, miss ratio 0.6608, byte miss ratio 0.6608
io_traces.ns22 S3FIFO-0.8500-0.9000 cache size  7025950, 14600000 req, miss ratio 0.6093, byte miss ratio 0.6093
io_traces.ns22 S3FIFO-0.0100-0.9000 cache size     8782, 14600000 req, miss ratio 0.8339, byte miss ratio 0.8339
io_traces.ns22 S3FIFO-0.0100-0.9000 cache size    26347, 14600000 req, miss ratio 0.8264, byte miss ratio 0.8264
io_traces.ns22 S3FIFO-0.0100-0.9000 cache size    87824, 14600000 req, miss ratio 0.7475, byte miss ratio 0.7475
io_traces.ns22 S3FIFO-0.0100-0.9000 cache size   263473, 14600000 req, miss ratio 0.7352, byte miss ratio 0.7352
io_traces.ns22 S3FIFO-0.0100-0.9000 cache size   878243, 14600000 req, miss ratio 0.7159, byte miss ratio 0.7159
io_traces.ns22 S3FIFO-0.0100-0.9000 cache size  1756487, 14600000 req, miss ratio 0.6974, byte miss ratio 0.6974
io_traces.ns22 S3FIFO-0.0100-0.9000 cache size  3512975, 14600000 req, miss ratio 0.6530, byte miss ratio 0.6530
