cdn1_colo28.ns828 S3FIFO-0.5000-1.9000 cache size      364, 2055988 req, miss ratio 0.7669, byte miss ratio 0.7669
cdn1_colo28.ns828 S3FIFO-0.5000-1.9000 cache size     1094, 2055988 req, miss ratio 0.5547, byte miss ratio 0.5547
cdn1_colo28.ns828 S3FIFO-0.5000-1.9000 cache size     3648, 2055988 req, miss ratio 0.3818, byte miss ratio 0.3818
cdn1_colo28.ns828 S3FIFO-0.5000-1.9000 cache size    10946, 2055988 req, miss ratio 0.2709, byte miss ratio 0.2709
cdn1_colo28.ns828 S3FIFO-0.5000-1.9000 cache size    36488, 2055988 req, miss ratio 0.1926, byte miss ratio 0.1926
cdn1_colo28.ns828 S3FIFO-0.5000-1.9000 cache size    72976, 2055988 req, miss ratio 0.1807, byte miss ratio 0.1807
cdn1_colo28.ns828 S3FIFO-0.5000-1.9000 cache size   145952, 2055988 req, miss ratio 0.1780, byte miss ratio 0.1780
cdn1_colo28.ns828 S3FIFO-0.5000-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.4500-1.9000 cache size      364, 2055988 req, miss ratio 0.7577, byte miss ratio 0.7577
cdn1_colo28.ns828 S3FIFO-0.4500-1.9000 cache size     1094, 2055988 req, miss ratio 0.5431, byte miss ratio 0.5431
cdn1_colo28.ns828 S3FIFO-0.4500-1.9000 cache size     3648, 2055988 req, miss ratio 0.3771, byte miss ratio 0.3771
cdn1_colo28.ns828 S3FIFO-0.4500-1.9000 cache size    10946, 2055988 req, miss ratio 0.2693, byte miss ratio 0.2693
cdn1_colo28.ns828 S3FIFO-0.4500-1.9000 cache size    36488, 2055988 req, miss ratio 0.1940, byte miss ratio 0.1940
cdn1_colo28.ns828 S3FIFO-0.4500-1.9000 cache size    72976, 2055988 req, miss ratio 0.1807, byte miss ratio 0.1807
cdn1_colo28.ns828 S3FIFO-0.4500-1.9000 cache size   145952, 2055988 req, miss ratio 0.1781, byte miss ratio 0.1781
cdn1_colo28.ns828 S3FIFO-0.4500-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.7500-0.9000 cache size      364, 2055988 req, miss ratio 0.8028, byte miss ratio 0.8028
cdn1_colo28.ns828 S3FIFO-0.7500-0.9000 cache size     1094, 2055988 req, miss ratio 0.6103, byte miss ratio 0.6103
cdn1_colo28.ns828 S3FIFO-0.7500-0.9000 cache size     3648, 2055988 req, miss ratio 0.4122, byte miss ratio 0.4122
cdn1_colo28.ns828 S3FIFO-0.7500-0.9000 cache size    10946, 2055988 req, miss ratio 0.2826, byte miss ratio 0.2826
cdn1_colo28.ns828 S3FIFO-0.7500-0.9000 cache size    36488, 2055988 req, miss ratio 0.1917, byte miss ratio 0.1917
cdn1_colo28.ns828 S3FIFO-0.7500-0.9000 cache size    72976, 2055988 req, miss ratio 0.1813, byte miss ratio 0.1813
cdn1_colo28.ns828 S3FIFO-0.7500-0.9000 cache size   145952, 2055988 req, miss ratio 0.1784, byte miss ratio 0.1784
cdn1_colo28.ns828 S3FIFO-0.7500-0.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.0500-1.9000 cache size      364, 2055988 req, miss ratio 0.6929, byte miss ratio 0.6929
cdn1_colo28.ns828 S3FIFO-0.0500-1.9000 cache size     1094, 2055988 req, miss ratio 0.4840, byte miss ratio 0.4840
cdn1_colo28.ns828 S3FIFO-0.0500-1.9000 cache size     3648, 2055988 req, miss ratio 0.3542, byte miss ratio 0.3542
cdn1_colo28.ns828 S3FIFO-0.0500-1.9000 cache size    10946, 2055988 req, miss ratio 0.2751, byte miss ratio 0.2751
cdn1_colo28.ns828 S3FIFO-0.0500-1.9000 cache size    36488, 2055988 req, miss ratio 0.2282, byte miss ratio 0.2282
cdn1_colo28.ns828 S3FIFO-0.0500-1.9000 cache size    72976, 2055988 req, miss ratio 0.2060, byte miss ratio 0.2060
cdn1_colo28.ns828 S3FIFO-0.0500-1.9000 cache size   145952, 2055988 req, miss ratio 0.1833, byte miss ratio 0.1833
cdn1_colo28.ns828 S3FIFO-0.0500-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.9000-1.9000 cache size      364, 2055988 req, miss ratio 0.8289, byte miss ratio 0.8289
cdn1_colo28.ns828 S3FIFO-0.9000-1.9000 cache size     1094, 2055988 req, miss ratio 0.6498, byte miss ratio 0.6498
cdn1_colo28.ns828 S3FIFO-0.9000-1.9000 cache size     3648, 2055988 req, miss ratio 0.4451, byte miss ratio 0.4451
cdn1_colo28.ns828 S3FIFO-0.9000-1.9000 cache size    10946, 2055988 req, miss ratio 0.2992, byte miss ratio 0.2992
cdn1_colo28.ns828 S3FIFO-0.9000-1.9000 cache size    36488, 2055988 req, miss ratio 0.1955, byte miss ratio 0.1955
cdn1_colo28.ns828 S3FIFO-0.9000-1.9000 cache size    72976, 2055988 req, miss ratio 0.1843, byte miss ratio 0.1843
cdn1_colo28.ns828 S3FIFO-0.9000-1.9000 cache size   145952, 2055988 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_colo28.ns828 S3FIFO-0.9000-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.1000-1.9000 cache size      364, 2055988 req, miss ratio 0.6989, byte miss ratio 0.6989
cdn1_colo28.ns828 S3FIFO-0.1000-1.9000 cache size     1094, 2055988 req, miss ratio 0.4881, byte miss ratio 0.4881
cdn1_colo28.ns828 S3FIFO-0.1000-1.9000 cache size     3648, 2055988 req, miss ratio 0.3552, byte miss ratio 0.3552
cdn1_colo28.ns828 S3FIFO-0.1000-1.9000 cache size    10946, 2055988 req, miss ratio 0.2724, byte miss ratio 0.2724
cdn1_colo28.ns828 S3FIFO-0.1000-1.9000 cache size    36488, 2055988 req, miss ratio 0.2201, byte miss ratio 0.2201
cdn1_colo28.ns828 S3FIFO-0.1000-1.9000 cache size    72976, 2055988 req, miss ratio 0.1974, byte miss ratio 0.1974
cdn1_colo28.ns828 S3FIFO-0.1000-1.9000 cache size   145952, 2055988 req, miss ratio 0.1805, byte miss ratio 0.1805
cdn1_colo28.ns828 S3FIFO-0.1000-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.2500-1.9000 cache size      364, 2055988 req, miss ratio 0.7229, byte miss ratio 0.7229
cdn1_colo28.ns828 S3FIFO-0.2500-1.9000 cache size     1094, 2055988 req, miss ratio 0.5068, byte miss ratio 0.5068
cdn1_colo28.ns828 S3FIFO-0.2500-1.9000 cache size     3648, 2055988 req, miss ratio 0.3616, byte miss ratio 0.3616
cdn1_colo28.ns828 S3FIFO-0.2500-1.9000 cache size    10946, 2055988 req, miss ratio 0.2688, byte miss ratio 0.2688
cdn1_colo28.ns828 S3FIFO-0.2500-1.9000 cache size    36488, 2055988 req, miss ratio 0.2035, byte miss ratio 0.2035
cdn1_colo28.ns828 S3FIFO-0.2500-1.9000 cache size    72976, 2055988 req, miss ratio 0.1847, byte miss ratio 0.1847
cdn1_colo28.ns828 S3FIFO-0.2500-1.9000 cache size   145952, 2055988 req, miss ratio 0.1782, byte miss ratio 0.1782
cdn1_colo28.ns828 S3FIFO-0.2500-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.3000-0.9000 cache size      364, 2055988 req, miss ratio 0.7220, byte miss ratio 0.7220
cdn1_colo28.ns828 S3FIFO-0.3000-0.9000 cache size     1094, 2055988 req, miss ratio 0.5062, byte miss ratio 0.5062
cdn1_colo28.ns828 S3FIFO-0.3000-0.9000 cache size     3648, 2055988 req, miss ratio 0.3599, byte miss ratio 0.3599
cdn1_colo28.ns828 S3FIFO-0.3000-0.9000 cache size    10946, 2055988 req, miss ratio 0.2677, byte miss ratio 0.2677
cdn1_colo28.ns828 S3FIFO-0.3000-0.9000 cache size    36488, 2055988 req, miss ratio 0.2005, byte miss ratio 0.2005
cdn1_colo28.ns828 S3FIFO-0.3000-0.9000 cache size    72976, 2055988 req, miss ratio 0.1830, byte miss ratio 0.1830
cdn1_colo28.ns828 S3FIFO-0.3000-0.9000 cache size   145952, 2055988 req, miss ratio 0.1782, byte miss ratio 0.1782
cdn1_colo28.ns828 S3FIFO-0.3000-0.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.4500-0.9000 cache size      364, 2055988 req, miss ratio 0.7485, byte miss ratio 0.7485
cdn1_colo28.ns828 S3FIFO-0.4500-0.9000 cache size     1094, 2055988 req, miss ratio 0.5338, byte miss ratio 0.5338
cdn1_colo28.ns828 S3FIFO-0.4500-0.9000 cache size     3648, 2055988 req, miss ratio 0.3714, byte miss ratio 0.3714
cdn1_colo28.ns828 S3FIFO-0.4500-0.9000 cache size    10946, 2055988 req, miss ratio 0.2686, byte miss ratio 0.2686
cdn1_colo28.ns828 S3FIFO-0.4500-0.9000 cache size    36488, 2055988 req, miss ratio 0.1940, byte miss ratio 0.1940
cdn1_colo28.ns828 S3FIFO-0.4500-0.9000 cache size    72976, 2055988 req, miss ratio 0.1807, byte miss ratio 0.1807
cdn1_colo28.ns828 S3FIFO-0.4500-0.9000 cache size   145952, 2055988 req, miss ratio 0.1781, byte miss ratio 0.1781
cdn1_colo28.ns828 S3FIFO-0.4500-0.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.2000-0.9000 cache size      364, 2055988 req, miss ratio 0.7051, byte miss ratio 0.7051
cdn1_colo28.ns828 S3FIFO-0.2000-0.9000 cache size     1094, 2055988 req, miss ratio 0.4925, byte miss ratio 0.4925
cdn1_colo28.ns828 S3FIFO-0.2000-0.9000 cache size     3648, 2055988 req, miss ratio 0.3546, byte miss ratio 0.3546
cdn1_colo28.ns828 S3FIFO-0.2000-0.9000 cache size    10946, 2055988 req, miss ratio 0.2694, byte miss ratio 0.2694
cdn1_colo28.ns828 S3FIFO-0.2000-0.9000 cache size    36488, 2055988 req, miss ratio 0.2075, byte miss ratio 0.2075
cdn1_colo28.ns828 S3FIFO-0.2000-0.9000 cache size    72976, 2055988 req, miss ratio 0.1874, byte miss ratio 0.1874
cdn1_colo28.ns828 S3FIFO-0.2000-0.9000 cache size   145952, 2055988 req, miss ratio 0.1782, byte miss ratio 0.1782
cdn1_colo28.ns828 S3FIFO-0.2000-0.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.0050-1.9000 cache size      364, 2055988 req, miss ratio 0.6906, byte miss ratio 0.6906
cdn1_colo28.ns828 S3FIFO-0.0050-1.9000 cache size     1094, 2055988 req, miss ratio 0.4849, byte miss ratio 0.4849
cdn1_colo28.ns828 S3FIFO-0.0050-1.9000 cache size     3648, 2055988 req, miss ratio 0.3563, byte miss ratio 0.3563
cdn1_colo28.ns828 S3FIFO-0.0050-1.9000 cache size    10946, 2055988 req, miss ratio 0.2806, byte miss ratio 0.2806
cdn1_colo28.ns828 S3FIFO-0.0050-1.9000 cache size    36488, 2055988 req, miss ratio 0.2398, byte miss ratio 0.2398
cdn1_colo28.ns828 S3FIFO-0.0050-1.9000 cache size    72976, 2055988 req, miss ratio 0.2192, byte miss ratio 0.2192
cdn1_colo28.ns828 S3FIFO-0.0050-1.9000 cache size   145952, 2055988 req, miss ratio 0.1887, byte miss ratio 0.1887
cdn1_colo28.ns828 S3FIFO-0.0050-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.0500-0.9000 cache size      364, 2055988 req, miss ratio 0.6842, byte miss ratio 0.6842
cdn1_colo28.ns828 S3FIFO-0.0500-0.9000 cache size     1094, 2055988 req, miss ratio 0.4782, byte miss ratio 0.4782
cdn1_colo28.ns828 S3FIFO-0.0500-0.9000 cache size     3648, 2055988 req, miss ratio 0.3515, byte miss ratio 0.3515
cdn1_colo28.ns828 S3FIFO-0.0500-0.9000 cache size    10946, 2055988 req, miss ratio 0.2766, byte miss ratio 0.2766
cdn1_colo28.ns828 S3FIFO-0.0500-0.9000 cache size    36488, 2055988 req, miss ratio 0.2283, byte miss ratio 0.2283
cdn1_colo28.ns828 S3FIFO-0.0500-0.9000 cache size    72976, 2055988 req, miss ratio 0.2060, byte miss ratio 0.2060
cdn1_colo28.ns828 S3FIFO-0.0500-0.9000 cache size   145952, 2055988 req, miss ratio 0.1833, byte miss ratio 0.1833
cdn1_colo28.ns828 S3FIFO-0.0500-0.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.8000-1.9000 cache size      364, 2055988 req, miss ratio 0.8165, byte miss ratio 0.8165
cdn1_colo28.ns828 S3FIFO-0.8000-1.9000 cache size     1094, 2055988 req, miss ratio 0.6277, byte miss ratio 0.6277
cdn1_colo28.ns828 S3FIFO-0.8000-1.9000 cache size     3648, 2055988 req, miss ratio 0.4243, byte miss ratio 0.4243
cdn1_colo28.ns828 S3FIFO-0.8000-1.9000 cache size    10946, 2055988 req, miss ratio 0.2878, byte miss ratio 0.2878
cdn1_colo28.ns828 S3FIFO-0.8000-1.9000 cache size    36488, 2055988 req, miss ratio 0.1927, byte miss ratio 0.1927
cdn1_colo28.ns828 S3FIFO-0.8000-1.9000 cache size    72976, 2055988 req, miss ratio 0.1823, byte miss ratio 0.1823
cdn1_colo28.ns828 S3FIFO-0.8000-1.9000 cache size   145952, 2055988 req, miss ratio 0.1789, byte miss ratio 0.1789
cdn1_colo28.ns828 S3FIFO-0.8000-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.0050-0.9000 cache size      364, 2055988 req, miss ratio 0.6821, byte miss ratio 0.6821
cdn1_colo28.ns828 S3FIFO-0.0050-0.9000 cache size     1094, 2055988 req, miss ratio 0.4798, byte miss ratio 0.4798
cdn1_colo28.ns828 S3FIFO-0.0050-0.9000 cache size     3648, 2055988 req, miss ratio 0.3552, byte miss ratio 0.3552
cdn1_colo28.ns828 S3FIFO-0.0050-0.9000 cache size    10946, 2055988 req, miss ratio 0.2831, byte miss ratio 0.2831
cdn1_colo28.ns828 S3FIFO-0.0050-0.9000 cache size    36488, 2055988 req, miss ratio 0.2398, byte miss ratio 0.2398
cdn1_colo28.ns828 S3FIFO-0.0050-0.9000 cache size    72976, 2055988 req, miss ratio 0.2192, byte miss ratio 0.2192
cdn1_colo28.ns828 S3FIFO-0.0050-0.9000 cache size   145952, 2055988 req, miss ratio 0.1887, byte miss ratio 0.1887
cdn1_colo28.ns828 S3FIFO-0.0050-0.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.6000-1.9000 cache size      364, 2055988 req, miss ratio 0.7849, byte miss ratio 0.7849
cdn1_colo28.ns828 S3FIFO-0.6000-1.9000 cache size     1094, 2055988 req, miss ratio 0.5784, byte miss ratio 0.5784
cdn1_colo28.ns828 S3FIFO-0.6000-1.9000 cache size     3648, 2055988 req, miss ratio 0.3932, byte miss ratio 0.3932
cdn1_colo28.ns828 S3FIFO-0.6000-1.9000 cache size    10946, 2055988 req, miss ratio 0.2743, byte miss ratio 0.2743
cdn1_colo28.ns828 S3FIFO-0.6000-1.9000 cache size    36488, 2055988 req, miss ratio 0.1914, byte miss ratio 0.1914
cdn1_colo28.ns828 S3FIFO-0.6000-1.9000 cache size    72976, 2055988 req, miss ratio 0.1809, byte miss ratio 0.1809
cdn1_colo28.ns828 S3FIFO-0.6000-1.9000 cache size   145952, 2055988 req, miss ratio 0.1781, byte miss ratio 0.1781
cdn1_colo28.ns828 S3FIFO-0.6000-1.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.8500-0.9000 cache size      364, 2055988 req, miss ratio 0.8179, byte miss ratio 0.8179
cdn1_colo28.ns828 S3FIFO-0.8500-0.9000 cache size     1094, 2055988 req, miss ratio 0.6365, byte miss ratio 0.6365
cdn1_colo28.ns828 S3FIFO-0.8500-0.9000 cache size     3648, 2055988 req, miss ratio 0.4331, byte miss ratio 0.4331
cdn1_colo28.ns828 S3FIFO-0.8500-0.9000 cache size    10946, 2055988 req, miss ratio 0.2930, byte miss ratio 0.2930
cdn1_colo28.ns828 S3FIFO-0.8500-0.9000 cache size    36488, 2055988 req, miss ratio 0.1939, byte miss ratio 0.1939
cdn1_colo28.ns828 S3FIFO-0.8500-0.9000 cache size    72976, 2055988 req, miss ratio 0.1833, byte miss ratio 0.1833
cdn1_colo28.ns828 S3FIFO-0.8500-0.9000 cache size   145952, 2055988 req, miss ratio 0.1792, byte miss ratio 0.1792
cdn1_colo28.ns828 S3FIFO-0.8500-0.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.7000-0.9000 cache size      364, 2055988 req, miss ratio 0.7940, byte miss ratio 0.7940
cdn1_colo28.ns828 S3FIFO-0.7000-0.9000 cache size     1094, 2055988 req, miss ratio 0.5970, byte miss ratio 0.5970
cdn1_colo28.ns828 S3FIFO-0.7000-0.9000 cache size     3648, 2055988 req, miss ratio 0.4033, byte miss ratio 0.4033
cdn1_colo28.ns828 S3FIFO-0.7000-0.9000 cache size    10946, 2055988 req, miss ratio 0.2787, byte miss ratio 0.2787
cdn1_colo28.ns828 S3FIFO-0.7000-0.9000 cache size    36488, 2055988 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_colo28.ns828 S3FIFO-0.7000-0.9000 cache size    72976, 2055988 req, miss ratio 0.1811, byte miss ratio 0.1811
cdn1_colo28.ns828 S3FIFO-0.7000-0.9000 cache size   145952, 2055988 req, miss ratio 0.1782, byte miss ratio 0.1782
cdn1_colo28.ns828 S3FIFO-0.7000-0.9000 cache size   291904, 2055988 req, miss ratio 0.1775, byte miss ratio 0.1775
cdn1_colo28.ns828 S3FIFO-0.0100-0.9000 cache size      364, 2055988 req, miss ratio 0.6822, byte miss ratio 0.6822
cdn1_colo28.ns828 S3FIFO-0.0100-0.9000 cache size     1094, 2055988 req, miss ratio 0.4786, byte miss ratio 0.4786
cdn1_colo28.ns828 S3FIFO-0.0100-0.9000 cache size     3648, 2055988 req, miss ratio 0.3538, byte miss ratio 0.3538
cdn1_colo28.ns828 S3FIFO-0.0100-0.9000 cache size    10946, 2055988 req, miss ratio 0.2819, byte miss ratio 0.2819
cdn1_colo28.ns828 S3FIFO-0.0100-0.9000 cache size    36488, 2055988 req, miss ratio 0.2378, byte miss ratio 0.2378
cdn1_colo28.ns828 S3FIFO-0.0100-0.9000 cache size    72976, 2055988 req, miss ratio 0.2171, byte miss ratio 0.2171
