cdn1_colo28.ns2974 S3FIFO-0.4500-1.9000 cache size        5, 2076804 req, miss ratio 0.4038, byte miss ratio 0.4038
cdn1_colo28.ns2974 S3FIFO-0.4500-1.9000 cache size       15, 2076804 req, miss ratio 0.1277, byte miss ratio 0.1277
cdn1_colo28.ns2974 S3FIFO-0.4500-1.9000 cache size       50, 2076804 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_colo28.ns2974 S3FIFO-0.4500-1.9000 cache size      152, 2076804 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns2974 S3FIFO-0.4500-1.9000 cache size      509, 2076804 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns2974 S3FIFO-0.4500-1.9000 cache size     1019, 2076804 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2974 S3FIFO-0.4500-1.9000 cache size     2039, 2076804 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2974 S3FIFO-0.4500-1.9000 cache size     4079, 2076804 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns2974 S3FIFO-0.7500-1.9000 cache size        5, 2076804 req, miss ratio 0.4005, byte miss ratio 0.4005
cdn1_colo28.ns2974 S3FIFO-0.7500-1.9000 cache size       15, 2076804 req, miss ratio 0.1445, byte miss ratio 0.1445
cdn1_colo28.ns2974 S3FIFO-0.7500-1.9000 cache size       50, 2076804 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns2974 S3FIFO-0.7500-1.9000 cache size      152, 2076804 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns2974 S3FIFO-0.7500-1.9000 cache size      509, 2076804 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns2974 S3FIFO-0.7500-1.9000 cache size     1019, 2076804 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2974 S3FIFO-0.7500-1.9000 cache size     2039, 2076804 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2974 S3FIFO-0.7500-1.9000 cache size     4079, 2076804 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns2974 S3FIFO-0.0500-1.9000 cache size        5, 2076804 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2974 S3FIFO-0.0500-1.9000 cache size       15, 2076804 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2974 S3FIFO-0.0500-1.9000 cache size       50, 2076804 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_colo28.ns2974 S3FIFO-0.0500-1.9000 cache size      152, 2076804 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns2974 S3FIFO-0.0500-1.9000 cache size      509, 2076804 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2974 S3FIFO-0.0500-1.9000 cache size     1019, 2076804 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2974 S3FIFO-0.0500-1.9000 cache size     2039, 2076804 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2974 S3FIFO-0.0500-1.9000 cache size     4079, 2076804 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns2974 S3FIFO-0.7500-0.9000 cache size        5, 2076804 req, miss ratio 0.4006, byte miss ratio 0.4006
cdn1_colo28.ns2974 S3FIFO-0.7500-0.9000 cache size       15, 2076804 req, miss ratio 0.1445, byte miss ratio 0.1445
cdn1_colo28.ns2974 S3FIFO-0.7500-0.9000 cache size       50, 2076804 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns2974 S3FIFO-0.7500-0.9000 cache size      152, 2076804 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns2974 S3FIFO-0.7500-0.9000 cache size      509, 2076804 req, miss ratio 0.0038, byte miss ratio 0.0038
