cdn1_colo28.ns290 S3FIFO-0.0250-0.9000 cache size     6085, 9434426 req, miss ratio 0.8182, byte miss ratio 0.8182
cdn1_colo28.ns290 S3FIFO-0.0250-0.9000 cache size    18257, 9434426 req, miss ratio 0.7929, byte miss ratio 0.7929
cdn1_colo28.ns290 S3FIFO-0.0250-0.9000 cache size    60857, 9434426 req, miss ratio 0.7628, byte miss ratio 0.7628
cdn1_colo28.ns290 S3FIFO-0.0250-0.9000 cache size   182572, 9434426 req, miss ratio 0.7335, byte miss ratio 0.7335
cdn1_colo28.ns290 S3FIFO-0.0250-0.9000 cache size   608575, 9434426 req, miss ratio 0.7004, byte miss ratio 0.7004
cdn1_colo28.ns290 S3FIFO-0.0250-0.9000 cache size  1217151, 9434426 req, miss ratio 0.6736, byte miss ratio 0.6736
cdn1_colo28.ns290 S3FIFO-0.0250-0.9000 cache size  2434303, 9434426 req, miss ratio 0.6566, byte miss ratio 0.6566
cdn1_colo28.ns290 S3FIFO-0.0250-0.9000 cache size  4868606, 9434426 req, miss ratio 0.6456, byte miss ratio 0.6456
cdn1_colo28.ns290 S3FIFO-0.9900-1.9000 cache size     6085, 9434426 req, miss ratio 0.8405, byte miss ratio 0.8405
cdn1_colo28.ns290 S3FIFO-0.9900-1.9000 cache size    18257, 9434426 req, miss ratio 0.8158, byte miss ratio 0.8158
cdn1_colo28.ns290 S3FIFO-0.9900-1.9000 cache size    60857, 9434426 req, miss ratio 0.7883, byte miss ratio 0.7883
cdn1_colo28.ns290 S3FIFO-0.9900-1.9000 cache size   182572, 9434426 req, miss ratio 0.7579, byte miss ratio 0.7579
cdn1_colo28.ns290 S3FIFO-0.9900-1.9000 cache size   608575, 9434426 req, miss ratio 0.7115, byte miss ratio 0.7115
cdn1_colo28.ns290 S3FIFO-0.9900-1.9000 cache size  1217151, 9434426 req, miss ratio 0.6898, byte miss ratio 0.6898
cdn1_colo28.ns290 S3FIFO-0.9900-1.9000 cache size  2434303, 9434426 req, miss ratio 0.6665, byte miss ratio 0.6665
cdn1_colo28.ns290 S3FIFO-0.9900-1.9000 cache size  4868606, 9434426 req, miss ratio 0.6483, byte miss ratio 0.6483
cdn1_colo28.ns290 S3FIFO-0.0050-1.9000 cache size     6085, 9434426 req, miss ratio 0.8213, byte miss ratio 0.8213
cdn1_colo28.ns290 S3FIFO-0.0050-1.9000 cache size    18257, 9434426 req, miss ratio 0.7940, byte miss ratio 0.7940
cdn1_colo28.ns290 S3FIFO-0.0050-1.9000 cache size    60857, 9434426 req, miss ratio 0.7638, byte miss ratio 0.7638
cdn1_colo28.ns290 S3FIFO-0.0050-1.9000 cache size   182572, 9434426 req, miss ratio 0.7346, byte miss ratio 0.7346
cdn1_colo28.ns290 S3FIFO-0.0050-1.9000 cache size   608575, 9434426 req, miss ratio 0.7007, byte miss ratio 0.7007
cdn1_colo28.ns290 S3FIFO-0.0050-1.9000 cache size  1217151, 9434426 req, miss ratio 0.6731, byte miss ratio 0.6731
cdn1_colo28.ns290 S3FIFO-0.0050-1.9000 cache size  2434303, 9434426 req, miss ratio 0.6566, byte miss ratio 0.6566
cdn1_colo28.ns290 S3FIFO-0.0050-1.9000 cache size  4868606, 9434426 req, miss ratio 0.6456, byte miss ratio 0.6456
cdn1_colo28.ns290 S3FIFO-0.2000-1.9000 cache size     6085, 9434426 req, miss ratio 0.8120, byte miss ratio 0.8120
cdn1_colo28.ns290 S3FIFO-0.2000-1.9000 cache size    18257, 9434426 req, miss ratio 0.7866, byte miss ratio 0.7866
cdn1_colo28.ns290 S3FIFO-0.2000-1.9000 cache size    60857, 9434426 req, miss ratio 0.7570, byte miss ratio 0.7570
cdn1_colo28.ns290 S3FIFO-0.2000-1.9000 cache size   182572, 9434426 req, miss ratio 0.7291, byte miss ratio 0.7291
cdn1_colo28.ns290 S3FIFO-0.2000-1.9000 cache size   608575, 9434426 req, miss ratio 0.6954, byte miss ratio 0.6954
cdn1_colo28.ns290 S3FIFO-0.2000-1.9000 cache size  1217151, 9434426 req, miss ratio 0.6728, byte miss ratio 0.6728
cdn1_colo28.ns290 S3FIFO-0.2000-1.9000 cache size  2434303, 9434426 req, miss ratio 0.6566, byte miss ratio 0.6566
cdn1_colo28.ns290 S3FIFO-0.2000-1.9000 cache size  4868606, 9434426 req, miss ratio 0.6456, byte miss ratio 0.6456
cdn1_colo28.ns290 S3FIFO-0.3000-1.9000 cache size     6085, 9434426 req, miss ratio 0.8120, byte miss ratio 0.8120
cdn1_colo28.ns290 S3FIFO-0.3000-1.9000 cache size    18257, 9434426 req, miss ratio 0.7870, byte miss ratio 0.7870
cdn1_colo28.ns290 S3FIFO-0.3000-1.9000 cache size    60857, 9434426 req, miss ratio 0.7568, byte miss ratio 0.7568
cdn1_colo28.ns290 S3FIFO-0.3000-1.9000 cache size   182572, 9434426 req, miss ratio 0.7297, byte miss ratio 0.7297
cdn1_colo28.ns290 S3FIFO-0.3000-1.9000 cache size   608575, 9434426 req, miss ratio 0.6946, byte miss ratio 0.6946
cdn1_colo28.ns290 S3FIFO-0.3000-1.9000 cache size  1217151, 9434426 req, miss ratio 0.6727, byte miss ratio 0.6727
cdn1_colo28.ns290 S3FIFO-0.3000-1.9000 cache size  2434303, 9434426 req, miss ratio 0.6566, byte miss ratio 0.6566
cdn1_colo28.ns290 S3FIFO-0.3000-1.9000 cache size  4868606, 9434426 req, miss ratio 0.6456, byte miss ratio 0.6456
cdn1_colo28.ns290 S3FIFO-0.5500-0.9000 cache size     6085, 9434426 req, miss ratio 0.8148, byte miss ratio 0.8148
cdn1_colo28.ns290 S3FIFO-0.5500-0.9000 cache size    18257, 9434426 req, miss ratio 0.7912, byte miss ratio 0.7912
cdn1_colo28.ns290 S3FIFO-0.5500-0.9000 cache size    60857, 9434426 req, miss ratio 0.7615, byte miss ratio 0.7615
cdn1_colo28.ns290 S3FIFO-0.5500-0.9000 cache size   182572, 9434426 req, miss ratio 0.7328, byte miss ratio 0.7328
cdn1_colo28.ns290 S3FIFO-0.5500-0.9000 cache size   608575, 9434426 req, miss ratio 0.6955, byte miss ratio 0.6955
cdn1_colo28.ns290 S3FIFO-0.5500-0.9000 cache size  1217151, 9434426 req, miss ratio 0.6715, byte miss ratio 0.6715
cdn1_colo28.ns290 S3FIFO-0.5500-0.9000 cache size  2434303, 9434426 req, miss ratio 0.6566, byte miss ratio 0.6566
cdn1_colo28.ns290 S3FIFO-0.5500-0.9000 cache size  4868606, 9434426 req, miss ratio 0.6456, byte miss ratio 0.6456
cdn1_colo28.ns290 S3FIFO-0.1500-1.9000 cache size     6085, 9434426 req, miss ratio 0.8123, byte miss ratio 0.8123
cdn1_colo28.ns290 S3FIFO-0.1500-1.9000 cache size    18257, 9434426 req, miss ratio 0.7868, byte miss ratio 0.7868
cdn1_colo28.ns290 S3FIFO-0.1500-1.9000 cache size    60857, 9434426 req, miss ratio 0.7573, byte miss ratio 0.7573
