io_traces.ns24 S3FIFO-0.8500-1.9000 cache size     1447, 37000000 req, miss ratio 0.2366, byte miss ratio 0.2366
io_traces.ns24 S3FIFO-0.8500-1.9000 cache size     4343, 37000000 req, miss ratio 0.2253, byte miss ratio 0.2253
io_traces.ns24 S3FIFO-0.8500-1.9000 cache size    14479, 37000000 req, miss ratio 0.1978, byte miss ratio 0.1978
io_traces.ns24 S3FIFO-0.8500-1.9000 cache size    43437, 37000000 req, miss ratio 0.1476, byte miss ratio 0.1476
io_traces.ns24 S3FIFO-0.8500-1.9000 cache size   144791, 37000000 req, miss ratio 0.0826, byte miss ratio 0.0826
io_traces.ns24 S3FIFO-0.8500-1.9000 cache size   289583, 37000000 req, miss ratio 0.0604, byte miss ratio 0.0604
io_traces.ns24 S3FIFO-0.8500-1.9000 cache size   579166, 37000000 req, miss ratio 0.0490, byte miss ratio 0.0490
io_traces.ns24 S3FIFO-0.8500-1.9000 cache size  1158332, 37000000 req, miss ratio 0.0403, byte miss ratio 0.0403
io_traces.ns24 S3FIFO-0.3500-0.9000 cache size     1447, 37000000 req, miss ratio 0.2309, byte miss ratio 0.2309
io_traces.ns24 S3FIFO-0.3500-0.9000 cache size     4343, 37000000 req, miss ratio 0.2074, byte miss ratio 0.2074
io_traces.ns24 S3FIFO-0.3500-0.9000 cache size    14479, 37000000 req, miss ratio 0.1909, byte miss ratio 0.1909
io_traces.ns24 S3FIFO-0.3500-0.9000 cache size    43437, 37000000 req, miss ratio 0.1555, byte miss ratio 0.1555
io_traces.ns24 S3FIFO-0.3500-0.9000 cache size   144791, 37000000 req, miss ratio 0.0797, byte miss ratio 0.0797
io_traces.ns24 S3FIFO-0.3500-0.9000 cache size   289583, 37000000 req, miss ratio 0.0555, byte miss ratio 0.0555
io_traces.ns24 S3FIFO-0.3500-0.9000 cache size   579166, 37000000 req, miss ratio 0.0481, byte miss ratio 0.0481
io_traces.ns24 S3FIFO-0.3500-0.9000 cache size  1158332, 37000000 req, miss ratio 0.0403, byte miss ratio 0.0403
io_traces.ns24 S3FIFO-0.0050-0.9000 cache size     1447, 37000000 req, miss ratio 0.2428, byte miss ratio 0.2428
io_traces.ns24 S3FIFO-0.0050-0.9000 cache size     4343, 37000000 req, miss ratio 0.2128, byte miss ratio 0.2128
io_traces.ns24 S3FIFO-0.0050-0.9000 cache size    14479, 37000000 req, miss ratio 0.1929, byte miss ratio 0.1929
io_traces.ns24 S3FIFO-0.0050-0.9000 cache size    43437, 37000000 req, miss ratio 0.1505, byte miss ratio 0.1505
io_traces.ns24 S3FIFO-0.0050-0.9000 cache size   144791, 37000000 req, miss ratio 0.0968, byte miss ratio 0.0968
io_traces.ns24 S3FIFO-0.0050-0.9000 cache size   289583, 37000000 req, miss ratio 0.0715, byte miss ratio 0.0715
