tencentBlock.ns12972 S3FIFO-0.5000-0.9000 cache size      403, 3656596 req, miss ratio 0.4838, byte miss ratio 0.4838
tencentBlock.ns12972 S3FIFO-0.5000-0.9000 cache size     1210, 3656596 req, miss ratio 0.4102, byte miss ratio 0.4102
tencentBlock.ns12972 S3FIFO-0.5000-0.9000 cache size     4036, 3656596 req, miss ratio 0.3058, byte miss ratio 0.3058
tencentBlock.ns12972 S3FIFO-0.5000-0.9000 cache size    12109, 3656596 req, miss ratio 0.2900, byte miss ratio 0.2900
tencentBlock.ns12972 S3FIFO-0.5000-0.9000 cache size    40364, 3656596 req, miss ratio 0.2363, byte miss ratio 0.2363
tencentBlock.ns12972 S3FIFO-0.5000-0.9000 cache size    80729, 3656596 req, miss ratio 0.1978, byte miss ratio 0.1978
tencentBlock.ns12972 S3FIFO-0.5000-0.9000 cache size   161459, 3656596 req, miss ratio 0.1288, byte miss ratio 0.1288
tencentBlock.ns12972 S3FIFO-0.5000-0.9000 cache size   322919, 3656596 req, miss ratio 0.1124, byte miss ratio 0.1124
tencentBlock.ns12972 S3FIFO-0.2500-0.9000 cache size      403, 3656596 req, miss ratio 0.4860, byte miss ratio 0.4860
tencentBlock.ns12972 S3FIFO-0.2500-0.9000 cache size     1210, 3656596 req, miss ratio 0.3861, byte miss ratio 0.3861
tencentBlock.ns12972 S3FIFO-0.2500-0.9000 cache size     4036, 3656596 req, miss ratio 0.3055, byte miss ratio 0.3055
tencentBlock.ns12972 S3FIFO-0.2500-0.9000 cache size    12109, 3656596 req, miss ratio 0.2768, byte miss ratio 0.2768
tencentBlock.ns12972 S3FIFO-0.2500-0.9000 cache size    40364, 3656596 req, miss ratio 0.2370, byte miss ratio 0.2370
tencentBlock.ns12972 S3FIFO-0.2500-0.9000 cache size    80729, 3656596 req, miss ratio 0.1851, byte miss ratio 0.1851
tencentBlock.ns12972 S3FIFO-0.2500-0.9000 cache size   161459, 3656596 req, miss ratio 0.1242, byte miss ratio 0.1242
tencentBlock.ns12972 S3FIFO-0.2500-0.9000 cache size   322919, 3656596 req, miss ratio 0.1113, byte miss ratio 0.1113
tencentBlock.ns12972 S3FIFO-0.8000-1.9000 cache size      403, 3656596 req, miss ratio 0.5404, byte miss ratio 0.5404
tencentBlock.ns12972 S3FIFO-0.8000-1.9000 cache size     1210, 3656596 req, miss ratio 0.4351, byte miss ratio 0.4351
