cdn1_allcolo.ns634 S3FIFO-0.5500-0.9000 cache size        9, 1132329 req, miss ratio 0.6426, byte miss ratio 0.6426
cdn1_allcolo.ns634 S3FIFO-0.5500-0.9000 cache size       31, 1132329 req, miss ratio 0.4356, byte miss ratio 0.4356
cdn1_allcolo.ns634 S3FIFO-0.5500-0.9000 cache size       95, 1132329 req, miss ratio 0.1592, byte miss ratio 0.1592
cdn1_allcolo.ns634 S3FIFO-0.5500-0.9000 cache size      319, 1132329 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_allcolo.ns634 S3FIFO-0.5500-0.9000 cache size      638, 1132329 req, miss ratio 0.0185, byte miss ratio 0.0185
cdn1_allcolo.ns634 S3FIFO-0.5500-0.9000 cache size     1276, 1132329 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns634 S3FIFO-0.5500-0.9000 cache size     2553, 1132329 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns634 S3FIFO-0.9000-0.9000 cache size        9, 1132329 req, miss ratio 0.7210, byte miss ratio 0.7210
cdn1_allcolo.ns634 S3FIFO-0.9000-0.9000 cache size       31, 1132329 req, miss ratio 0.4808, byte miss ratio 0.4808
cdn1_allcolo.ns634 S3FIFO-0.9000-0.9000 cache size       95, 1132329 req, miss ratio 0.1968, byte miss ratio 0.1968
cdn1_allcolo.ns634 S3FIFO-0.9000-0.9000 cache size      319, 1132329 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns634 S3FIFO-0.9000-0.9000 cache size      638, 1132329 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_allcolo.ns634 S3FIFO-0.9000-0.9000 cache size     1276, 1132329 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns634 S3FIFO-0.9000-0.9000 cache size     2553, 1132329 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns634 S3FIFO-0.3000-0.9000 cache size        9, 1132329 req, miss ratio 0.6178, byte miss ratio 0.6178
cdn1_allcolo.ns634 S3FIFO-0.3000-0.9000 cache size       31, 1132329 req, miss ratio 0.3986, byte miss ratio 0.3986
cdn1_allcolo.ns634 S3FIFO-0.3000-0.9000 cache size       95, 1132329 req, miss ratio 0.1317, byte miss ratio 0.1317
cdn1_allcolo.ns634 S3FIFO-0.3000-0.9000 cache size      319, 1132329 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns634 S3FIFO-0.3000-0.9000 cache size      638, 1132329 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_allcolo.ns634 S3FIFO-0.3000-0.9000 cache size     1276, 1132329 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_allcolo.ns634 S3FIFO-0.3000-0.9000 cache size     2553, 1132329 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns634 S3FIFO-0.5000-1.9000 cache size        9, 1132329 req, miss ratio 0.6534, byte miss ratio 0.6534
cdn1_allcolo.ns634 S3FIFO-0.5000-1.9000 cache size       31, 1132329 req, miss ratio 0.4330, byte miss ratio 0.4330
cdn1_allcolo.ns634 S3FIFO-0.5000-1.9000 cache size       95, 1132329 req, miss ratio 0.1523, byte miss ratio 0.1523
