io_traces.ns116 S3FIFO-0.3000-0.9000 cache size     8719, 14400000 req, miss ratio 0.8306, byte miss ratio 0.8306
io_traces.ns116 S3FIFO-0.3000-0.9000 cache size    26158, 14400000 req, miss ratio 0.8255, byte miss ratio 0.8255
io_traces.ns116 S3FIFO-0.3000-0.9000 cache size    87193, 14400000 req, miss ratio 0.7625, byte miss ratio 0.7625
io_traces.ns116 S3FIFO-0.3000-0.9000 cache size   261580, 14400000 req, miss ratio 0.7334, byte miss ratio 0.7334
io_traces.ns116 S3FIFO-0.3000-0.9000 cache size   871934, 14400000 req, miss ratio 0.7163, byte miss ratio 0.7163
io_traces.ns116 S3FIFO-0.3000-0.9000 cache size  1743869, 14400000 req, miss ratio 0.6986, byte miss ratio 0.6986
io_traces.ns116 S3FIFO-0.3000-0.9000 cache size  3487739, 14400000 req, miss ratio 0.6533, byte miss ratio 0.6533
io_traces.ns116 S3FIFO-0.3000-0.9000 cache size  6975479, 14400000 req, miss ratio 0.6120, byte miss ratio 0.6120
io_traces.ns116 S3FIFO-0.0500-1.9000 cache size     8719, 14400000 req, miss ratio 0.8287, byte miss ratio 0.8287
io_traces.ns116 S3FIFO-0.0500-1.9000 cache size    26158, 14400000 req, miss ratio 0.8158, byte miss ratio 0.8158
io_traces.ns116 S3FIFO-0.0500-1.9000 cache size    87193, 14400000 req, miss ratio 0.7421, byte miss ratio 0.7421
io_traces.ns116 S3FIFO-0.0500-1.9000 cache size   261580, 14400000 req, miss ratio 0.7328, byte miss ratio 0.7328
io_traces.ns116 S3FIFO-0.0500-1.9000 cache size   871934, 14400000 req, miss ratio 0.7050, byte miss ratio 0.7050
io_traces.ns116 S3FIFO-0.0500-1.9000 cache size  1743869, 14400000 req, miss ratio 0.6946, byte miss ratio 0.6946
io_traces.ns116 S3FIFO-0.0500-1.9000 cache size  3487739, 14400000 req, miss ratio 0.6533, byte miss ratio 0.6533
io_traces.ns116 S3FIFO-0.0500-1.9000 cache size  6975479, 14400000 req, miss ratio 0.6120, byte miss ratio 0.6120
io_traces.ns116 S3FIFO-0.7000-1.9000 cache size     8719, 14400000 req, miss ratio 0.8306, byte miss ratio 0.8306
io_traces.ns116 S3FIFO-0.7000-1.9000 cache size    26158, 14400000 req, miss ratio 0.8250, byte miss ratio 0.8250
