tencentBlock.ns11933 S3FIFO-0.0100-0.9000 cache size     2795, 50851711 req, miss ratio 0.7913, byte miss ratio 0.7913
tencentBlock.ns11933 S3FIFO-0.0100-0.9000 cache size     8386, 50851711 req, miss ratio 0.6889, byte miss ratio 0.6889
tencentBlock.ns11933 S3FIFO-0.0100-0.9000 cache size    27953, 50851711 req, miss ratio 0.5498, byte miss ratio 0.5498
tencentBlock.ns11933 S3FIFO-0.0100-0.9000 cache size    83861, 50851711 req, miss ratio 0.3734, byte miss ratio 0.3734
tencentBlock.ns11933 S3FIFO-0.0100-0.9000 cache size   279538, 50851711 req, miss ratio 0.1912, byte miss ratio 0.1912
tencentBlock.ns11933 S3FIFO-0.0100-0.9000 cache size   559077, 50851711 req, miss ratio 0.1171, byte miss ratio 0.1171
tencentBlock.ns11933 S3FIFO-0.0100-0.9000 cache size  1118155, 50851711 req, miss ratio 0.0765, byte miss ratio 0.0765
tencentBlock.ns11933 S3FIFO-0.0100-0.9000 cache size  2236310, 50851711 req, miss ratio 0.0577, byte miss ratio 0.0577
tencentBlock.ns11933 S3FIFO-0.0100-1.9000 cache size     2795, 50851711 req, miss ratio 0.7840, byte miss ratio 0.7840
tencentBlock.ns11933 S3FIFO-0.0100-1.9000 cache size     8386, 50851711 req, miss ratio 0.6866, byte miss ratio 0.6866
tencentBlock.ns11933 S3FIFO-0.0100-1.9000 cache size    27953, 50851711 req, miss ratio 0.5509, byte miss ratio 0.5509
tencentBlock.ns11933 S3FIFO-0.0100-1.9000 cache size    83861, 50851711 req, miss ratio 0.3770, byte miss ratio 0.3770
tencentBlock.ns11933 S3FIFO-0.0100-1.9000 cache size   279538, 50851711 req, miss ratio 0.1917, byte miss ratio 0.1917
tencentBlock.ns11933 S3FIFO-0.0100-1.9000 cache size   559077, 50851711 req, miss ratio 0.1171, byte miss ratio 0.1171
tencentBlock.ns11933 S3FIFO-0.0100-1.9000 cache size  1118155, 50851711 req, miss ratio 0.0765, byte miss ratio 0.0765
tencentBlock.ns11933 S3FIFO-0.0100-1.9000 cache size  2236310, 50851711 req, miss ratio 0.0577, byte miss ratio 0.0577
tencentBlock.ns11933 S3FIFO-0.4000-1.9000 cache size     2795, 50851711 req, miss ratio 0.7503, byte miss ratio 0.7503
tencentBlock.ns11933 S3FIFO-0.4000-1.9000 cache size     8386, 50851711 req, miss ratio 0.6510, byte miss ratio 0.6510
tencentBlock.ns11933 S3FIFO-0.4000-1.9000 cache size    27953, 50851711 req, miss ratio 0.5346, byte miss ratio 0.5346
tencentBlock.ns11933 S3FIFO-0.4000-1.9000 cache size    83861, 50851711 req, miss ratio 0.3878, byte miss ratio 0.3878
tencentBlock.ns11933 S3FIFO-0.4000-1.9000 cache size   279538, 50851711 req, miss ratio 0.1939, byte miss ratio 0.1939
tencentBlock.ns11933 S3FIFO-0.4000-1.9000 cache size   559077, 50851711 req, miss ratio 0.1237, byte miss ratio 0.1237
tencentBlock.ns11933 S3FIFO-0.4000-1.9000 cache size  1118155, 50851711 req, miss ratio 0.0766, byte miss ratio 0.0766
tencentBlock.ns11933 S3FIFO-0.4000-1.9000 cache size  2236310, 50851711 req, miss ratio 0.0576, byte miss ratio 0.0576
tencentBlock.ns11933 S3FIFO-0.1000-0.9000 cache size     2795, 50851711 req, miss ratio 0.7711, byte miss ratio 0.7711
tencentBlock.ns11933 S3FIFO-0.1000-0.9000 cache size     8386, 50851711 req, miss ratio 0.6540, byte miss ratio 0.6540
tencentBlock.ns11933 S3FIFO-0.1000-0.9000 cache size    27953, 50851711 req, miss ratio 0.5237, byte miss ratio 0.5237
tencentBlock.ns11933 S3FIFO-0.1000-0.9000 cache size    83861, 50851711 req, miss ratio 0.3647, byte miss ratio 0.3647
tencentBlock.ns11933 S3FIFO-0.1000-0.9000 cache size   279538, 50851711 req, miss ratio 0.1869, byte miss ratio 0.1869
tencentBlock.ns11933 S3FIFO-0.1000-0.9000 cache size   559077, 50851711 req, miss ratio 0.1146, byte miss ratio 0.1146
tencentBlock.ns11933 S3FIFO-0.1000-0.9000 cache size  1118155, 50851711 req, miss ratio 0.0753, byte miss ratio 0.0753
tencentBlock.ns11933 S3FIFO-0.1000-0.9000 cache size  2236310, 50851711 req, miss ratio 0.0574, byte miss ratio 0.0574
tencentBlock.ns11933 S3FIFO-0.6500-1.9000 cache size     2795, 50851711 req, miss ratio 0.7550, byte miss ratio 0.7550
tencentBlock.ns11933 S3FIFO-0.6500-1.9000 cache size     8386, 50851711 req, miss ratio 0.6684, byte miss ratio 0.6684
tencentBlock.ns11933 S3FIFO-0.6500-1.9000 cache size    27953, 50851711 req, miss ratio 0.5498, byte miss ratio 0.5498
tencentBlock.ns11933 S3FIFO-0.6500-1.9000 cache size    83861, 50851711 req, miss ratio 0.4017, byte miss ratio 0.4017
tencentBlock.ns11933 S3FIFO-0.6500-1.9000 cache size   279538, 50851711 req, miss ratio 0.2065, byte miss ratio 0.2065
tencentBlock.ns11933 S3FIFO-0.6500-1.9000 cache size   559077, 50851711 req, miss ratio 0.1325, byte miss ratio 0.1325
tencentBlock.ns11933 S3FIFO-0.6500-1.9000 cache size  1118155, 50851711 req, miss ratio 0.0820, byte miss ratio 0.0820
tencentBlock.ns11933 S3FIFO-0.6500-1.9000 cache size  2236310, 50851711 req, miss ratio 0.0586, byte miss ratio 0.0586
tencentBlock.ns11933 S3FIFO-0.3500-1.9000 cache size     2795, 50851711 req, miss ratio 0.7507, byte miss ratio 0.7507
tencentBlock.ns11933 S3FIFO-0.3500-1.9000 cache size     8386, 50851711 req, miss ratio 0.6485, byte miss ratio 0.6485
