cdn1_allcolo.ns28582 S3FIFO-0.1500-0.9000 cache size       67, 1331943 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns28582 S3FIFO-0.1500-0.9000 cache size      202, 1331943 req, miss ratio 0.0679, byte miss ratio 0.0679
cdn1_allcolo.ns28582 S3FIFO-0.1500-0.9000 cache size      676, 1331943 req, miss ratio 0.0517, byte miss ratio 0.0517
cdn1_allcolo.ns28582 S3FIFO-0.1500-0.9000 cache size     2028, 1331943 req, miss ratio 0.0509, byte miss ratio 0.0509
cdn1_allcolo.ns28582 S3FIFO-0.1500-0.9000 cache size     6762, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.1500-0.9000 cache size    13524, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.1500-0.9000 cache size    27048, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.1500-0.9000 cache size    54096, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.4000-0.9000 cache size       67, 1331943 req, miss ratio 0.1904, byte miss ratio 0.1904
cdn1_allcolo.ns28582 S3FIFO-0.4000-0.9000 cache size      202, 1331943 req, miss ratio 0.0787, byte miss ratio 0.0787
cdn1_allcolo.ns28582 S3FIFO-0.4000-0.9000 cache size      676, 1331943 req, miss ratio 0.0524, byte miss ratio 0.0524
cdn1_allcolo.ns28582 S3FIFO-0.4000-0.9000 cache size     2028, 1331943 req, miss ratio 0.0509, byte miss ratio 0.0509
cdn1_allcolo.ns28582 S3FIFO-0.4000-0.9000 cache size     6762, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.4000-0.9000 cache size    13524, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.4000-0.9000 cache size    27048, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.4000-0.9000 cache size    54096, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.1500-1.9000 cache size       67, 1331943 req, miss ratio 0.1753, byte miss ratio 0.1753
cdn1_allcolo.ns28582 S3FIFO-0.1500-1.9000 cache size      202, 1331943 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns28582 S3FIFO-0.1500-1.9000 cache size      676, 1331943 req, miss ratio 0.0517, byte miss ratio 0.0517
cdn1_allcolo.ns28582 S3FIFO-0.1500-1.9000 cache size     2028, 1331943 req, miss ratio 0.0509, byte miss ratio 0.0509
cdn1_allcolo.ns28582 S3FIFO-0.1500-1.9000 cache size     6762, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.1500-1.9000 cache size    13524, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.1500-1.9000 cache size    27048, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.1500-1.9000 cache size    54096, 1331943 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns28582 S3FIFO-0.0500-0.9000 cache size       67, 1331943 req, miss ratio 0.1653, byte miss ratio 0.1653
cdn1_allcolo.ns28582 S3FIFO-0.0500-0.9000 cache size      202, 1331943 req, miss ratio 0.0644, byte miss ratio 0.0644
