cdn1_colo28.ns553 S3FIFO-0.3000-0.9000 cache size     1268, 5438278 req, miss ratio 0.3818, byte miss ratio 0.3818
cdn1_colo28.ns553 S3FIFO-0.3000-0.9000 cache size     3805, 5438278 req, miss ratio 0.3785, byte miss ratio 0.3785
cdn1_colo28.ns553 S3FIFO-0.3000-0.9000 cache size    12685, 5438278 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns553 S3FIFO-0.3000-0.9000 cache size    38055, 5438278 req, miss ratio 0.3560, byte miss ratio 0.3560
cdn1_colo28.ns553 S3FIFO-0.3000-0.9000 cache size   126851, 5438278 req, miss ratio 0.2987, byte miss ratio 0.2987
cdn1_colo28.ns553 S3FIFO-0.3000-0.9000 cache size   253703, 5438278 req, miss ratio 0.2707, byte miss ratio 0.2707
cdn1_colo28.ns553 S3FIFO-0.3000-0.9000 cache size   507407, 5438278 req, miss ratio 0.2530, byte miss ratio 0.2530
cdn1_colo28.ns553 S3FIFO-0.3000-0.9000 cache size  1014815, 5438278 req, miss ratio 0.2377, byte miss ratio 0.2377
cdn1_colo28.ns553 S3FIFO-0.5500-0.9000 cache size     1268, 5438278 req, miss ratio 0.3824, byte miss ratio 0.3824
cdn1_colo28.ns553 S3FIFO-0.5500-0.9000 cache size     3805, 5438278 req, miss ratio 0.3788, byte miss ratio 0.3788
cdn1_colo28.ns553 S3FIFO-0.5500-0.9000 cache size    12685, 5438278 req, miss ratio 0.3722, byte miss ratio 0.3722
cdn1_colo28.ns553 S3FIFO-0.5500-0.9000 cache size    38055, 5438278 req, miss ratio 0.3586, byte miss ratio 0.3586
cdn1_colo28.ns553 S3FIFO-0.5500-0.9000 cache size   126851, 5438278 req, miss ratio 0.3099, byte miss ratio 0.3099
cdn1_colo28.ns553 S3FIFO-0.5500-0.9000 cache size   253703, 5438278 req, miss ratio 0.2752, byte miss ratio 0.2752
cdn1_colo28.ns553 S3FIFO-0.5500-0.9000 cache size   507407, 5438278 req, miss ratio 0.2546, byte miss ratio 0.2546
cdn1_colo28.ns553 S3FIFO-0.5500-0.9000 cache size  1014815, 5438278 req, miss ratio 0.2377, byte miss ratio 0.2377
cdn1_colo28.ns553 S3FIFO-0.6000-0.9000 cache size     1268, 5438278 req, miss ratio 0.3825, byte miss ratio 0.3825
cdn1_colo28.ns553 S3FIFO-0.6000-0.9000 cache size     3805, 5438278 req, miss ratio 0.3789, byte miss ratio 0.3789
cdn1_colo28.ns553 S3FIFO-0.6000-0.9000 cache size    12685, 5438278 req, miss ratio 0.3724, byte miss ratio 0.3724
cdn1_colo28.ns553 S3FIFO-0.6000-0.9000 cache size    38055, 5438278 req, miss ratio 0.3590, byte miss ratio 0.3590
cdn1_colo28.ns553 S3FIFO-0.6000-0.9000 cache size   126851, 5438278 req, miss ratio 0.3128, byte miss ratio 0.3128
cdn1_colo28.ns553 S3FIFO-0.6000-0.9000 cache size   253703, 5438278 req, miss ratio 0.2766, byte miss ratio 0.2766
