cdn1_allcolo.ns2570 S3FIFO-0.2500-1.9000 cache size      165, 2201694 req, miss ratio 0.1209, byte miss ratio 0.1209
cdn1_allcolo.ns2570 S3FIFO-0.2500-1.9000 cache size      497, 2201694 req, miss ratio 0.0957, byte miss ratio 0.0957
cdn1_allcolo.ns2570 S3FIFO-0.2500-1.9000 cache size     1659, 2201694 req, miss ratio 0.0813, byte miss ratio 0.0813
cdn1_allcolo.ns2570 S3FIFO-0.2500-1.9000 cache size     4977, 2201694 req, miss ratio 0.0772, byte miss ratio 0.0772
cdn1_allcolo.ns2570 S3FIFO-0.2500-1.9000 cache size    16591, 2201694 req, miss ratio 0.0762, byte miss ratio 0.0762
cdn1_allcolo.ns2570 S3FIFO-0.2500-1.9000 cache size    33182, 2201694 req, miss ratio 0.0758, byte miss ratio 0.0758
cdn1_allcolo.ns2570 S3FIFO-0.2500-1.9000 cache size    66365, 2201694 req, miss ratio 0.0755, byte miss ratio 0.0755
cdn1_allcolo.ns2570 S3FIFO-0.2500-1.9000 cache size   132731, 2201694 req, miss ratio 0.0754, byte miss ratio 0.0754
cdn1_allcolo.ns2570 S3FIFO-0.0500-0.9000 cache size      165, 2201694 req, miss ratio 0.1145, byte miss ratio 0.1145
cdn1_allcolo.ns2570 S3FIFO-0.0500-0.9000 cache size      497, 2201694 req, miss ratio 0.0923, byte miss ratio 0.0923
cdn1_allcolo.ns2570 S3FIFO-0.0500-0.9000 cache size     1659, 2201694 req, miss ratio 0.0807, byte miss ratio 0.0807
cdn1_allcolo.ns2570 S3FIFO-0.0500-0.9000 cache size     4977, 2201694 req, miss ratio 0.0775, byte miss ratio 0.0775
cdn1_allcolo.ns2570 S3FIFO-0.0500-0.9000 cache size    16591, 2201694 req, miss ratio 0.0763, byte miss ratio 0.0763
cdn1_allcolo.ns2570 S3FIFO-0.0500-0.9000 cache size    33182, 2201694 req, miss ratio 0.0758, byte miss ratio 0.0758
cdn1_allcolo.ns2570 S3FIFO-0.0500-0.9000 cache size    66365, 2201694 req, miss ratio 0.0755, byte miss ratio 0.0755
