cdn1_colo28.ns319 S3FIFO-0.6500-1.9000 cache size      367, 24744520 req, miss ratio 0.1429, byte miss ratio 0.1429
cdn1_colo28.ns319 S3FIFO-0.6500-1.9000 cache size     1103, 24744520 req, miss ratio 0.1087, byte miss ratio 0.1087
cdn1_colo28.ns319 S3FIFO-0.6500-1.9000 cache size     3678, 24744520 req, miss ratio 0.0738, byte miss ratio 0.0738
cdn1_colo28.ns319 S3FIFO-0.6500-1.9000 cache size    11036, 24744520 req, miss ratio 0.0506, byte miss ratio 0.0506
cdn1_colo28.ns319 S3FIFO-0.6500-1.9000 cache size    36788, 24744520 req, miss ratio 0.0335, byte miss ratio 0.0335
cdn1_colo28.ns319 S3FIFO-0.6500-1.9000 cache size    73576, 24744520 req, miss ratio 0.0253, byte miss ratio 0.0253
cdn1_colo28.ns319 S3FIFO-0.6500-1.9000 cache size   147153, 24744520 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_colo28.ns319 S3FIFO-0.6500-1.9000 cache size   294306, 24744520 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_colo28.ns319 S3FIFO-0.0100-0.9000 cache size      367, 24744520 req, miss ratio 0.1214, byte miss ratio 0.1214
cdn1_colo28.ns319 S3FIFO-0.0100-0.9000 cache size     1103, 24744520 req, miss ratio 0.0896, byte miss ratio 0.0896
cdn1_colo28.ns319 S3FIFO-0.0100-0.9000 cache size     3678, 24744520 req, miss ratio 0.0613, byte miss ratio 0.0613
cdn1_colo28.ns319 S3FIFO-0.0100-0.9000 cache size    11036, 24744520 req, miss ratio 0.0427, byte miss ratio 0.0427
cdn1_colo28.ns319 S3FIFO-0.0100-0.9000 cache size    36788, 24744520 req, miss ratio 0.0275, byte miss ratio 0.0275
cdn1_colo28.ns319 S3FIFO-0.0100-0.9000 cache size    73576, 24744520 req, miss ratio 0.0214, byte miss ratio 0.0214
cdn1_colo28.ns319 S3FIFO-0.0100-0.9000 cache size   147153, 24744520 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_colo28.ns319 S3FIFO-0.0100-0.9000 cache size   294306, 24744520 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_colo28.ns319 S3FIFO-0.6000-1.9000 cache size      367, 24744520 req, miss ratio 0.1405, byte miss ratio 0.1405
cdn1_colo28.ns319 S3FIFO-0.6000-1.9000 cache size     1103, 24744520 req, miss ratio 0.1067, byte miss ratio 0.1067
cdn1_colo28.ns319 S3FIFO-0.6000-1.9000 cache size     3678, 24744520 req, miss ratio 0.0723, byte miss ratio 0.0723
cdn1_colo28.ns319 S3FIFO-0.6000-1.9000 cache size    11036, 24744520 req, miss ratio 0.0496, byte miss ratio 0.0496
cdn1_colo28.ns319 S3FIFO-0.6000-1.9000 cache size    36788, 24744520 req, miss ratio 0.0329, byte miss ratio 0.0329
cdn1_colo28.ns319 S3FIFO-0.6000-1.9000 cache size    73576, 24744520 req, miss ratio 0.0252, byte miss ratio 0.0252
cdn1_colo28.ns319 S3FIFO-0.6000-1.9000 cache size   147153, 24744520 req, miss ratio 0.0186, byte miss ratio 0.0186
cdn1_colo28.ns319 S3FIFO-0.6000-1.9000 cache size   294306, 24744520 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_colo28.ns319 S3FIFO-0.1500-1.9000 cache size      367, 24744520 req, miss ratio 0.1255, byte miss ratio 0.1255
cdn1_colo28.ns319 S3FIFO-0.1500-1.9000 cache size     1103, 24744520 req, miss ratio 0.0929, byte miss ratio 0.0929
cdn1_colo28.ns319 S3FIFO-0.1500-1.9000 cache size     3678, 24744520 req, miss ratio 0.0627, byte miss ratio 0.0627
cdn1_colo28.ns319 S3FIFO-0.1500-1.9000 cache size    11036, 24744520 req, miss ratio 0.0432, byte miss ratio 0.0432
cdn1_colo28.ns319 S3FIFO-0.1500-1.9000 cache size    36788, 24744520 req, miss ratio 0.0289, byte miss ratio 0.0289
cdn1_colo28.ns319 S3FIFO-0.1500-1.9000 cache size    73576, 24744520 req, miss ratio 0.0218, byte miss ratio 0.0218
cdn1_colo28.ns319 S3FIFO-0.1500-1.9000 cache size   147153, 24744520 req, miss ratio 0.0174, byte miss ratio 0.0174
cdn1_colo28.ns319 S3FIFO-0.1500-1.9000 cache size   294306, 24744520 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_colo28.ns319 S3FIFO-0.0250-1.9000 cache size      367, 24744520 req, miss ratio 0.1228, byte miss ratio 0.1228
cdn1_colo28.ns319 S3FIFO-0.0250-1.9000 cache size     1103, 24744520 req, miss ratio 0.0905, byte miss ratio 0.0905
