cdn1_allcolo.ns3760 S3FIFO-0.0100-0.9000 cache size       83, 1751392 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3760 S3FIFO-0.0100-0.9000 cache size      250, 1751392 req, miss ratio 0.0953, byte miss ratio 0.0953
cdn1_allcolo.ns3760 S3FIFO-0.0100-0.9000 cache size      834, 1751392 req, miss ratio 0.0654, byte miss ratio 0.0654
cdn1_allcolo.ns3760 S3FIFO-0.0100-0.9000 cache size     2502, 1751392 req, miss ratio 0.0548, byte miss ratio 0.0548
cdn1_allcolo.ns3760 S3FIFO-0.0100-0.9000 cache size     8343, 1751392 req, miss ratio 0.0509, byte miss ratio 0.0509
cdn1_allcolo.ns3760 S3FIFO-0.0100-0.9000 cache size    16686, 1751392 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns3760 S3FIFO-0.0100-0.9000 cache size    33372, 1751392 req, miss ratio 0.0480, byte miss ratio 0.0480
cdn1_allcolo.ns3760 S3FIFO-0.0100-0.9000 cache size    66744, 1751392 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns3760 S3FIFO-0.0010-0.9000 cache size       83, 1751392 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3760 S3FIFO-0.0010-0.9000 cache size      250, 1751392 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3760 S3FIFO-0.0010-0.9000 cache size      834, 1751392 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3760 S3FIFO-0.0010-0.9000 cache size     2502, 1751392 req, miss ratio 0.0600, byte miss ratio 0.0600
cdn1_allcolo.ns3760 S3FIFO-0.0010-0.9000 cache size     8343, 1751392 req, miss ratio 0.0539, byte miss ratio 0.0539
cdn1_allcolo.ns3760 S3FIFO-0.0010-0.9000 cache size    16686, 1751392 req, miss ratio 0.0512, byte miss ratio 0.0512
cdn1_allcolo.ns3760 S3FIFO-0.0010-0.9000 cache size    33372, 1751392 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns3760 S3FIFO-0.0010-0.9000 cache size    66744, 1751392 req, miss ratio 0.0476, byte miss ratio 0.0476
