tencentBlock.ns3021 S3FIFO-0.1500-0.9000 cache size     2325, 45909002 req, miss ratio 0.7470, byte miss ratio 0.7470
tencentBlock.ns3021 S3FIFO-0.1500-0.9000 cache size     6976, 45909002 req, miss ratio 0.6346, byte miss ratio 0.6346
tencentBlock.ns3021 S3FIFO-0.1500-0.9000 cache size    23255, 45909002 req, miss ratio 0.5005, byte miss ratio 0.5005
tencentBlock.ns3021 S3FIFO-0.1500-0.9000 cache size    69767, 45909002 req, miss ratio 0.3764, byte miss ratio 0.3764
tencentBlock.ns3021 S3FIFO-0.1500-0.9000 cache size   232557, 45909002 req, miss ratio 0.1995, byte miss ratio 0.1995
tencentBlock.ns3021 S3FIFO-0.1500-0.9000 cache size   465114, 45909002 req, miss ratio 0.1172, byte miss ratio 0.1172
tencentBlock.ns3021 S3FIFO-0.1500-0.9000 cache size   930229, 45909002 req, miss ratio 0.0693, byte miss ratio 0.0693
tencentBlock.ns3021 S3FIFO-0.1500-0.9000 cache size  1860459, 45909002 req, miss ratio 0.0524, byte miss ratio 0.0524
tencentBlock.ns3021 S3FIFO-0.8000-0.9000 cache size     2325, 45909002 req, miss ratio 0.7528, byte miss ratio 0.7528
tencentBlock.ns3021 S3FIFO-0.8000-0.9000 cache size     6976, 45909002 req, miss ratio 0.6390, byte miss ratio 0.6390
tencentBlock.ns3021 S3FIFO-0.8000-0.9000 cache size    23255, 45909002 req, miss ratio 0.5282, byte miss ratio 0.5282
tencentBlock.ns3021 S3FIFO-0.8000-0.9000 cache size    69767, 45909002 req, miss ratio 0.4060, byte miss ratio 0.4060
tencentBlock.ns3021 S3FIFO-0.8000-0.9000 cache size   232557, 45909002 req, miss ratio 0.2310, byte miss ratio 0.2310
tencentBlock.ns3021 S3FIFO-0.8000-0.9000 cache size   465114, 45909002 req, miss ratio 0.1456, byte miss ratio 0.1456
tencentBlock.ns3021 S3FIFO-0.8000-0.9000 cache size   930229, 45909002 req, miss ratio 0.0827, byte miss ratio 0.0827
