cdn1_colo28.ns415 S3FIFO-0.8000-1.9000 cache size        9, 1189353 req, miss ratio 0.3458, byte miss ratio 0.3458
cdn1_colo28.ns415 S3FIFO-0.8000-1.9000 cache size       18, 1189353 req, miss ratio 0.0190, byte miss ratio 0.0190
cdn1_colo28.ns415 S3FIFO-0.8000-1.9000 cache size       36, 1189353 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns415 S3FIFO-0.8000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.6500-0.9000 cache size        9, 1189353 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns415 S3FIFO-0.6500-0.9000 cache size       18, 1189353 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_colo28.ns415 S3FIFO-0.6500-0.9000 cache size       36, 1189353 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns415 S3FIFO-0.6500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.7500-0.9000 cache size        9, 1189353 req, miss ratio 0.3598, byte miss ratio 0.3598
cdn1_colo28.ns415 S3FIFO-0.7500-0.9000 cache size       18, 1189353 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_colo28.ns415 S3FIFO-0.7500-0.9000 cache size       36, 1189353 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns415 S3FIFO-0.7500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0050-1.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0050-1.9000 cache size       18, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0050-1.9000 cache size       36, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0050-1.9000 cache size       73, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.9500-0.9000 cache size        9, 1189353 req, miss ratio 0.3416, byte miss ratio 0.3416
cdn1_colo28.ns415 S3FIFO-0.9500-0.9000 cache size       18, 1189353 req, miss ratio 0.0213, byte miss ratio 0.0213
cdn1_colo28.ns415 S3FIFO-0.9500-0.9000 cache size       36, 1189353 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns415 S3FIFO-0.9500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.6000-0.9000 cache size        9, 1189353 req, miss ratio 0.3713, byte miss ratio 0.3713
cdn1_colo28.ns415 S3FIFO-0.6000-0.9000 cache size       18, 1189353 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_colo28.ns415 S3FIFO-0.6000-0.9000 cache size       36, 1189353 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns415 S3FIFO-0.6000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.3500-1.9000 cache size        9, 1189353 req, miss ratio 0.3664, byte miss ratio 0.3664
cdn1_colo28.ns415 S3FIFO-0.3500-1.9000 cache size       18, 1189353 req, miss ratio 0.0121, byte miss ratio 0.0121
cdn1_colo28.ns415 S3FIFO-0.3500-1.9000 cache size       36, 1189353 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns415 S3FIFO-0.3500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.9500-1.9000 cache size        9, 1189353 req, miss ratio 0.3389, byte miss ratio 0.3389
cdn1_colo28.ns415 S3FIFO-0.9500-1.9000 cache size       18, 1189353 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_colo28.ns415 S3FIFO-0.9500-1.9000 cache size       36, 1189353 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns415 S3FIFO-0.9500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0050-0.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0050-0.9000 cache size       18, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0050-0.9000 cache size       36, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0050-0.9000 cache size       73, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.1000-1.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.1000-1.9000 cache size       18, 1189353 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns415 S3FIFO-0.1000-1.9000 cache size       36, 1189353 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns415 S3FIFO-0.1000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.4000-1.9000 cache size        9, 1189353 req, miss ratio 0.3664, byte miss ratio 0.3664
cdn1_colo28.ns415 S3FIFO-0.4000-1.9000 cache size       18, 1189353 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_colo28.ns415 S3FIFO-0.4000-1.9000 cache size       36, 1189353 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns415 S3FIFO-0.4000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0250-0.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0250-0.9000 cache size       18, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0250-0.9000 cache size       36, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0250-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.5000-1.9000 cache size        9, 1189353 req, miss ratio 0.3755, byte miss ratio 0.3755
cdn1_colo28.ns415 S3FIFO-0.5000-1.9000 cache size       18, 1189353 req, miss ratio 0.0147, byte miss ratio 0.0147
cdn1_colo28.ns415 S3FIFO-0.5000-1.9000 cache size       36, 1189353 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns415 S3FIFO-0.5000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.9000-1.9000 cache size        9, 1189353 req, miss ratio 0.3389, byte miss ratio 0.3389
cdn1_colo28.ns415 S3FIFO-0.9000-1.9000 cache size       18, 1189353 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_colo28.ns415 S3FIFO-0.9000-1.9000 cache size       36, 1189353 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns415 S3FIFO-0.9000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.3000-0.9000 cache size        9, 1189353 req, miss ratio 0.3390, byte miss ratio 0.3390
cdn1_colo28.ns415 S3FIFO-0.3000-0.9000 cache size       18, 1189353 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_colo28.ns415 S3FIFO-0.3000-0.9000 cache size       36, 1189353 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns415 S3FIFO-0.3000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.7500-1.9000 cache size        9, 1189353 req, miss ratio 0.3578, byte miss ratio 0.3578
cdn1_colo28.ns415 S3FIFO-0.7500-1.9000 cache size       18, 1189353 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_colo28.ns415 S3FIFO-0.7500-1.9000 cache size       36, 1189353 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns415 S3FIFO-0.7500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.8500-0.9000 cache size        9, 1189353 req, miss ratio 0.3477, byte miss ratio 0.3477
cdn1_colo28.ns415 S3FIFO-0.8500-0.9000 cache size       18, 1189353 req, miss ratio 0.0200, byte miss ratio 0.0200
cdn1_colo28.ns415 S3FIFO-0.8500-0.9000 cache size       36, 1189353 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns415 S3FIFO-0.8500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.2000-1.9000 cache size        9, 1189353 req, miss ratio 0.2981, byte miss ratio 0.2981
cdn1_colo28.ns415 S3FIFO-0.2000-1.9000 cache size       18, 1189353 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns415 S3FIFO-0.2000-1.9000 cache size       36, 1189353 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns415 S3FIFO-0.2000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.8000-0.9000 cache size        9, 1189353 req, miss ratio 0.3477, byte miss ratio 0.3477
cdn1_colo28.ns415 S3FIFO-0.8000-0.9000 cache size       18, 1189353 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_colo28.ns415 S3FIFO-0.8000-0.9000 cache size       36, 1189353 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns415 S3FIFO-0.8000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.3500-0.9000 cache size        9, 1189353 req, miss ratio 0.3646, byte miss ratio 0.3646
cdn1_colo28.ns415 S3FIFO-0.3500-0.9000 cache size       18, 1189353 req, miss ratio 0.0121, byte miss ratio 0.0121
cdn1_colo28.ns415 S3FIFO-0.3500-0.9000 cache size       36, 1189353 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns415 S3FIFO-0.3500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.2500-0.9000 cache size        9, 1189353 req, miss ratio 0.3390, byte miss ratio 0.3390
cdn1_colo28.ns415 S3FIFO-0.2500-0.9000 cache size       18, 1189353 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_colo28.ns415 S3FIFO-0.2500-0.9000 cache size       36, 1189353 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns415 S3FIFO-0.2500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0100-1.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0100-1.9000 cache size       18, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0100-1.9000 cache size       36, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0100-1.9000 cache size       73, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.6000-1.9000 cache size        9, 1189353 req, miss ratio 0.3701, byte miss ratio 0.3701
cdn1_colo28.ns415 S3FIFO-0.6000-1.9000 cache size       18, 1189353 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_colo28.ns415 S3FIFO-0.6000-1.9000 cache size       36, 1189353 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns415 S3FIFO-0.6000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.1500-1.9000 cache size        9, 1189353 req, miss ratio 0.2981, byte miss ratio 0.2981
cdn1_colo28.ns415 S3FIFO-0.1500-1.9000 cache size       18, 1189353 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns415 S3FIFO-0.1500-1.9000 cache size       36, 1189353 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns415 S3FIFO-0.1500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.1500-0.9000 cache size        9, 1189353 req, miss ratio 0.2946, byte miss ratio 0.2946
cdn1_colo28.ns415 S3FIFO-0.1500-0.9000 cache size       18, 1189353 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns415 S3FIFO-0.1500-0.9000 cache size       36, 1189353 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns415 S3FIFO-0.1500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.4500-0.9000 cache size        9, 1189353 req, miss ratio 0.3745, byte miss ratio 0.3745
cdn1_colo28.ns415 S3FIFO-0.4500-0.9000 cache size       18, 1189353 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns415 S3FIFO-0.4500-0.9000 cache size       36, 1189353 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns415 S3FIFO-0.4500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.2500-1.9000 cache size        9, 1189353 req, miss ratio 0.3420, byte miss ratio 0.3420
cdn1_colo28.ns415 S3FIFO-0.2500-1.9000 cache size       18, 1189353 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_colo28.ns415 S3FIFO-0.2500-1.9000 cache size       36, 1189353 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns415 S3FIFO-0.2500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0500-1.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0500-1.9000 cache size       18, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0500-1.9000 cache size       36, 1189353 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns415 S3FIFO-0.0500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.1000-0.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.1000-0.9000 cache size       18, 1189353 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns415 S3FIFO-0.1000-0.9000 cache size       36, 1189353 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns415 S3FIFO-0.1000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.2000-0.9000 cache size        9, 1189353 req, miss ratio 0.2946, byte miss ratio 0.2946
cdn1_colo28.ns415 S3FIFO-0.2000-0.9000 cache size       18, 1189353 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns415 S3FIFO-0.2000-0.9000 cache size       36, 1189353 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns415 S3FIFO-0.2000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.9900-1.9000 cache size        9, 1189353 req, miss ratio 0.3389, byte miss ratio 0.3389
cdn1_colo28.ns415 S3FIFO-0.9900-1.9000 cache size       18, 1189353 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_colo28.ns415 S3FIFO-0.9900-1.9000 cache size       36, 1189353 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns415 S3FIFO-0.9900-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.6500-1.9000 cache size        9, 1189353 req, miss ratio 0.3701, byte miss ratio 0.3701
cdn1_colo28.ns415 S3FIFO-0.6500-1.9000 cache size       18, 1189353 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_colo28.ns415 S3FIFO-0.6500-1.9000 cache size       36, 1189353 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns415 S3FIFO-0.6500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.8500-1.9000 cache size        9, 1189353 req, miss ratio 0.3458, byte miss ratio 0.3458
cdn1_colo28.ns415 S3FIFO-0.8500-1.9000 cache size       18, 1189353 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_colo28.ns415 S3FIFO-0.8500-1.9000 cache size       36, 1189353 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns415 S3FIFO-0.8500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.5000-0.9000 cache size        9, 1189353 req, miss ratio 0.3745, byte miss ratio 0.3745
cdn1_colo28.ns415 S3FIFO-0.5000-0.9000 cache size       18, 1189353 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_colo28.ns415 S3FIFO-0.5000-0.9000 cache size       36, 1189353 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns415 S3FIFO-0.5000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.5500-1.9000 cache size        9, 1189353 req, miss ratio 0.3755, byte miss ratio 0.3755
cdn1_colo28.ns415 S3FIFO-0.5500-1.9000 cache size       18, 1189353 req, miss ratio 0.0147, byte miss ratio 0.0147
cdn1_colo28.ns415 S3FIFO-0.5500-1.9000 cache size       36, 1189353 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns415 S3FIFO-0.5500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0100-0.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0100-0.9000 cache size       18, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0100-0.9000 cache size       36, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0100-0.9000 cache size       73, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.7000-1.9000 cache size        9, 1189353 req, miss ratio 0.3578, byte miss ratio 0.3578
cdn1_colo28.ns415 S3FIFO-0.7000-1.9000 cache size       18, 1189353 req, miss ratio 0.0174, byte miss ratio 0.0174
cdn1_colo28.ns415 S3FIFO-0.7000-1.9000 cache size       36, 1189353 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns415 S3FIFO-0.7000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0010-1.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0010-1.9000 cache size       18, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0010-1.9000 cache size       36, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0010-1.9000 cache size       73, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.4000-0.9000 cache size        9, 1189353 req, miss ratio 0.3646, byte miss ratio 0.3646
cdn1_colo28.ns415 S3FIFO-0.4000-0.9000 cache size       18, 1189353 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_colo28.ns415 S3FIFO-0.4000-0.9000 cache size       36, 1189353 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns415 S3FIFO-0.4000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.5500-0.9000 cache size        9, 1189353 req, miss ratio 0.3745, byte miss ratio 0.3745
cdn1_colo28.ns415 S3FIFO-0.5500-0.9000 cache size       18, 1189353 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_colo28.ns415 S3FIFO-0.5500-0.9000 cache size       36, 1189353 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns415 S3FIFO-0.5500-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.7000-0.9000 cache size        9, 1189353 req, miss ratio 0.3598, byte miss ratio 0.3598
cdn1_colo28.ns415 S3FIFO-0.7000-0.9000 cache size       18, 1189353 req, miss ratio 0.0175, byte miss ratio 0.0175
cdn1_colo28.ns415 S3FIFO-0.7000-0.9000 cache size       36, 1189353 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns415 S3FIFO-0.7000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.4500-1.9000 cache size        9, 1189353 req, miss ratio 0.3755, byte miss ratio 0.3755
cdn1_colo28.ns415 S3FIFO-0.4500-1.9000 cache size       18, 1189353 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns415 S3FIFO-0.4500-1.9000 cache size       36, 1189353 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns415 S3FIFO-0.4500-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.9000-0.9000 cache size        9, 1189353 req, miss ratio 0.3416, byte miss ratio 0.3416
cdn1_colo28.ns415 S3FIFO-0.9000-0.9000 cache size       18, 1189353 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_colo28.ns415 S3FIFO-0.9000-0.9000 cache size       36, 1189353 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns415 S3FIFO-0.9000-0.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0250-1.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0250-1.9000 cache size       18, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0250-1.9000 cache size       36, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.0250-1.9000 cache size       73, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns415 S3FIFO-0.3000-1.9000 cache size        9, 1189353 req, miss ratio 0.3420, byte miss ratio 0.3420
cdn1_colo28.ns415 S3FIFO-0.3000-1.9000 cache size       18, 1189353 req, miss ratio 0.0112, byte miss ratio 0.0112
cdn1_colo28.ns415 S3FIFO-0.3000-1.9000 cache size       36, 1189353 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns415 S3FIFO-0.3000-1.9000 cache size       73, 1189353 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns415 S3FIFO-0.0010-0.9000 cache size        9, 1189353 req, miss ratio 1.0000, byte miss ratio 1.0000
