cdn1_allcolo.ns3273 S3FIFO-0.2500-0.9000 cache size      759, 2345499 req, miss ratio 0.3301, byte miss ratio 0.3301
cdn1_allcolo.ns3273 S3FIFO-0.2500-0.9000 cache size     2277, 2345499 req, miss ratio 0.3277, byte miss ratio 0.3277
cdn1_allcolo.ns3273 S3FIFO-0.2500-0.9000 cache size     7592, 2345499 req, miss ratio 0.3261, byte miss ratio 0.3261
cdn1_allcolo.ns3273 S3FIFO-0.2500-0.9000 cache size    22776, 2345499 req, miss ratio 0.3255, byte miss ratio 0.3255
cdn1_allcolo.ns3273 S3FIFO-0.2500-0.9000 cache size    75921, 2345499 req, miss ratio 0.3245, byte miss ratio 0.3245
cdn1_allcolo.ns3273 S3FIFO-0.2500-0.9000 cache size   151842, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.2500-0.9000 cache size   303685, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.2500-0.9000 cache size   607370, 2345499 req, miss ratio 0.3237, byte miss ratio 0.3237
cdn1_allcolo.ns3273 S3FIFO-0.5000-0.9000 cache size      759, 2345499 req, miss ratio 0.3300, byte miss ratio 0.3300
cdn1_allcolo.ns3273 S3FIFO-0.5000-0.9000 cache size     2277, 2345499 req, miss ratio 0.3277, byte miss ratio 0.3277
cdn1_allcolo.ns3273 S3FIFO-0.5000-0.9000 cache size     7592, 2345499 req, miss ratio 0.3262, byte miss ratio 0.3262
cdn1_allcolo.ns3273 S3FIFO-0.5000-0.9000 cache size    22776, 2345499 req, miss ratio 0.3254, byte miss ratio 0.3254
cdn1_allcolo.ns3273 S3FIFO-0.5000-0.9000 cache size    75921, 2345499 req, miss ratio 0.3245, byte miss ratio 0.3245
cdn1_allcolo.ns3273 S3FIFO-0.5000-0.9000 cache size   151842, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.5000-0.9000 cache size   303685, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.5000-0.9000 cache size   607370, 2345499 req, miss ratio 0.3237, byte miss ratio 0.3237
cdn1_allcolo.ns3273 S3FIFO-0.4000-1.9000 cache size      759, 2345499 req, miss ratio 0.3298, byte miss ratio 0.3298
cdn1_allcolo.ns3273 S3FIFO-0.4000-1.9000 cache size     2277, 2345499 req, miss ratio 0.3275, byte miss ratio 0.3275
cdn1_allcolo.ns3273 S3FIFO-0.4000-1.9000 cache size     7592, 2345499 req, miss ratio 0.3260, byte miss ratio 0.3260
cdn1_allcolo.ns3273 S3FIFO-0.4000-1.9000 cache size    22776, 2345499 req, miss ratio 0.3254, byte miss ratio 0.3254
cdn1_allcolo.ns3273 S3FIFO-0.4000-1.9000 cache size    75921, 2345499 req, miss ratio 0.3245, byte miss ratio 0.3245
cdn1_allcolo.ns3273 S3FIFO-0.4000-1.9000 cache size   151842, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.4000-1.9000 cache size   303685, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.4000-1.9000 cache size   607370, 2345499 req, miss ratio 0.3237, byte miss ratio 0.3237
cdn1_allcolo.ns3273 S3FIFO-0.8500-1.9000 cache size      759, 2345499 req, miss ratio 0.3314, byte miss ratio 0.3314
cdn1_allcolo.ns3273 S3FIFO-0.8500-1.9000 cache size     2277, 2345499 req, miss ratio 0.3287, byte miss ratio 0.3287
cdn1_allcolo.ns3273 S3FIFO-0.8500-1.9000 cache size     7592, 2345499 req, miss ratio 0.3270, byte miss ratio 0.3270
cdn1_allcolo.ns3273 S3FIFO-0.8500-1.9000 cache size    22776, 2345499 req, miss ratio 0.3257, byte miss ratio 0.3257
cdn1_allcolo.ns3273 S3FIFO-0.8500-1.9000 cache size    75921, 2345499 req, miss ratio 0.3244, byte miss ratio 0.3244
cdn1_allcolo.ns3273 S3FIFO-0.8500-1.9000 cache size   151842, 2345499 req, miss ratio 0.3239, byte miss ratio 0.3239
cdn1_allcolo.ns3273 S3FIFO-0.8500-1.9000 cache size   303685, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.8500-1.9000 cache size   607370, 2345499 req, miss ratio 0.3237, byte miss ratio 0.3237
cdn1_allcolo.ns3273 S3FIFO-0.0010-1.9000 cache size      759, 2345499 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3273 S3FIFO-0.0010-1.9000 cache size     2277, 2345499 req, miss ratio 0.3336, byte miss ratio 0.3336
cdn1_allcolo.ns3273 S3FIFO-0.0010-1.9000 cache size     7592, 2345499 req, miss ratio 0.3288, byte miss ratio 0.3288
cdn1_allcolo.ns3273 S3FIFO-0.0010-1.9000 cache size    22776, 2345499 req, miss ratio 0.3266, byte miss ratio 0.3266
cdn1_allcolo.ns3273 S3FIFO-0.0010-1.9000 cache size    75921, 2345499 req, miss ratio 0.3245, byte miss ratio 0.3245
cdn1_allcolo.ns3273 S3FIFO-0.0010-1.9000 cache size   151842, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.0010-1.9000 cache size   303685, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.0010-1.9000 cache size   607370, 2345499 req, miss ratio 0.3237, byte miss ratio 0.3237
cdn1_allcolo.ns3273 S3FIFO-0.0050-1.9000 cache size      759, 2345499 req, miss ratio 0.3342, byte miss ratio 0.3342
cdn1_allcolo.ns3273 S3FIFO-0.0050-1.9000 cache size     2277, 2345499 req, miss ratio 0.3301, byte miss ratio 0.3301
cdn1_allcolo.ns3273 S3FIFO-0.0050-1.9000 cache size     7592, 2345499 req, miss ratio 0.3278, byte miss ratio 0.3278
cdn1_allcolo.ns3273 S3FIFO-0.0050-1.9000 cache size    22776, 2345499 req, miss ratio 0.3261, byte miss ratio 0.3261
cdn1_allcolo.ns3273 S3FIFO-0.0050-1.9000 cache size    75921, 2345499 req, miss ratio 0.3245, byte miss ratio 0.3245
cdn1_allcolo.ns3273 S3FIFO-0.0050-1.9000 cache size   151842, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.0050-1.9000 cache size   303685, 2345499 req, miss ratio 0.3238, byte miss ratio 0.3238
cdn1_allcolo.ns3273 S3FIFO-0.0050-1.9000 cache size   607370, 2345499 req, miss ratio 0.3237, byte miss ratio 0.3237
cdn1_allcolo.ns3273 S3FIFO-0.9000-1.9000 cache size      759, 2345499 req, miss ratio 0.3328, byte miss ratio 0.3328
cdn1_allcolo.ns3273 S3FIFO-0.9000-1.9000 cache size     2277, 2345499 req, miss ratio 0.3292, byte miss ratio 0.3292
