tencentBlock.ns18027 S3FIFO-0.2000-1.9000 cache size      281, 5535012 req, miss ratio 0.7285, byte miss ratio 0.7285
tencentBlock.ns18027 S3FIFO-0.2000-1.9000 cache size      844, 5535012 req, miss ratio 0.7020, byte miss ratio 0.7020
tencentBlock.ns18027 S3FIFO-0.2000-1.9000 cache size     2815, 5535012 req, miss ratio 0.6860, byte miss ratio 0.6860
tencentBlock.ns18027 S3FIFO-0.2000-1.9000 cache size     8445, 5535012 req, miss ratio 0.6006, byte miss ratio 0.6006
tencentBlock.ns18027 S3FIFO-0.2000-1.9000 cache size    28153, 5535012 req, miss ratio 0.1262, byte miss ratio 0.1262
tencentBlock.ns18027 S3FIFO-0.2000-1.9000 cache size    56306, 5535012 req, miss ratio 0.0931, byte miss ratio 0.0931
tencentBlock.ns18027 S3FIFO-0.2000-1.9000 cache size   112613, 5535012 req, miss ratio 0.0547, byte miss ratio 0.0547
tencentBlock.ns18027 S3FIFO-0.2000-1.9000 cache size   225226, 5535012 req, miss ratio 0.0509, byte miss ratio 0.0509
tencentBlock.ns18027 S3FIFO-0.4500-0.9000 cache size      281, 5535012 req, miss ratio 0.7420, byte miss ratio 0.7420
tencentBlock.ns18027 S3FIFO-0.4500-0.9000 cache size      844, 5535012 req, miss ratio 0.7054, byte miss ratio 0.7054
tencentBlock.ns18027 S3FIFO-0.4500-0.9000 cache size     2815, 5535012 req, miss ratio 0.6888, byte miss ratio 0.6888
tencentBlock.ns18027 S3FIFO-0.4500-0.9000 cache size     8445, 5535012 req, miss ratio 0.6743, byte miss ratio 0.6743
tencentBlock.ns18027 S3FIFO-0.4500-0.9000 cache size    28153, 5535012 req, miss ratio 0.1351, byte miss ratio 0.1351
tencentBlock.ns18027 S3FIFO-0.4500-0.9000 cache size    56306, 5535012 req, miss ratio 0.1010, byte miss ratio 0.1010
tencentBlock.ns18027 S3FIFO-0.4500-0.9000 cache size   112613, 5535012 req, miss ratio 0.0612, byte miss ratio 0.0612
tencentBlock.ns18027 S3FIFO-0.4500-0.9000 cache size   225226, 5535012 req, miss ratio 0.0509, byte miss ratio 0.0509
tencentBlock.ns18027 S3FIFO-0.7000-1.9000 cache size      281, 5535012 req, miss ratio 0.7535, byte miss ratio 0.7535
tencentBlock.ns18027 S3FIFO-0.7000-1.9000 cache size      844, 5535012 req, miss ratio 0.7116, byte miss ratio 0.7116
tencentBlock.ns18027 S3FIFO-0.7000-1.9000 cache size     2815, 5535012 req, miss ratio 0.6927, byte miss ratio 0.6927
tencentBlock.ns18027 S3FIFO-0.7000-1.9000 cache size     8445, 5535012 req, miss ratio 0.6654, byte miss ratio 0.6654
tencentBlock.ns18027 S3FIFO-0.7000-1.9000 cache size    28153, 5535012 req, miss ratio 0.1787, byte miss ratio 0.1787
tencentBlock.ns18027 S3FIFO-0.7000-1.9000 cache size    56306, 5535012 req, miss ratio 0.1061, byte miss ratio 0.1061
tencentBlock.ns18027 S3FIFO-0.7000-1.9000 cache size   112613, 5535012 req, miss ratio 0.0688, byte miss ratio 0.0688
tencentBlock.ns18027 S3FIFO-0.7000-1.9000 cache size   225226, 5535012 req, miss ratio 0.0521, byte miss ratio 0.0521
tencentBlock.ns18027 S3FIFO-0.9000-0.9000 cache size      281, 5535012 req, miss ratio 0.7742, byte miss ratio 0.7742
tencentBlock.ns18027 S3FIFO-0.9000-0.9000 cache size      844, 5535012 req, miss ratio 0.7271, byte miss ratio 0.7271
tencentBlock.ns18027 S3FIFO-0.9000-0.9000 cache size     2815, 5535012 req, miss ratio 0.7037, byte miss ratio 0.7037
tencentBlock.ns18027 S3FIFO-0.9000-0.9000 cache size     8445, 5535012 req, miss ratio 0.6913, byte miss ratio 0.6913
tencentBlock.ns18027 S3FIFO-0.9000-0.9000 cache size    28153, 5535012 req, miss ratio 0.2126, byte miss ratio 0.2126
tencentBlock.ns18027 S3FIFO-0.9000-0.9000 cache size    56306, 5535012 req, miss ratio 0.1267, byte miss ratio 0.1267
tencentBlock.ns18027 S3FIFO-0.9000-0.9000 cache size   112613, 5535012 req, miss ratio 0.0757, byte miss ratio 0.0757
tencentBlock.ns18027 S3FIFO-0.9000-0.9000 cache size   225226, 5535012 req, miss ratio 0.0566, byte miss ratio 0.0566
tencentBlock.ns18027 S3FIFO-0.6000-1.9000 cache size      281, 5535012 req, miss ratio 0.7488, byte miss ratio 0.7488
tencentBlock.ns18027 S3FIFO-0.6000-1.9000 cache size      844, 5535012 req, miss ratio 0.7087, byte miss ratio 0.7087
tencentBlock.ns18027 S3FIFO-0.6000-1.9000 cache size     2815, 5535012 req, miss ratio 0.6909, byte miss ratio 0.6909
tencentBlock.ns18027 S3FIFO-0.6000-1.9000 cache size     8445, 5535012 req, miss ratio 0.6830, byte miss ratio 0.6830
tencentBlock.ns18027 S3FIFO-0.6000-1.9000 cache size    28153, 5535012 req, miss ratio 0.1622, byte miss ratio 0.1622
tencentBlock.ns18027 S3FIFO-0.6000-1.9000 cache size    56306, 5535012 req, miss ratio 0.1040, byte miss ratio 0.1040
tencentBlock.ns18027 S3FIFO-0.6000-1.9000 cache size   112613, 5535012 req, miss ratio 0.0659, byte miss ratio 0.0659
tencentBlock.ns18027 S3FIFO-0.6000-1.9000 cache size   225226, 5535012 req, miss ratio 0.0510, byte miss ratio 0.0510
tencentBlock.ns18027 S3FIFO-0.6500-0.9000 cache size      281, 5535012 req, miss ratio 0.7505, byte miss ratio 0.7505
tencentBlock.ns18027 S3FIFO-0.6500-0.9000 cache size      844, 5535012 req, miss ratio 0.7096, byte miss ratio 0.7096
tencentBlock.ns18027 S3FIFO-0.6500-0.9000 cache size     2815, 5535012 req, miss ratio 0.6919, byte miss ratio 0.6919
tencentBlock.ns18027 S3FIFO-0.6500-0.9000 cache size     8445, 5535012 req, miss ratio 0.6800, byte miss ratio 0.6800
tencentBlock.ns18027 S3FIFO-0.6500-0.9000 cache size    28153, 5535012 req, miss ratio 0.1729, byte miss ratio 0.1729
tencentBlock.ns18027 S3FIFO-0.6500-0.9000 cache size    56306, 5535012 req, miss ratio 0.1049, byte miss ratio 0.1049
tencentBlock.ns18027 S3FIFO-0.6500-0.9000 cache size   112613, 5535012 req, miss ratio 0.0673, byte miss ratio 0.0673
tencentBlock.ns18027 S3FIFO-0.6500-0.9000 cache size   225226, 5535012 req, miss ratio 0.0515, byte miss ratio 0.0515
tencentBlock.ns18027 S3FIFO-0.5500-1.9000 cache size      281, 5535012 req, miss ratio 0.7468, byte miss ratio 0.7468
tencentBlock.ns18027 S3FIFO-0.5500-1.9000 cache size      844, 5535012 req, miss ratio 0.7076, byte miss ratio 0.7076
tencentBlock.ns18027 S3FIFO-0.5500-1.9000 cache size     2815, 5535012 req, miss ratio 0.6901, byte miss ratio 0.6901
tencentBlock.ns18027 S3FIFO-0.5500-1.9000 cache size     8445, 5535012 req, miss ratio 0.6824, byte miss ratio 0.6824
tencentBlock.ns18027 S3FIFO-0.5500-1.9000 cache size    28153, 5535012 req, miss ratio 0.1536, byte miss ratio 0.1536
tencentBlock.ns18027 S3FIFO-0.5500-1.9000 cache size    56306, 5535012 req, miss ratio 0.1028, byte miss ratio 0.1028
tencentBlock.ns18027 S3FIFO-0.5500-1.9000 cache size   112613, 5535012 req, miss ratio 0.0643, byte miss ratio 0.0643
