tencentBlock.ns5473 S3FIFO-0.9500-0.9000 cache size     5003, 37307337 req, miss ratio 0.4901, byte miss ratio 0.4901
tencentBlock.ns5473 S3FIFO-0.9500-0.9000 cache size    15011, 37307337 req, miss ratio 0.4296, byte miss ratio 0.4296
tencentBlock.ns5473 S3FIFO-0.9500-0.9000 cache size    50038, 37307337 req, miss ratio 0.3428, byte miss ratio 0.3428
tencentBlock.ns5473 S3FIFO-0.9500-0.9000 cache size   150114, 37307337 req, miss ratio 0.2500, byte miss ratio 0.2500
tencentBlock.ns5473 S3FIFO-0.9500-0.9000 cache size   500382, 37307337 req, miss ratio 0.1992, byte miss ratio 0.1992
tencentBlock.ns5473 S3FIFO-0.9500-0.9000 cache size  1000765, 37307337 req, miss ratio 0.1631, byte miss ratio 0.1631
tencentBlock.ns5473 S3FIFO-0.9500-0.9000 cache size  2001530, 37307337 req, miss ratio 0.1402, byte miss ratio 0.1402
tencentBlock.ns5473 S3FIFO-0.9500-0.9000 cache size  4003061, 37307337 req, miss ratio 0.1346, byte miss ratio 0.1346
tencentBlock.ns5473 S3FIFO-0.3000-0.9000 cache size     5003, 37307337 req, miss ratio 0.4551, byte miss ratio 0.4551
tencentBlock.ns5473 S3FIFO-0.3000-0.9000 cache size    15011, 37307337 req, miss ratio 0.4065, byte miss ratio 0.4065
tencentBlock.ns5473 S3FIFO-0.3000-0.9000 cache size    50038, 37307337 req, miss ratio 0.2660, byte miss ratio 0.2660
tencentBlock.ns5473 S3FIFO-0.3000-0.9000 cache size   150114, 37307337 req, miss ratio 0.2089, byte miss ratio 0.2089
tencentBlock.ns5473 S3FIFO-0.3000-0.9000 cache size   500382, 37307337 req, miss ratio 0.1872, byte miss ratio 0.1872
tencentBlock.ns5473 S3FIFO-0.3000-0.9000 cache size  1000765, 37307337 req, miss ratio 0.1583, byte miss ratio 0.1583
tencentBlock.ns5473 S3FIFO-0.3000-0.9000 cache size  2001530, 37307337 req, miss ratio 0.1415, byte miss ratio 0.1415
tencentBlock.ns5473 S3FIFO-0.3000-0.9000 cache size  4003061, 37307337 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns5473 S3FIFO-0.0100-1.9000 cache size     5003, 37307337 req, miss ratio 0.4667, byte miss ratio 0.4667
tencentBlock.ns5473 S3FIFO-0.0100-1.9000 cache size    15011, 37307337 req, miss ratio 0.4037, byte miss ratio 0.4037
tencentBlock.ns5473 S3FIFO-0.0100-1.9000 cache size    50038, 37307337 req, miss ratio 0.2318, byte miss ratio 0.2318
tencentBlock.ns5473 S3FIFO-0.0100-1.9000 cache size   150114, 37307337 req, miss ratio 0.2111, byte miss ratio 0.2111
tencentBlock.ns5473 S3FIFO-0.0100-1.9000 cache size   500382, 37307337 req, miss ratio 0.1888, byte miss ratio 0.1888
tencentBlock.ns5473 S3FIFO-0.0100-1.9000 cache size  1000765, 37307337 req, miss ratio 0.1633, byte miss ratio 0.1633
tencentBlock.ns5473 S3FIFO-0.0100-1.9000 cache size  2001530, 37307337 req, miss ratio 0.1461, byte miss ratio 0.1461
tencentBlock.ns5473 S3FIFO-0.0100-1.9000 cache size  4003061, 37307337 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns5473 S3FIFO-0.1000-1.9000 cache size     5003, 37307337 req, miss ratio 0.4529, byte miss ratio 0.4529
tencentBlock.ns5473 S3FIFO-0.1000-1.9000 cache size    15011, 37307337 req, miss ratio 0.3997, byte miss ratio 0.3997
tencentBlock.ns5473 S3FIFO-0.1000-1.9000 cache size    50038, 37307337 req, miss ratio 0.2373, byte miss ratio 0.2373
tencentBlock.ns5473 S3FIFO-0.1000-1.9000 cache size   150114, 37307337 req, miss ratio 0.2097, byte miss ratio 0.2097
tencentBlock.ns5473 S3FIFO-0.1000-1.9000 cache size   500382, 37307337 req, miss ratio 0.1874, byte miss ratio 0.1874
tencentBlock.ns5473 S3FIFO-0.1000-1.9000 cache size  1000765, 37307337 req, miss ratio 0.1597, byte miss ratio 0.1597
tencentBlock.ns5473 S3FIFO-0.1000-1.9000 cache size  2001530, 37307337 req, miss ratio 0.1438, byte miss ratio 0.1438
tencentBlock.ns5473 S3FIFO-0.1000-1.9000 cache size  4003061, 37307337 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns5473 S3FIFO-0.7000-1.9000 cache size     5003, 37307337 req, miss ratio 0.4653, byte miss ratio 0.4653
tencentBlock.ns5473 S3FIFO-0.7000-1.9000 cache size    15011, 37307337 req, miss ratio 0.4177, byte miss ratio 0.4177
tencentBlock.ns5473 S3FIFO-0.7000-1.9000 cache size    50038, 37307337 req, miss ratio 0.3214, byte miss ratio 0.3214
tencentBlock.ns5473 S3FIFO-0.7000-1.9000 cache size   150114, 37307337 req, miss ratio 0.2153, byte miss ratio 0.2153
tencentBlock.ns5473 S3FIFO-0.7000-1.9000 cache size   500382, 37307337 req, miss ratio 0.1913, byte miss ratio 0.1913
tencentBlock.ns5473 S3FIFO-0.7000-1.9000 cache size  1000765, 37307337 req, miss ratio 0.1592, byte miss ratio 0.1592
tencentBlock.ns5473 S3FIFO-0.7000-1.9000 cache size  2001530, 37307337 req, miss ratio 0.1388, byte miss ratio 0.1388
tencentBlock.ns5473 S3FIFO-0.7000-1.9000 cache size  4003061, 37307337 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns5473 S3FIFO-0.3500-1.9000 cache size     5003, 37307337 req, miss ratio 0.4548, byte miss ratio 0.4548
tencentBlock.ns5473 S3FIFO-0.3500-1.9000 cache size    15011, 37307337 req, miss ratio 0.4073, byte miss ratio 0.4073
tencentBlock.ns5473 S3FIFO-0.3500-1.9000 cache size    50038, 37307337 req, miss ratio 0.2758, byte miss ratio 0.2758
tencentBlock.ns5473 S3FIFO-0.3500-1.9000 cache size   150114, 37307337 req, miss ratio 0.2087, byte miss ratio 0.2087
tencentBlock.ns5473 S3FIFO-0.3500-1.9000 cache size   500382, 37307337 req, miss ratio 0.1880, byte miss ratio 0.1880
tencentBlock.ns5473 S3FIFO-0.3500-1.9000 cache size  1000765, 37307337 req, miss ratio 0.1584, byte miss ratio 0.1584
tencentBlock.ns5473 S3FIFO-0.3500-1.9000 cache size  2001530, 37307337 req, miss ratio 0.1405, byte miss ratio 0.1405
tencentBlock.ns5473 S3FIFO-0.3500-1.9000 cache size  4003061, 37307337 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns5473 S3FIFO-0.0010-1.9000 cache size     5003, 37307337 req, miss ratio 0.4984, byte miss ratio 0.4984
tencentBlock.ns5473 S3FIFO-0.0010-1.9000 cache size    15011, 37307337 req, miss ratio 0.4332, byte miss ratio 0.4332
tencentBlock.ns5473 S3FIFO-0.0010-1.9000 cache size    50038, 37307337 req, miss ratio 0.2453, byte miss ratio 0.2453
tencentBlock.ns5473 S3FIFO-0.0010-1.9000 cache size   150114, 37307337 req, miss ratio 0.2145, byte miss ratio 0.2145
tencentBlock.ns5473 S3FIFO-0.0010-1.9000 cache size   500382, 37307337 req, miss ratio 0.1903, byte miss ratio 0.1903
tencentBlock.ns5473 S3FIFO-0.0010-1.9000 cache size  1000765, 37307337 req, miss ratio 0.1644, byte miss ratio 0.1644
tencentBlock.ns5473 S3FIFO-0.0010-1.9000 cache size  2001530, 37307337 req, miss ratio 0.1466, byte miss ratio 0.1466
tencentBlock.ns5473 S3FIFO-0.0010-1.9000 cache size  4003061, 37307337 req, miss ratio 0.1343, byte miss ratio 0.1343
