io_traces.ns190 S3FIFO-0.3000-1.9000 cache size     3748, 37600000 req, miss ratio 0.2690, byte miss ratio 0.2690
io_traces.ns190 S3FIFO-0.3000-1.9000 cache size    11244, 37600000 req, miss ratio 0.1911, byte miss ratio 0.1911
io_traces.ns190 S3FIFO-0.3000-1.9000 cache size    37480, 37600000 req, miss ratio 0.1423, byte miss ratio 0.1423
io_traces.ns190 S3FIFO-0.3000-1.9000 cache size   112442, 37600000 req, miss ratio 0.1250, byte miss ratio 0.1250
io_traces.ns190 S3FIFO-0.3000-1.9000 cache size   374808, 37600000 req, miss ratio 0.1115, byte miss ratio 0.1115
io_traces.ns190 S3FIFO-0.3000-1.9000 cache size   749616, 37600000 req, miss ratio 0.1090, byte miss ratio 0.1090
io_traces.ns190 S3FIFO-0.3000-1.9000 cache size  1499232, 37600000 req, miss ratio 0.1046, byte miss ratio 0.1046
io_traces.ns190 S3FIFO-0.3000-1.9000 cache size  2998465, 37600000 req, miss ratio 0.1002, byte miss ratio 0.1002
io_traces.ns190 S3FIFO-0.9000-0.9000 cache size     3748, 37600000 req, miss ratio 0.3203, byte miss ratio 0.3203
io_traces.ns190 S3FIFO-0.9000-0.9000 cache size    11244, 37600000 req, miss ratio 0.1998, byte miss ratio 0.1998
io_traces.ns190 S3FIFO-0.9000-0.9000 cache size    37480, 37600000 req, miss ratio 0.1385, byte miss ratio 0.1385
io_traces.ns190 S3FIFO-0.9000-0.9000 cache size   112442, 37600000 req, miss ratio 0.1308, byte miss ratio 0.1308
io_traces.ns190 S3FIFO-0.9000-0.9000 cache size   374808, 37600000 req, miss ratio 0.1180, byte miss ratio 0.1180
io_traces.ns190 S3FIFO-0.9000-0.9000 cache size   749616, 37600000 req, miss ratio 0.1119, byte miss ratio 0.1119
io_traces.ns190 S3FIFO-0.9000-0.9000 cache size  1499232, 37600000 req, miss ratio 0.1057, byte miss ratio 0.1057
io_traces.ns190 S3FIFO-0.9000-0.9000 cache size  2998465, 37600000 req, miss ratio 0.1006, byte miss ratio 0.1006
io_traces.ns190 S3FIFO-0.6000-0.9000 cache size     3748, 37600000 req, miss ratio 0.2712, byte miss ratio 0.2712
io_traces.ns190 S3FIFO-0.6000-0.9000 cache size    11244, 37600000 req, miss ratio 0.1906, byte miss ratio 0.1906
io_traces.ns190 S3FIFO-0.6000-0.9000 cache size    37480, 37600000 req, miss ratio 0.1389, byte miss ratio 0.1389
io_traces.ns190 S3FIFO-0.6000-0.9000 cache size   112442, 37600000 req, miss ratio 0.1291, byte miss ratio 0.1291
io_traces.ns190 S3FIFO-0.6000-0.9000 cache size   374808, 37600000 req, miss ratio 0.1124, byte miss ratio 0.1124
io_traces.ns190 S3FIFO-0.6000-0.9000 cache size   749616, 37600000 req, miss ratio 0.1095, byte miss ratio 0.1095
io_traces.ns190 S3FIFO-0.6000-0.9000 cache size  1499232, 37600000 req, miss ratio 0.1048, byte miss ratio 0.1048
io_traces.ns190 S3FIFO-0.6000-0.9000 cache size  2998465, 37600000 req, miss ratio 0.1000, byte miss ratio 0.1000
io_traces.ns190 S3FIFO-0.8500-1.9000 cache size     3748, 37600000 req, miss ratio 0.3115, byte miss ratio 0.3115
