tencentBlock.ns15421 S3FIFO-0.0050-0.9000 cache size      872, 9250912 req, miss ratio 0.4935, byte miss ratio 0.4935
tencentBlock.ns15421 S3FIFO-0.0050-0.9000 cache size     2616, 9250912 req, miss ratio 0.4143, byte miss ratio 0.4143
tencentBlock.ns15421 S3FIFO-0.0050-0.9000 cache size     8720, 9250912 req, miss ratio 0.3422, byte miss ratio 0.3422
tencentBlock.ns15421 S3FIFO-0.0050-0.9000 cache size    26160, 9250912 req, miss ratio 0.3088, byte miss ratio 0.3088
tencentBlock.ns15421 S3FIFO-0.0050-0.9000 cache size    87201, 9250912 req, miss ratio 0.2668, byte miss ratio 0.2668
tencentBlock.ns15421 S3FIFO-0.0050-0.9000 cache size   174402, 9250912 req, miss ratio 0.2051, byte miss ratio 0.2051
tencentBlock.ns15421 S3FIFO-0.0050-0.9000 cache size   348805, 9250912 req, miss ratio 0.1146, byte miss ratio 0.1146
tencentBlock.ns15421 S3FIFO-0.0050-0.9000 cache size   697610, 9250912 req, miss ratio 0.0953, byte miss ratio 0.0953
tencentBlock.ns15421 S3FIFO-0.4500-1.9000 cache size      872, 9250912 req, miss ratio 0.4791, byte miss ratio 0.4791
tencentBlock.ns15421 S3FIFO-0.4500-1.9000 cache size     2616, 9250912 req, miss ratio 0.3850, byte miss ratio 0.3850
tencentBlock.ns15421 S3FIFO-0.4500-1.9000 cache size     8720, 9250912 req, miss ratio 0.3153, byte miss ratio 0.3153
tencentBlock.ns15421 S3FIFO-0.4500-1.9000 cache size    26160, 9250912 req, miss ratio 0.2777, byte miss ratio 0.2777
tencentBlock.ns15421 S3FIFO-0.4500-1.9000 cache size    87201, 9250912 req, miss ratio 0.2443, byte miss ratio 0.2443
tencentBlock.ns15421 S3FIFO-0.4500-1.9000 cache size   174402, 9250912 req, miss ratio 0.2031, byte miss ratio 0.2031
tencentBlock.ns15421 S3FIFO-0.4500-1.9000 cache size   348805, 9250912 req, miss ratio 0.1211, byte miss ratio 0.1211
tencentBlock.ns15421 S3FIFO-0.4500-1.9000 cache size   697610, 9250912 req, miss ratio 0.0956, byte miss ratio 0.0956
tencentBlock.ns15421 S3FIFO-0.4500-0.9000 cache size      872, 9250912 req, miss ratio 0.4769, byte miss ratio 0.4769
tencentBlock.ns15421 S3FIFO-0.4500-0.9000 cache size     2616, 9250912 req, miss ratio 0.3846, byte miss ratio 0.3846
tencentBlock.ns15421 S3FIFO-0.4500-0.9000 cache size     8720, 9250912 req, miss ratio 0.3148, byte miss ratio 0.3148
tencentBlock.ns15421 S3FIFO-0.4500-0.9000 cache size    26160, 9250912 req, miss ratio 0.2780, byte miss ratio 0.2780
tencentBlock.ns15421 S3FIFO-0.4500-0.9000 cache size    87201, 9250912 req, miss ratio 0.2436, byte miss ratio 0.2436
tencentBlock.ns15421 S3FIFO-0.4500-0.9000 cache size   174402, 9250912 req, miss ratio 0.2031, byte miss ratio 0.2031
tencentBlock.ns15421 S3FIFO-0.4500-0.9000 cache size   348805, 9250912 req, miss ratio 0.1211, byte miss ratio 0.1211
tencentBlock.ns15421 S3FIFO-0.4500-0.9000 cache size   697610, 9250912 req, miss ratio 0.0956, byte miss ratio 0.0956
tencentBlock.ns15421 S3FIFO-0.6000-0.9000 cache size      872, 9250912 req, miss ratio 0.4977, byte miss ratio 0.4977
tencentBlock.ns15421 S3FIFO-0.6000-0.9000 cache size     2616, 9250912 req, miss ratio 0.3911, byte miss ratio 0.3911
tencentBlock.ns15421 S3FIFO-0.6000-0.9000 cache size     8720, 9250912 req, miss ratio 0.3189, byte miss ratio 0.3189
tencentBlock.ns15421 S3FIFO-0.6000-0.9000 cache size    26160, 9250912 req, miss ratio 0.2802, byte miss ratio 0.2802
