cdn1_colo28.ns303 S3FIFO-0.0500-1.9000 cache size       74, 27003402 req, miss ratio 0.8153, byte miss ratio 0.8153
cdn1_colo28.ns303 S3FIFO-0.0500-1.9000 cache size      222, 27003402 req, miss ratio 0.7124, byte miss ratio 0.7124
cdn1_colo28.ns303 S3FIFO-0.0500-1.9000 cache size      741, 27003402 req, miss ratio 0.4768, byte miss ratio 0.4768
cdn1_colo28.ns303 S3FIFO-0.0500-1.9000 cache size     2224, 27003402 req, miss ratio 0.2520, byte miss ratio 0.2520
cdn1_colo28.ns303 S3FIFO-0.0500-1.9000 cache size     7415, 27003402 req, miss ratio 0.0514, byte miss ratio 0.0514
cdn1_colo28.ns303 S3FIFO-0.0500-1.9000 cache size    14831, 27003402 req, miss ratio 0.0241, byte miss ratio 0.0241
cdn1_colo28.ns303 S3FIFO-0.0500-1.9000 cache size    29662, 27003402 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns303 S3FIFO-0.0500-1.9000 cache size    59324, 27003402 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns303 S3FIFO-0.2500-0.9000 cache size       74, 27003402 req, miss ratio 0.8257, byte miss ratio 0.8257
cdn1_colo28.ns303 S3FIFO-0.2500-0.9000 cache size      222, 27003402 req, miss ratio 0.6664, byte miss ratio 0.6664
cdn1_colo28.ns303 S3FIFO-0.2500-0.9000 cache size      741, 27003402 req, miss ratio 0.4559, byte miss ratio 0.4559
cdn1_colo28.ns303 S3FIFO-0.2500-0.9000 cache size     2224, 27003402 req, miss ratio 0.2436, byte miss ratio 0.2436
cdn1_colo28.ns303 S3FIFO-0.2500-0.9000 cache size     7415, 27003402 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_colo28.ns303 S3FIFO-0.2500-0.9000 cache size    14831, 27003402 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_colo28.ns303 S3FIFO-0.2500-0.9000 cache size    29662, 27003402 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_colo28.ns303 S3FIFO-0.2500-0.9000 cache size    59324, 27003402 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns303 S3FIFO-0.1500-1.9000 cache size       74, 27003402 req, miss ratio 0.8186, byte miss ratio 0.8186
cdn1_colo28.ns303 S3FIFO-0.1500-1.9000 cache size      222, 27003402 req, miss ratio 0.6828, byte miss ratio 0.6828
cdn1_colo28.ns303 S3FIFO-0.1500-1.9000 cache size      741, 27003402 req, miss ratio 0.4589, byte miss ratio 0.4589
cdn1_colo28.ns303 S3FIFO-0.1500-1.9000 cache size     2224, 27003402 req, miss ratio 0.2461, byte miss ratio 0.2461
cdn1_colo28.ns303 S3FIFO-0.1500-1.9000 cache size     7415, 27003402 req, miss ratio 0.0456, byte miss ratio 0.0456
cdn1_colo28.ns303 S3FIFO-0.1500-1.9000 cache size    14831, 27003402 req, miss ratio 0.0211, byte miss ratio 0.0211
cdn1_colo28.ns303 S3FIFO-0.1500-1.9000 cache size    29662, 27003402 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns303 S3FIFO-0.1500-1.9000 cache size    59324, 27003402 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns303 S3FIFO-0.4500-0.9000 cache size       74, 27003402 req, miss ratio 0.8099, byte miss ratio 0.8099
cdn1_colo28.ns303 S3FIFO-0.4500-0.9000 cache size      222, 27003402 req, miss ratio 0.6479, byte miss ratio 0.6479
cdn1_colo28.ns303 S3FIFO-0.4500-0.9000 cache size      741, 27003402 req, miss ratio 0.4604, byte miss ratio 0.4604
cdn1_colo28.ns303 S3FIFO-0.4500-0.9000 cache size     2224, 27003402 req, miss ratio 0.2424, byte miss ratio 0.2424
cdn1_colo28.ns303 S3FIFO-0.4500-0.9000 cache size     7415, 27003402 req, miss ratio 0.0408, byte miss ratio 0.0408
cdn1_colo28.ns303 S3FIFO-0.4500-0.9000 cache size    14831, 27003402 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns303 S3FIFO-0.4500-0.9000 cache size    29662, 27003402 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_colo28.ns303 S3FIFO-0.4500-0.9000 cache size    59324, 27003402 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns303 S3FIFO-0.6500-0.9000 cache size       74, 27003402 req, miss ratio 0.8028, byte miss ratio 0.8028
