tencentBlock.ns3542 S3FIFO-0.1500-0.9000 cache size      132, 1103925 req, miss ratio 0.5341, byte miss ratio 0.5341
tencentBlock.ns3542 S3FIFO-0.1500-0.9000 cache size      396, 1103925 req, miss ratio 0.5203, byte miss ratio 0.5203
tencentBlock.ns3542 S3FIFO-0.1500-0.9000 cache size     1321, 1103925 req, miss ratio 0.5174, byte miss ratio 0.5174
tencentBlock.ns3542 S3FIFO-0.1500-0.9000 cache size     3965, 1103925 req, miss ratio 0.5168, byte miss ratio 0.5168
tencentBlock.ns3542 S3FIFO-0.1500-0.9000 cache size    13219, 1103925 req, miss ratio 0.5093, byte miss ratio 0.5093
tencentBlock.ns3542 S3FIFO-0.1500-0.9000 cache size    26439, 1103925 req, miss ratio 0.4325, byte miss ratio 0.4325
tencentBlock.ns3542 S3FIFO-0.1500-0.9000 cache size    52878, 1103925 req, miss ratio 0.3764, byte miss ratio 0.3764
tencentBlock.ns3542 S3FIFO-0.1500-0.9000 cache size   105756, 1103925 req, miss ratio 0.1522, byte miss ratio 0.1522
tencentBlock.ns3542 S3FIFO-0.9000-0.9000 cache size      132, 1103925 req, miss ratio 0.5920, byte miss ratio 0.5920
tencentBlock.ns3542 S3FIFO-0.9000-0.9000 cache size      396, 1103925 req, miss ratio 0.5319, byte miss ratio 0.5319
tencentBlock.ns3542 S3FIFO-0.9000-0.9000 cache size     1321, 1103925 req, miss ratio 0.5212, byte miss ratio 0.5212
tencentBlock.ns3542 S3FIFO-0.9000-0.9000 cache size     3965, 1103925 req, miss ratio 0.5174, byte miss ratio 0.5174
tencentBlock.ns3542 S3FIFO-0.9000-0.9000 cache size    13219, 1103925 req, miss ratio 0.5168, byte miss ratio 0.5168
tencentBlock.ns3542 S3FIFO-0.9000-0.9000 cache size    26439, 1103925 req, miss ratio 0.4617, byte miss ratio 0.4617
tencentBlock.ns3542 S3FIFO-0.9000-0.9000 cache size    52878, 1103925 req, miss ratio 0.3516, byte miss ratio 0.3516
tencentBlock.ns3542 S3FIFO-0.9000-0.9000 cache size   105756, 1103925 req, miss ratio 0.1830, byte miss ratio 0.1830
tencentBlock.ns3542 S3FIFO-0.0100-0.9000 cache size      132, 1103925 req, miss ratio 0.6005, byte miss ratio 0.6005
tencentBlock.ns3542 S3FIFO-0.0100-0.9000 cache size      396, 1103925 req, miss ratio 0.5759, byte miss ratio 0.5759
tencentBlock.ns3542 S3FIFO-0.0100-0.9000 cache size     1321, 1103925 req, miss ratio 0.5208, byte miss ratio 0.5208
