cdn1_colo28.ns777 S3FIFO-0.2000-0.9000 cache size        9, 4859764 req, miss ratio 0.5505, byte miss ratio 0.5505
cdn1_colo28.ns777 S3FIFO-0.2000-0.9000 cache size       28, 4859764 req, miss ratio 0.3773, byte miss ratio 0.3773
cdn1_colo28.ns777 S3FIFO-0.2000-0.9000 cache size       95, 4859764 req, miss ratio 0.1562, byte miss ratio 0.1562
cdn1_colo28.ns777 S3FIFO-0.2000-0.9000 cache size      286, 4859764 req, miss ratio 0.0455, byte miss ratio 0.0455
cdn1_colo28.ns777 S3FIFO-0.2000-0.9000 cache size      956, 4859764 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns777 S3FIFO-0.2000-0.9000 cache size     1912, 4859764 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns777 S3FIFO-0.2000-0.9000 cache size     3824, 4859764 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns777 S3FIFO-0.2000-0.9000 cache size     7648, 4859764 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns777 S3FIFO-0.2500-1.9000 cache size        9, 4859764 req, miss ratio 0.5776, byte miss ratio 0.5776
cdn1_colo28.ns777 S3FIFO-0.2500-1.9000 cache size       28, 4859764 req, miss ratio 0.3989, byte miss ratio 0.3989
cdn1_colo28.ns777 S3FIFO-0.2500-1.9000 cache size       95, 4859764 req, miss ratio 0.1642, byte miss ratio 0.1642
cdn1_colo28.ns777 S3FIFO-0.2500-1.9000 cache size      286, 4859764 req, miss ratio 0.0471, byte miss ratio 0.0471
cdn1_colo28.ns777 S3FIFO-0.2500-1.9000 cache size      956, 4859764 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns777 S3FIFO-0.2500-1.9000 cache size     1912, 4859764 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns777 S3FIFO-0.2500-1.9000 cache size     3824, 4859764 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns777 S3FIFO-0.2500-1.9000 cache size     7648, 4859764 req, miss ratio 0.0020, byte miss ratio 0.0020
