cdn1_allcolo.ns1333 S3FIFO-0.0500-1.9000 cache size      174, 1314548 req, miss ratio 0.1482, byte miss ratio 0.1482
cdn1_allcolo.ns1333 S3FIFO-0.0500-1.9000 cache size      522, 1314548 req, miss ratio 0.1453, byte miss ratio 0.1453
cdn1_allcolo.ns1333 S3FIFO-0.0500-1.9000 cache size     1740, 1314548 req, miss ratio 0.1417, byte miss ratio 0.1417
cdn1_allcolo.ns1333 S3FIFO-0.0500-1.9000 cache size     5221, 1314548 req, miss ratio 0.1375, byte miss ratio 0.1375
cdn1_allcolo.ns1333 S3FIFO-0.0500-1.9000 cache size    17403, 1314548 req, miss ratio 0.1342, byte miss ratio 0.1342
cdn1_allcolo.ns1333 S3FIFO-0.0500-1.9000 cache size    34807, 1314548 req, miss ratio 0.1331, byte miss ratio 0.1331
cdn1_allcolo.ns1333 S3FIFO-0.0500-1.9000 cache size    69614, 1314548 req, miss ratio 0.1325, byte miss ratio 0.1325
cdn1_allcolo.ns1333 S3FIFO-0.0500-1.9000 cache size   139228, 1314548 req, miss ratio 0.1324, byte miss ratio 0.1324
cdn1_allcolo.ns1333 S3FIFO-0.4500-0.9000 cache size      174, 1314548 req, miss ratio 0.1441, byte miss ratio 0.1441
cdn1_allcolo.ns1333 S3FIFO-0.4500-0.9000 cache size      522, 1314548 req, miss ratio 0.1415, byte miss ratio 0.1415
cdn1_allcolo.ns1333 S3FIFO-0.4500-0.9000 cache size     1740, 1314548 req, miss ratio 0.1400, byte miss ratio 0.1400
cdn1_allcolo.ns1333 S3FIFO-0.4500-0.9000 cache size     5221, 1314548 req, miss ratio 0.1368, byte miss ratio 0.1368
cdn1_allcolo.ns1333 S3FIFO-0.4500-0.9000 cache size    17403, 1314548 req, miss ratio 0.1330, byte miss ratio 0.1330
cdn1_allcolo.ns1333 S3FIFO-0.4500-0.9000 cache size    34807, 1314548 req, miss ratio 0.1324, byte miss ratio 0.1324
cdn1_allcolo.ns1333 S3FIFO-0.4500-0.9000 cache size    69614, 1314548 req, miss ratio 0.1324, byte miss ratio 0.1324
