cdn1_allcolo.ns5478 S3FIFO-0.0250-0.9000 cache size       10, 1635180 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5478 S3FIFO-0.0250-0.9000 cache size       31, 1635180 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5478 S3FIFO-0.0250-0.9000 cache size      105, 1635180 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_allcolo.ns5478 S3FIFO-0.0250-0.9000 cache size      316, 1635180 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns5478 S3FIFO-0.0250-0.9000 cache size     1055, 1635180 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns5478 S3FIFO-0.0250-0.9000 cache size     2111, 1635180 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns5478 S3FIFO-0.0250-0.9000 cache size     4222, 1635180 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns5478 S3FIFO-0.0250-0.9000 cache size     8444, 1635180 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns5478 S3FIFO-0.9500-0.9000 cache size       10, 1635180 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns5478 S3FIFO-0.9500-0.9000 cache size       31, 1635180 req, miss ratio 0.0316, byte miss ratio 0.0316
cdn1_allcolo.ns5478 S3FIFO-0.9500-0.9000 cache size      105, 1635180 req, miss ratio 0.0201, byte miss ratio 0.0201
cdn1_allcolo.ns5478 S3FIFO-0.9500-0.9000 cache size      316, 1635180 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns5478 S3FIFO-0.9500-0.9000 cache size     1055, 1635180 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_allcolo.ns5478 S3FIFO-0.9500-0.9000 cache size     2111, 1635180 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns5478 S3FIFO-0.9500-0.9000 cache size     4222, 1635180 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns5478 S3FIFO-0.9500-0.9000 cache size     8444, 1635180 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns5478 S3FIFO-0.8500-0.9000 cache size       10, 1635180 req, miss ratio 0.0471, byte miss ratio 0.0471
cdn1_allcolo.ns5478 S3FIFO-0.8500-0.9000 cache size       31, 1635180 req, miss ratio 0.0302, byte miss ratio 0.0302
