cdn1_colo28.ns1122 S3FIFO-0.0050-0.9000 cache size       53, 2012044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1122 S3FIFO-0.0050-0.9000 cache size      161, 2012044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1122 S3FIFO-0.0050-0.9000 cache size      538, 2012044 req, miss ratio 0.0357, byte miss ratio 0.0357
cdn1_colo28.ns1122 S3FIFO-0.0050-0.9000 cache size     1615, 2012044 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_colo28.ns1122 S3FIFO-0.0050-0.9000 cache size     5383, 2012044 req, miss ratio 0.0269, byte miss ratio 0.0269
cdn1_colo28.ns1122 S3FIFO-0.0050-0.9000 cache size    10767, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0050-0.9000 cache size    21534, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0050-0.9000 cache size    43068, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0050-1.9000 cache size       53, 2012044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1122 S3FIFO-0.0050-1.9000 cache size      161, 2012044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1122 S3FIFO-0.0050-1.9000 cache size      538, 2012044 req, miss ratio 0.0356, byte miss ratio 0.0356
cdn1_colo28.ns1122 S3FIFO-0.0050-1.9000 cache size     1615, 2012044 req, miss ratio 0.0271, byte miss ratio 0.0271
cdn1_colo28.ns1122 S3FIFO-0.0050-1.9000 cache size     5383, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0050-1.9000 cache size    10767, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0050-1.9000 cache size    21534, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0050-1.9000 cache size    43068, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0100-0.9000 cache size       53, 2012044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1122 S3FIFO-0.0100-0.9000 cache size      161, 2012044 req, miss ratio 0.0575, byte miss ratio 0.0575
cdn1_colo28.ns1122 S3FIFO-0.0100-0.9000 cache size      538, 2012044 req, miss ratio 0.0356, byte miss ratio 0.0356
cdn1_colo28.ns1122 S3FIFO-0.0100-0.9000 cache size     1615, 2012044 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_colo28.ns1122 S3FIFO-0.0100-0.9000 cache size     5383, 2012044 req, miss ratio 0.0269, byte miss ratio 0.0269
cdn1_colo28.ns1122 S3FIFO-0.0100-0.9000 cache size    10767, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0100-0.9000 cache size    21534, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.0100-0.9000 cache size    43068, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.7500-1.9000 cache size       53, 2012044 req, miss ratio 0.1261, byte miss ratio 0.1261
cdn1_colo28.ns1122 S3FIFO-0.7500-1.9000 cache size      161, 2012044 req, miss ratio 0.0734, byte miss ratio 0.0734
cdn1_colo28.ns1122 S3FIFO-0.7500-1.9000 cache size      538, 2012044 req, miss ratio 0.0470, byte miss ratio 0.0470
cdn1_colo28.ns1122 S3FIFO-0.7500-1.9000 cache size     1615, 2012044 req, miss ratio 0.0335, byte miss ratio 0.0335
cdn1_colo28.ns1122 S3FIFO-0.7500-1.9000 cache size     5383, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.7500-1.9000 cache size    10767, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.7500-1.9000 cache size    21534, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.7500-1.9000 cache size    43068, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.3000-1.9000 cache size       53, 2012044 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns1122 S3FIFO-0.3000-1.9000 cache size      161, 2012044 req, miss ratio 0.0592, byte miss ratio 0.0592
cdn1_colo28.ns1122 S3FIFO-0.3000-1.9000 cache size      538, 2012044 req, miss ratio 0.0384, byte miss ratio 0.0384
cdn1_colo28.ns1122 S3FIFO-0.3000-1.9000 cache size     1615, 2012044 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_colo28.ns1122 S3FIFO-0.3000-1.9000 cache size     5383, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.3000-1.9000 cache size    10767, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.3000-1.9000 cache size    21534, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.3000-1.9000 cache size    43068, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.9500-1.9000 cache size       53, 2012044 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns1122 S3FIFO-0.9500-1.9000 cache size      161, 2012044 req, miss ratio 0.0836, byte miss ratio 0.0836
cdn1_colo28.ns1122 S3FIFO-0.9500-1.9000 cache size      538, 2012044 req, miss ratio 0.0535, byte miss ratio 0.0535
cdn1_colo28.ns1122 S3FIFO-0.9500-1.9000 cache size     1615, 2012044 req, miss ratio 0.0385, byte miss ratio 0.0385
cdn1_colo28.ns1122 S3FIFO-0.9500-1.9000 cache size     5383, 2012044 req, miss ratio 0.0301, byte miss ratio 0.0301
cdn1_colo28.ns1122 S3FIFO-0.9500-1.9000 cache size    10767, 2012044 req, miss ratio 0.0279, byte miss ratio 0.0279
cdn1_colo28.ns1122 S3FIFO-0.9500-1.9000 cache size    21534, 2012044 req, miss ratio 0.0269, byte miss ratio 0.0269
cdn1_colo28.ns1122 S3FIFO-0.9500-1.9000 cache size    43068, 2012044 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1122 S3FIFO-0.4500-1.9000 cache size       53, 2012044 req, miss ratio 0.1101, byte miss ratio 0.1101
