io_traces.ns352 S3FIFO-0.0100-0.9000 cache size      176, 2200000 req, miss ratio 0.4055, byte miss ratio 0.4055
io_traces.ns352 S3FIFO-0.0100-0.9000 cache size      529, 2200000 req, miss ratio 0.3899, byte miss ratio 0.3899
io_traces.ns352 S3FIFO-0.0100-0.9000 cache size     1766, 2200000 req, miss ratio 0.3784, byte miss ratio 0.3784
io_traces.ns352 S3FIFO-0.0100-0.9000 cache size     5298, 2200000 req, miss ratio 0.3326, byte miss ratio 0.3326
io_traces.ns352 S3FIFO-0.0100-0.9000 cache size    17662, 2200000 req, miss ratio 0.2257, byte miss ratio 0.2257
io_traces.ns352 S3FIFO-0.0100-0.9000 cache size    35325, 2200000 req, miss ratio 0.1522, byte miss ratio 0.1522
io_traces.ns352 S3FIFO-0.0100-0.9000 cache size    70650, 2200000 req, miss ratio 0.0979, byte miss ratio 0.0979
io_traces.ns352 S3FIFO-0.0100-0.9000 cache size   141300, 2200000 req, miss ratio 0.0877, byte miss ratio 0.0877
io_traces.ns352 S3FIFO-0.6500-1.9000 cache size      176, 2200000 req, miss ratio 0.4135, byte miss ratio 0.4135
io_traces.ns352 S3FIFO-0.6500-1.9000 cache size      529, 2200000 req, miss ratio 0.3920, byte miss ratio 0.3920
io_traces.ns352 S3FIFO-0.6500-1.9000 cache size     1766, 2200000 req, miss ratio 0.3833, byte miss ratio 0.3833
io_traces.ns352 S3FIFO-0.6500-1.9000 cache size     5298, 2200000 req, miss ratio 0.3701, byte miss ratio 0.3701
io_traces.ns352 S3FIFO-0.6500-1.9000 cache size    17662, 2200000 req, miss ratio 0.3202, byte miss ratio 0.3202
io_traces.ns352 S3FIFO-0.6500-1.9000 cache size    35325, 2200000 req, miss ratio 0.2176, byte miss ratio 0.2176
io_traces.ns352 S3FIFO-0.6500-1.9000 cache size    70650, 2200000 req, miss ratio 0.1268, byte miss ratio 0.1268
io_traces.ns352 S3FIFO-0.6500-1.9000 cache size   141300, 2200000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns352 S3FIFO-0.9000-0.9000 cache size      176, 2200000 req, miss ratio 0.4320, byte miss ratio 0.4320
io_traces.ns352 S3FIFO-0.9000-0.9000 cache size      529, 2200000 req, miss ratio 0.4079, byte miss ratio 0.4079
io_traces.ns352 S3FIFO-0.9000-0.9000 cache size     1766, 2200000 req, miss ratio 0.3894, byte miss ratio 0.3894
io_traces.ns352 S3FIFO-0.9000-0.9000 cache size     5298, 2200000 req, miss ratio 0.3805, byte miss ratio 0.3805
io_traces.ns352 S3FIFO-0.9000-0.9000 cache size    17662, 2200000 req, miss ratio 0.3239, byte miss ratio 0.3239
io_traces.ns352 S3FIFO-0.9000-0.9000 cache size    35325, 2200000 req, miss ratio 0.2342, byte miss ratio 0.2342
io_traces.ns352 S3FIFO-0.9000-0.9000 cache size    70650, 2200000 req, miss ratio 0.1415, byte miss ratio 0.1415
io_traces.ns352 S3FIFO-0.9000-0.9000 cache size   141300, 2200000 req, miss ratio 0.0928, byte miss ratio 0.0928
io_traces.ns352 S3FIFO-0.7000-1.9000 cache size      176, 2200000 req, miss ratio 0.4156, byte miss ratio 0.4156
io_traces.ns352 S3FIFO-0.7000-1.9000 cache size      529, 2200000 req, miss ratio 0.3938, byte miss ratio 0.3938
io_traces.ns352 S3FIFO-0.7000-1.9000 cache size     1766, 2200000 req, miss ratio 0.3844, byte miss ratio 0.3844
io_traces.ns352 S3FIFO-0.7000-1.9000 cache size     5298, 2200000 req, miss ratio 0.3723, byte miss ratio 0.3723
io_traces.ns352 S3FIFO-0.7000-1.9000 cache size    17662, 2200000 req, miss ratio 0.3209, byte miss ratio 0.3209
io_traces.ns352 S3FIFO-0.7000-1.9000 cache size    35325, 2200000 req, miss ratio 0.2209, byte miss ratio 0.2209
io_traces.ns352 S3FIFO-0.7000-1.9000 cache size    70650, 2200000 req, miss ratio 0.1297, byte miss ratio 0.1297
io_traces.ns352 S3FIFO-0.7000-1.9000 cache size   141300, 2200000 req, miss ratio 0.0834, byte miss ratio 0.0834
io_traces.ns352 S3FIFO-0.7500-1.9000 cache size      176, 2200000 req, miss ratio 0.4183, byte miss ratio 0.4183
io_traces.ns352 S3FIFO-0.7500-1.9000 cache size      529, 2200000 req, miss ratio 0.3965, byte miss ratio 0.3965
io_traces.ns352 S3FIFO-0.7500-1.9000 cache size     1766, 2200000 req, miss ratio 0.3854, byte miss ratio 0.3854
