tencentBlock.ns18464 S3FIFO-0.0500-1.9000 cache size     1874, 20495017 req, miss ratio 0.3360, byte miss ratio 0.3360
tencentBlock.ns18464 S3FIFO-0.0500-1.9000 cache size     5622, 20495017 req, miss ratio 0.3008, byte miss ratio 0.3008
tencentBlock.ns18464 S3FIFO-0.0500-1.9000 cache size    18740, 20495017 req, miss ratio 0.2738, byte miss ratio 0.2738
tencentBlock.ns18464 S3FIFO-0.0500-1.9000 cache size    56221, 20495017 req, miss ratio 0.2540, byte miss ratio 0.2540
tencentBlock.ns18464 S3FIFO-0.0500-1.9000 cache size   187405, 20495017 req, miss ratio 0.2216, byte miss ratio 0.2216
tencentBlock.ns18464 S3FIFO-0.0500-1.9000 cache size   374811, 20495017 req, miss ratio 0.1976, byte miss ratio 0.1976
tencentBlock.ns18464 S3FIFO-0.0500-1.9000 cache size   749623, 20495017 req, miss ratio 0.1601, byte miss ratio 0.1601
tencentBlock.ns18464 S3FIFO-0.0500-1.9000 cache size  1499247, 20495017 req, miss ratio 0.1002, byte miss ratio 0.1002
tencentBlock.ns18464 S3FIFO-0.2500-1.9000 cache size     1874, 20495017 req, miss ratio 0.3197, byte miss ratio 0.3197
tencentBlock.ns18464 S3FIFO-0.2500-1.9000 cache size     5622, 20495017 req, miss ratio 0.2896, byte miss ratio 0.2896
tencentBlock.ns18464 S3FIFO-0.2500-1.9000 cache size    18740, 20495017 req, miss ratio 0.2509, byte miss ratio 0.2509
tencentBlock.ns18464 S3FIFO-0.2500-1.9000 cache size    56221, 20495017 req, miss ratio 0.2260, byte miss ratio 0.2260
tencentBlock.ns18464 S3FIFO-0.2500-1.9000 cache size   187405, 20495017 req, miss ratio 0.2116, byte miss ratio 0.2116
tencentBlock.ns18464 S3FIFO-0.2500-1.9000 cache size   374811, 20495017 req, miss ratio 0.2030, byte miss ratio 0.2030
tencentBlock.ns18464 S3FIFO-0.2500-1.9000 cache size   749623, 20495017 req, miss ratio 0.1722, byte miss ratio 0.1722
tencentBlock.ns18464 S3FIFO-0.2500-1.9000 cache size  1499247, 20495017 req, miss ratio 0.0990, byte miss ratio 0.0990
tencentBlock.ns18464 S3FIFO-0.6500-0.9000 cache size     1874, 20495017 req, miss ratio 0.4039, byte miss ratio 0.4039
tencentBlock.ns18464 S3FIFO-0.6500-0.9000 cache size     5622, 20495017 req, miss ratio 0.2836, byte miss ratio 0.2836
tencentBlock.ns18464 S3FIFO-0.6500-0.9000 cache size    18740, 20495017 req, miss ratio 0.2351, byte miss ratio 0.2351
tencentBlock.ns18464 S3FIFO-0.6500-0.9000 cache size    56221, 20495017 req, miss ratio 0.2230, byte miss ratio 0.2230
tencentBlock.ns18464 S3FIFO-0.6500-0.9000 cache size   187405, 20495017 req, miss ratio 0.2138, byte miss ratio 0.2138
tencentBlock.ns18464 S3FIFO-0.6500-0.9000 cache size   374811, 20495017 req, miss ratio 0.2072, byte miss ratio 0.2072
tencentBlock.ns18464 S3FIFO-0.6500-0.9000 cache size   749623, 20495017 req, miss ratio 0.1809, byte miss ratio 0.1809
tencentBlock.ns18464 S3FIFO-0.6500-0.9000 cache size  1499247, 20495017 req, miss ratio 0.1011, byte miss ratio 0.1011
tencentBlock.ns18464 S3FIFO-0.0010-1.9000 cache size     1874, 20495017 req, miss ratio 0.3586, byte miss ratio 0.3586
tencentBlock.ns18464 S3FIFO-0.0010-1.9000 cache size     5622, 20495017 req, miss ratio 0.3376, byte miss ratio 0.3376
tencentBlock.ns18464 S3FIFO-0.0010-1.9000 cache size    18740, 20495017 req, miss ratio 0.3174, byte miss ratio 0.3174
tencentBlock.ns18464 S3FIFO-0.0010-1.9000 cache size    56221, 20495017 req, miss ratio 0.2985, byte miss ratio 0.2985
tencentBlock.ns18464 S3FIFO-0.0010-1.9000 cache size   187405, 20495017 req, miss ratio 0.2696, byte miss ratio 0.2696
tencentBlock.ns18464 S3FIFO-0.0010-1.9000 cache size   374811, 20495017 req, miss ratio 0.2306, byte miss ratio 0.2306
tencentBlock.ns18464 S3FIFO-0.0010-1.9000 cache size   749623, 20495017 req, miss ratio 0.1680, byte miss ratio 0.1680
tencentBlock.ns18464 S3FIFO-0.0010-1.9000 cache size  1499247, 20495017 req, miss ratio 0.1005, byte miss ratio 0.1005
tencentBlock.ns18464 S3FIFO-0.6500-1.9000 cache size     1874, 20495017 req, miss ratio 0.4059, byte miss ratio 0.4059
tencentBlock.ns18464 S3FIFO-0.6500-1.9000 cache size     5622, 20495017 req, miss ratio 0.2835, byte miss ratio 0.2835
tencentBlock.ns18464 S3FIFO-0.6500-1.9000 cache size    18740, 20495017 req, miss ratio 0.2349, byte miss ratio 0.2349
tencentBlock.ns18464 S3FIFO-0.6500-1.9000 cache size    56221, 20495017 req, miss ratio 0.2230, byte miss ratio 0.2230
tencentBlock.ns18464 S3FIFO-0.6500-1.9000 cache size   187405, 20495017 req, miss ratio 0.2140, byte miss ratio 0.2140
tencentBlock.ns18464 S3FIFO-0.6500-1.9000 cache size   374811, 20495017 req, miss ratio 0.2071, byte miss ratio 0.2071
tencentBlock.ns18464 S3FIFO-0.6500-1.9000 cache size   749623, 20495017 req, miss ratio 0.1809, byte miss ratio 0.1809
tencentBlock.ns18464 S3FIFO-0.6500-1.9000 cache size  1499247, 20495017 req, miss ratio 0.1011, byte miss ratio 0.1011
tencentBlock.ns18464 S3FIFO-0.0050-0.9000 cache size     1874, 20495017 req, miss ratio 0.3594, byte miss ratio 0.3594
tencentBlock.ns18464 S3FIFO-0.0050-0.9000 cache size     5622, 20495017 req, miss ratio 0.3369, byte miss ratio 0.3369
tencentBlock.ns18464 S3FIFO-0.0050-0.9000 cache size    18740, 20495017 req, miss ratio 0.2919, byte miss ratio 0.2919
tencentBlock.ns18464 S3FIFO-0.0050-0.9000 cache size    56221, 20495017 req, miss ratio 0.2799, byte miss ratio 0.2799
tencentBlock.ns18464 S3FIFO-0.0050-0.9000 cache size   187405, 20495017 req, miss ratio 0.2582, byte miss ratio 0.2582
tencentBlock.ns18464 S3FIFO-0.0050-0.9000 cache size   374811, 20495017 req, miss ratio 0.2254, byte miss ratio 0.2254
tencentBlock.ns18464 S3FIFO-0.0050-0.9000 cache size   749623, 20495017 req, miss ratio 0.1600, byte miss ratio 0.1600
tencentBlock.ns18464 S3FIFO-0.0050-0.9000 cache size  1499247, 20495017 req, miss ratio 0.1002, byte miss ratio 0.1002
tencentBlock.ns18464 S3FIFO-0.9500-1.9000 cache size     1874, 20495017 req, miss ratio 0.4775, byte miss ratio 0.4775
tencentBlock.ns18464 S3FIFO-0.9500-1.9000 cache size     5622, 20495017 req, miss ratio 0.3207, byte miss ratio 0.3207
tencentBlock.ns18464 S3FIFO-0.9500-1.9000 cache size    18740, 20495017 req, miss ratio 0.2376, byte miss ratio 0.2376
tencentBlock.ns18464 S3FIFO-0.9500-1.9000 cache size    56221, 20495017 req, miss ratio 0.2235, byte miss ratio 0.2235
tencentBlock.ns18464 S3FIFO-0.9500-1.9000 cache size   187405, 20495017 req, miss ratio 0.2162, byte miss ratio 0.2162
tencentBlock.ns18464 S3FIFO-0.9500-1.9000 cache size   374811, 20495017 req, miss ratio 0.2063, byte miss ratio 0.2063
tencentBlock.ns18464 S3FIFO-0.9500-1.9000 cache size   749623, 20495017 req, miss ratio 0.1709, byte miss ratio 0.1709
tencentBlock.ns18464 S3FIFO-0.9500-1.9000 cache size  1499247, 20495017 req, miss ratio 0.1032, byte miss ratio 0.1032
tencentBlock.ns18464 S3FIFO-0.0100-0.9000 cache size     1874, 20495017 req, miss ratio 0.3580, byte miss ratio 0.3580
tencentBlock.ns18464 S3FIFO-0.0100-0.9000 cache size     5622, 20495017 req, miss ratio 0.3277, byte miss ratio 0.3277
tencentBlock.ns18464 S3FIFO-0.0100-0.9000 cache size    18740, 20495017 req, miss ratio 0.2867, byte miss ratio 0.2867
tencentBlock.ns18464 S3FIFO-0.0100-0.9000 cache size    56221, 20495017 req, miss ratio 0.2746, byte miss ratio 0.2746
tencentBlock.ns18464 S3FIFO-0.0100-0.9000 cache size   187405, 20495017 req, miss ratio 0.2499, byte miss ratio 0.2499
tencentBlock.ns18464 S3FIFO-0.0100-0.9000 cache size   374811, 20495017 req, miss ratio 0.2170, byte miss ratio 0.2170
tencentBlock.ns18464 S3FIFO-0.0100-0.9000 cache size   749623, 20495017 req, miss ratio 0.1572, byte miss ratio 0.1572
tencentBlock.ns18464 S3FIFO-0.0100-0.9000 cache size  1499247, 20495017 req, miss ratio 0.1002, byte miss ratio 0.1002
tencentBlock.ns18464 S3FIFO-0.5000-1.9000 cache size     1874, 20495017 req, miss ratio 0.3602, byte miss ratio 0.3602
tencentBlock.ns18464 S3FIFO-0.5000-1.9000 cache size     5622, 20495017 req, miss ratio 0.2843, byte miss ratio 0.2843
tencentBlock.ns18464 S3FIFO-0.5000-1.9000 cache size    18740, 20495017 req, miss ratio 0.2381, byte miss ratio 0.2381
tencentBlock.ns18464 S3FIFO-0.5000-1.9000 cache size    56221, 20495017 req, miss ratio 0.2229, byte miss ratio 0.2229
tencentBlock.ns18464 S3FIFO-0.5000-1.9000 cache size   187405, 20495017 req, miss ratio 0.2134, byte miss ratio 0.2134
tencentBlock.ns18464 S3FIFO-0.5000-1.9000 cache size   374811, 20495017 req, miss ratio 0.2062, byte miss ratio 0.2062
tencentBlock.ns18464 S3FIFO-0.5000-1.9000 cache size   749623, 20495017 req, miss ratio 0.1808, byte miss ratio 0.1808
tencentBlock.ns18464 S3FIFO-0.5000-1.9000 cache size  1499247, 20495017 req, miss ratio 0.1005, byte miss ratio 0.1005
tencentBlock.ns18464 S3FIFO-0.3500-0.9000 cache size     1874, 20495017 req, miss ratio 0.3181, byte miss ratio 0.3181
tencentBlock.ns18464 S3FIFO-0.3500-0.9000 cache size     5622, 20495017 req, miss ratio 0.2877, byte miss ratio 0.2877
tencentBlock.ns18464 S3FIFO-0.3500-0.9000 cache size    18740, 20495017 req, miss ratio 0.2449, byte miss ratio 0.2449
tencentBlock.ns18464 S3FIFO-0.3500-0.9000 cache size    56221, 20495017 req, miss ratio 0.2241, byte miss ratio 0.2241
tencentBlock.ns18464 S3FIFO-0.3500-0.9000 cache size   187405, 20495017 req, miss ratio 0.2122, byte miss ratio 0.2122
tencentBlock.ns18464 S3FIFO-0.3500-0.9000 cache size   374811, 20495017 req, miss ratio 0.2030, byte miss ratio 0.2030
tencentBlock.ns18464 S3FIFO-0.3500-0.9000 cache size   749623, 20495017 req, miss ratio 0.1755, byte miss ratio 0.1755
tencentBlock.ns18464 S3FIFO-0.3500-0.9000 cache size  1499247, 20495017 req, miss ratio 0.0999, byte miss ratio 0.0999
tencentBlock.ns18464 S3FIFO-0.7500-0.9000 cache size     1874, 20495017 req, miss ratio 0.4333, byte miss ratio 0.4333
tencentBlock.ns18464 S3FIFO-0.7500-0.9000 cache size     5622, 20495017 req, miss ratio 0.2834, byte miss ratio 0.2834
tencentBlock.ns18464 S3FIFO-0.7500-0.9000 cache size    18740, 20495017 req, miss ratio 0.2338, byte miss ratio 0.2338
