cdn1_colo28.ns1302 S3FIFO-0.1000-1.9000 cache size      841, 1211007 req, miss ratio 0.9125, byte miss ratio 0.9125
cdn1_colo28.ns1302 S3FIFO-0.1000-1.9000 cache size     2524, 1211007 req, miss ratio 0.9030, byte miss ratio 0.9030
cdn1_colo28.ns1302 S3FIFO-0.1000-1.9000 cache size     8415, 1211007 req, miss ratio 0.8927, byte miss ratio 0.8927
cdn1_colo28.ns1302 S3FIFO-0.1000-1.9000 cache size    25245, 1211007 req, miss ratio 0.8795, byte miss ratio 0.8795
cdn1_colo28.ns1302 S3FIFO-0.1000-1.9000 cache size    84150, 1211007 req, miss ratio 0.8553, byte miss ratio 0.8553
cdn1_colo28.ns1302 S3FIFO-0.1000-1.9000 cache size   168300, 1211007 req, miss ratio 0.8289, byte miss ratio 0.8289
cdn1_colo28.ns1302 S3FIFO-0.1000-1.9000 cache size   336600, 1211007 req, miss ratio 0.7870, byte miss ratio 0.7870
cdn1_colo28.ns1302 S3FIFO-0.1000-1.9000 cache size   673200, 1211007 req, miss ratio 0.7016, byte miss ratio 0.7016
cdn1_colo28.ns1302 S3FIFO-0.5500-1.9000 cache size      841, 1211007 req, miss ratio 0.9114, byte miss ratio 0.9114
cdn1_colo28.ns1302 S3FIFO-0.5500-1.9000 cache size     2524, 1211007 req, miss ratio 0.9017, byte miss ratio 0.9017
cdn1_colo28.ns1302 S3FIFO-0.5500-1.9000 cache size     8415, 1211007 req, miss ratio 0.8923, byte miss ratio 0.8923
cdn1_colo28.ns1302 S3FIFO-0.5500-1.9000 cache size    25245, 1211007 req, miss ratio 0.8817, byte miss ratio 0.8817
cdn1_colo28.ns1302 S3FIFO-0.5500-1.9000 cache size    84150, 1211007 req, miss ratio 0.8609, byte miss ratio 0.8609
cdn1_colo28.ns1302 S3FIFO-0.5500-1.9000 cache size   168300, 1211007 req, miss ratio 0.8372, byte miss ratio 0.8372
cdn1_colo28.ns1302 S3FIFO-0.5500-1.9000 cache size   336600, 1211007 req, miss ratio 0.7872, byte miss ratio 0.7872
cdn1_colo28.ns1302 S3FIFO-0.5500-1.9000 cache size   673200, 1211007 req, miss ratio 0.7016, byte miss ratio 0.7016
cdn1_colo28.ns1302 S3FIFO-0.2500-1.9000 cache size      841, 1211007 req, miss ratio 0.9109, byte miss ratio 0.9109
cdn1_colo28.ns1302 S3FIFO-0.2500-1.9000 cache size     2524, 1211007 req, miss ratio 0.9014, byte miss ratio 0.9014
cdn1_colo28.ns1302 S3FIFO-0.2500-1.9000 cache size     8415, 1211007 req, miss ratio 0.8917, byte miss ratio 0.8917
cdn1_colo28.ns1302 S3FIFO-0.2500-1.9000 cache size    25245, 1211007 req, miss ratio 0.8799, byte miss ratio 0.8799
cdn1_colo28.ns1302 S3FIFO-0.2500-1.9000 cache size    84150, 1211007 req, miss ratio 0.8559, byte miss ratio 0.8559
cdn1_colo28.ns1302 S3FIFO-0.2500-1.9000 cache size   168300, 1211007 req, miss ratio 0.8299, byte miss ratio 0.8299
cdn1_colo28.ns1302 S3FIFO-0.2500-1.9000 cache size   336600, 1211007 req, miss ratio 0.7870, byte miss ratio 0.7870
cdn1_colo28.ns1302 S3FIFO-0.2500-1.9000 cache size   673200, 1211007 req, miss ratio 0.7016, byte miss ratio 0.7016
cdn1_colo28.ns1302 S3FIFO-0.0500-1.9000 cache size      841, 1211007 req, miss ratio 0.9191, byte miss ratio 0.9191
cdn1_colo28.ns1302 S3FIFO-0.0500-1.9000 cache size     2524, 1211007 req, miss ratio 0.9042, byte miss ratio 0.9042
cdn1_colo28.ns1302 S3FIFO-0.0500-1.9000 cache size     8415, 1211007 req, miss ratio 0.8936, byte miss ratio 0.8936
cdn1_colo28.ns1302 S3FIFO-0.0500-1.9000 cache size    25245, 1211007 req, miss ratio 0.8797, byte miss ratio 0.8797
cdn1_colo28.ns1302 S3FIFO-0.0500-1.9000 cache size    84150, 1211007 req, miss ratio 0.8554, byte miss ratio 0.8554
cdn1_colo28.ns1302 S3FIFO-0.0500-1.9000 cache size   168300, 1211007 req, miss ratio 0.8288, byte miss ratio 0.8288
cdn1_colo28.ns1302 S3FIFO-0.0500-1.9000 cache size   336600, 1211007 req, miss ratio 0.7870, byte miss ratio 0.7870
cdn1_colo28.ns1302 S3FIFO-0.0500-1.9000 cache size   673200, 1211007 req, miss ratio 0.7016, byte miss ratio 0.7016
cdn1_colo28.ns1302 S3FIFO-0.8000-0.9000 cache size      841, 1211007 req, miss ratio 0.9137, byte miss ratio 0.9137
cdn1_colo28.ns1302 S3FIFO-0.8000-0.9000 cache size     2524, 1211007 req, miss ratio 0.9048, byte miss ratio 0.9048
cdn1_colo28.ns1302 S3FIFO-0.8000-0.9000 cache size     8415, 1211007 req, miss ratio 0.8947, byte miss ratio 0.8947
cdn1_colo28.ns1302 S3FIFO-0.8000-0.9000 cache size    25245, 1211007 req, miss ratio 0.8849, byte miss ratio 0.8849
cdn1_colo28.ns1302 S3FIFO-0.8000-0.9000 cache size    84150, 1211007 req, miss ratio 0.8675, byte miss ratio 0.8675
cdn1_colo28.ns1302 S3FIFO-0.8000-0.9000 cache size   168300, 1211007 req, miss ratio 0.8424, byte miss ratio 0.8424
cdn1_colo28.ns1302 S3FIFO-0.8000-0.9000 cache size   336600, 1211007 req, miss ratio 0.7886, byte miss ratio 0.7886
