cdn1_allcolo.ns672 S3FIFO-0.9900-0.9000 cache size       14, 2263127 req, miss ratio 0.0698, byte miss ratio 0.0698
cdn1_allcolo.ns672 S3FIFO-0.9900-0.9000 cache size       47, 2263127 req, miss ratio 0.0121, byte miss ratio 0.0121
cdn1_allcolo.ns672 S3FIFO-0.9900-0.9000 cache size      141, 2263127 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns672 S3FIFO-0.9900-0.9000 cache size      472, 2263127 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns672 S3FIFO-0.9900-0.9000 cache size      945, 2263127 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns672 S3FIFO-0.9900-0.9000 cache size     1890, 2263127 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns672 S3FIFO-0.9900-0.9000 cache size     3780, 2263127 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns672 S3FIFO-0.5500-1.9000 cache size       14, 2263127 req, miss ratio 0.0519, byte miss ratio 0.0519
cdn1_allcolo.ns672 S3FIFO-0.5500-1.9000 cache size       47, 2263127 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns672 S3FIFO-0.5500-1.9000 cache size      141, 2263127 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns672 S3FIFO-0.5500-1.9000 cache size      472, 2263127 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns672 S3FIFO-0.5500-1.9000 cache size      945, 2263127 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns672 S3FIFO-0.5500-1.9000 cache size     1890, 2263127 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns672 S3FIFO-0.5500-1.9000 cache size     3780, 2263127 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns672 S3FIFO-0.4000-1.9000 cache size       14, 2263127 req, miss ratio 0.0486, byte miss ratio 0.0486
cdn1_allcolo.ns672 S3FIFO-0.4000-1.9000 cache size       47, 2263127 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_allcolo.ns672 S3FIFO-0.4000-1.9000 cache size      141, 2263127 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns672 S3FIFO-0.4000-1.9000 cache size      472, 2263127 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns672 S3FIFO-0.4000-1.9000 cache size      945, 2263127 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns672 S3FIFO-0.4000-1.9000 cache size     1890, 2263127 req, miss ratio 0.0021, byte miss ratio 0.0021
