tencentBlock.ns1182 S3FIFO-0.8500-1.9000 cache size      959, 16024596 req, miss ratio 0.6271, byte miss ratio 0.6271
tencentBlock.ns1182 S3FIFO-0.8500-1.9000 cache size     2877, 16024596 req, miss ratio 0.5304, byte miss ratio 0.5304
tencentBlock.ns1182 S3FIFO-0.8500-1.9000 cache size     9592, 16024596 req, miss ratio 0.4506, byte miss ratio 0.4506
tencentBlock.ns1182 S3FIFO-0.8500-1.9000 cache size    28776, 16024596 req, miss ratio 0.3677, byte miss ratio 0.3677
tencentBlock.ns1182 S3FIFO-0.8500-1.9000 cache size    95921, 16024596 req, miss ratio 0.2424, byte miss ratio 0.2424
tencentBlock.ns1182 S3FIFO-0.8500-1.9000 cache size   191843, 16024596 req, miss ratio 0.1658, byte miss ratio 0.1658
tencentBlock.ns1182 S3FIFO-0.8500-1.9000 cache size   383687, 16024596 req, miss ratio 0.0998, byte miss ratio 0.0998
tencentBlock.ns1182 S3FIFO-0.8500-1.9000 cache size   767375, 16024596 req, miss ratio 0.0649, byte miss ratio 0.0649
tencentBlock.ns1182 S3FIFO-0.3500-1.9000 cache size      959, 16024596 req, miss ratio 0.6000, byte miss ratio 0.6000
tencentBlock.ns1182 S3FIFO-0.3500-1.9000 cache size     2877, 16024596 req, miss ratio 0.4826, byte miss ratio 0.4826
tencentBlock.ns1182 S3FIFO-0.3500-1.9000 cache size     9592, 16024596 req, miss ratio 0.4126, byte miss ratio 0.4126
tencentBlock.ns1182 S3FIFO-0.3500-1.9000 cache size    28776, 16024596 req, miss ratio 0.3409, byte miss ratio 0.3409
tencentBlock.ns1182 S3FIFO-0.3500-1.9000 cache size    95921, 16024596 req, miss ratio 0.2258, byte miss ratio 0.2258
tencentBlock.ns1182 S3FIFO-0.3500-1.9000 cache size   191843, 16024596 req, miss ratio 0.1479, byte miss ratio 0.1479
tencentBlock.ns1182 S3FIFO-0.3500-1.9000 cache size   383687, 16024596 req, miss ratio 0.0809, byte miss ratio 0.0809
tencentBlock.ns1182 S3FIFO-0.3500-1.9000 cache size   767375, 16024596 req, miss ratio 0.0608, byte miss ratio 0.0608
tencentBlock.ns1182 S3FIFO-0.6000-1.9000 cache size      959, 16024596 req, miss ratio 0.6019, byte miss ratio 0.6019
tencentBlock.ns1182 S3FIFO-0.6000-1.9000 cache size     2877, 16024596 req, miss ratio 0.5009, byte miss ratio 0.5009
tencentBlock.ns1182 S3FIFO-0.6000-1.9000 cache size     9592, 16024596 req, miss ratio 0.4295, byte miss ratio 0.4295
tencentBlock.ns1182 S3FIFO-0.6000-1.9000 cache size    28776, 16024596 req, miss ratio 0.3572, byte miss ratio 0.3572
tencentBlock.ns1182 S3FIFO-0.6000-1.9000 cache size    95921, 16024596 req, miss ratio 0.2311, byte miss ratio 0.2311
tencentBlock.ns1182 S3FIFO-0.6000-1.9000 cache size   191843, 16024596 req, miss ratio 0.1561, byte miss ratio 0.1561
tencentBlock.ns1182 S3FIFO-0.6000-1.9000 cache size   383687, 16024596 req, miss ratio 0.0895, byte miss ratio 0.0895
tencentBlock.ns1182 S3FIFO-0.6000-1.9000 cache size   767375, 16024596 req, miss ratio 0.0624, byte miss ratio 0.0624
tencentBlock.ns1182 S3FIFO-0.0100-0.9000 cache size      959, 16024596 req, miss ratio 0.6409, byte miss ratio 0.6409
tencentBlock.ns1182 S3FIFO-0.0100-0.9000 cache size     2877, 16024596 req, miss ratio 0.5483, byte miss ratio 0.5483
tencentBlock.ns1182 S3FIFO-0.0100-0.9000 cache size     9592, 16024596 req, miss ratio 0.4493, byte miss ratio 0.4493
tencentBlock.ns1182 S3FIFO-0.0100-0.9000 cache size    28776, 16024596 req, miss ratio 0.3285, byte miss ratio 0.3285
tencentBlock.ns1182 S3FIFO-0.0100-0.9000 cache size    95921, 16024596 req, miss ratio 0.2264, byte miss ratio 0.2264
tencentBlock.ns1182 S3FIFO-0.0100-0.9000 cache size   191843, 16024596 req, miss ratio 0.1468, byte miss ratio 0.1468
tencentBlock.ns1182 S3FIFO-0.0100-0.9000 cache size   383687, 16024596 req, miss ratio 0.0789, byte miss ratio 0.0789
tencentBlock.ns1182 S3FIFO-0.0100-0.9000 cache size   767375, 16024596 req, miss ratio 0.0605, byte miss ratio 0.0605
tencentBlock.ns1182 S3FIFO-0.5000-1.9000 cache size      959, 16024596 req, miss ratio 0.5980, byte miss ratio 0.5980
tencentBlock.ns1182 S3FIFO-0.5000-1.9000 cache size     2877, 16024596 req, miss ratio 0.4921, byte miss ratio 0.4921
tencentBlock.ns1182 S3FIFO-0.5000-1.9000 cache size     9592, 16024596 req, miss ratio 0.4221, byte miss ratio 0.4221
tencentBlock.ns1182 S3FIFO-0.5000-1.9000 cache size    28776, 16024596 req, miss ratio 0.3512, byte miss ratio 0.3512
tencentBlock.ns1182 S3FIFO-0.5000-1.9000 cache size    95921, 16024596 req, miss ratio 0.2293, byte miss ratio 0.2293
tencentBlock.ns1182 S3FIFO-0.5000-1.9000 cache size   191843, 16024596 req, miss ratio 0.1522, byte miss ratio 0.1522
tencentBlock.ns1182 S3FIFO-0.5000-1.9000 cache size   383687, 16024596 req, miss ratio 0.0863, byte miss ratio 0.0863
tencentBlock.ns1182 S3FIFO-0.5000-1.9000 cache size   767375, 16024596 req, miss ratio 0.0620, byte miss ratio 0.0620
tencentBlock.ns1182 S3FIFO-0.2000-0.9000 cache size      959, 16024596 req, miss ratio 0.6174, byte miss ratio 0.6174
tencentBlock.ns1182 S3FIFO-0.2000-0.9000 cache size     2877, 16024596 req, miss ratio 0.4824, byte miss ratio 0.4824
tencentBlock.ns1182 S3FIFO-0.2000-0.9000 cache size     9592, 16024596 req, miss ratio 0.4037, byte miss ratio 0.4037
tencentBlock.ns1182 S3FIFO-0.2000-0.9000 cache size    28776, 16024596 req, miss ratio 0.3253, byte miss ratio 0.3253
tencentBlock.ns1182 S3FIFO-0.2000-0.9000 cache size    95921, 16024596 req, miss ratio 0.2241, byte miss ratio 0.2241
tencentBlock.ns1182 S3FIFO-0.2000-0.9000 cache size   191843, 16024596 req, miss ratio 0.1438, byte miss ratio 0.1438
tencentBlock.ns1182 S3FIFO-0.2000-0.9000 cache size   383687, 16024596 req, miss ratio 0.0786, byte miss ratio 0.0786
tencentBlock.ns1182 S3FIFO-0.2000-0.9000 cache size   767375, 16024596 req, miss ratio 0.0605, byte miss ratio 0.0605
tencentBlock.ns1182 S3FIFO-0.0500-1.9000 cache size      959, 16024596 req, miss ratio 0.6362, byte miss ratio 0.6362
tencentBlock.ns1182 S3FIFO-0.0500-1.9000 cache size     2877, 16024596 req, miss ratio 0.5233, byte miss ratio 0.5233
tencentBlock.ns1182 S3FIFO-0.0500-1.9000 cache size     9592, 16024596 req, miss ratio 0.4073, byte miss ratio 0.4073
tencentBlock.ns1182 S3FIFO-0.0500-1.9000 cache size    28776, 16024596 req, miss ratio 0.3238, byte miss ratio 0.3238
tencentBlock.ns1182 S3FIFO-0.0500-1.9000 cache size    95921, 16024596 req, miss ratio 0.2255, byte miss ratio 0.2255
tencentBlock.ns1182 S3FIFO-0.0500-1.9000 cache size   191843, 16024596 req, miss ratio 0.1446, byte miss ratio 0.1446
tencentBlock.ns1182 S3FIFO-0.0500-1.9000 cache size   383687, 16024596 req, miss ratio 0.0769, byte miss ratio 0.0769
tencentBlock.ns1182 S3FIFO-0.0500-1.9000 cache size   767375, 16024596 req, miss ratio 0.0605, byte miss ratio 0.0605
tencentBlock.ns1182 S3FIFO-0.3000-1.9000 cache size      959, 16024596 req, miss ratio 0.6034, byte miss ratio 0.6034
tencentBlock.ns1182 S3FIFO-0.3000-1.9000 cache size     2877, 16024596 req, miss ratio 0.4807, byte miss ratio 0.4807
tencentBlock.ns1182 S3FIFO-0.3000-1.9000 cache size     9592, 16024596 req, miss ratio 0.4100, byte miss ratio 0.4100
tencentBlock.ns1182 S3FIFO-0.3000-1.9000 cache size    28776, 16024596 req, miss ratio 0.3376, byte miss ratio 0.3376
tencentBlock.ns1182 S3FIFO-0.3000-1.9000 cache size    95921, 16024596 req, miss ratio 0.2249, byte miss ratio 0.2249
tencentBlock.ns1182 S3FIFO-0.3000-1.9000 cache size   191843, 16024596 req, miss ratio 0.1463, byte miss ratio 0.1463
tencentBlock.ns1182 S3FIFO-0.3000-1.9000 cache size   383687, 16024596 req, miss ratio 0.0801, byte miss ratio 0.0801
tencentBlock.ns1182 S3FIFO-0.3000-1.9000 cache size   767375, 16024596 req, miss ratio 0.0607, byte miss ratio 0.0607
tencentBlock.ns1182 S3FIFO-0.8500-0.9000 cache size      959, 16024596 req, miss ratio 0.6248, byte miss ratio 0.6248
tencentBlock.ns1182 S3FIFO-0.8500-0.9000 cache size     2877, 16024596 req, miss ratio 0.5289, byte miss ratio 0.5289
tencentBlock.ns1182 S3FIFO-0.8500-0.9000 cache size     9592, 16024596 req, miss ratio 0.4498, byte miss ratio 0.4498
tencentBlock.ns1182 S3FIFO-0.8500-0.9000 cache size    28776, 16024596 req, miss ratio 0.3696, byte miss ratio 0.3696
tencentBlock.ns1182 S3FIFO-0.8500-0.9000 cache size    95921, 16024596 req, miss ratio 0.2419, byte miss ratio 0.2419
tencentBlock.ns1182 S3FIFO-0.8500-0.9000 cache size   191843, 16024596 req, miss ratio 0.1661, byte miss ratio 0.1661
tencentBlock.ns1182 S3FIFO-0.8500-0.9000 cache size   383687, 16024596 req, miss ratio 0.0998, byte miss ratio 0.0998
tencentBlock.ns1182 S3FIFO-0.8500-0.9000 cache size   767375, 16024596 req, miss ratio 0.0649, byte miss ratio 0.0649
tencentBlock.ns1182 S3FIFO-0.5000-0.9000 cache size      959, 16024596 req, miss ratio 0.5976, byte miss ratio 0.5976
tencentBlock.ns1182 S3FIFO-0.5000-0.9000 cache size     2877, 16024596 req, miss ratio 0.4912, byte miss ratio 0.4912
tencentBlock.ns1182 S3FIFO-0.5000-0.9000 cache size     9592, 16024596 req, miss ratio 0.4186, byte miss ratio 0.4186
tencentBlock.ns1182 S3FIFO-0.5000-0.9000 cache size    28776, 16024596 req, miss ratio 0.3468, byte miss ratio 0.3468
tencentBlock.ns1182 S3FIFO-0.5000-0.9000 cache size    95921, 16024596 req, miss ratio 0.2283, byte miss ratio 0.2283
tencentBlock.ns1182 S3FIFO-0.5000-0.9000 cache size   191843, 16024596 req, miss ratio 0.1521, byte miss ratio 0.1521
tencentBlock.ns1182 S3FIFO-0.5000-0.9000 cache size   383687, 16024596 req, miss ratio 0.0863, byte miss ratio 0.0863
tencentBlock.ns1182 S3FIFO-0.5000-0.9000 cache size   767375, 16024596 req, miss ratio 0.0620, byte miss ratio 0.0620
tencentBlock.ns1182 S3FIFO-0.4000-0.9000 cache size      959, 16024596 req, miss ratio 0.5986, byte miss ratio 0.5986
tencentBlock.ns1182 S3FIFO-0.4000-0.9000 cache size     2877, 16024596 req, miss ratio 0.4848, byte miss ratio 0.4848
tencentBlock.ns1182 S3FIFO-0.4000-0.9000 cache size     9592, 16024596 req, miss ratio 0.4127, byte miss ratio 0.4127
tencentBlock.ns1182 S3FIFO-0.4000-0.9000 cache size    28776, 16024596 req, miss ratio 0.3387, byte miss ratio 0.3387
tencentBlock.ns1182 S3FIFO-0.4000-0.9000 cache size    95921, 16024596 req, miss ratio 0.2257, byte miss ratio 0.2257
tencentBlock.ns1182 S3FIFO-0.4000-0.9000 cache size   191843, 16024596 req, miss ratio 0.1489, byte miss ratio 0.1489
tencentBlock.ns1182 S3FIFO-0.4000-0.9000 cache size   383687, 16024596 req, miss ratio 0.0828, byte miss ratio 0.0828
tencentBlock.ns1182 S3FIFO-0.4000-0.9000 cache size   767375, 16024596 req, miss ratio 0.0611, byte miss ratio 0.0611
tencentBlock.ns1182 S3FIFO-0.1500-0.9000 cache size      959, 16024596 req, miss ratio 0.6256, byte miss ratio 0.6256
tencentBlock.ns1182 S3FIFO-0.1500-0.9000 cache size     2877, 16024596 req, miss ratio 0.4884, byte miss ratio 0.4884
tencentBlock.ns1182 S3FIFO-0.1500-0.9000 cache size     9592, 16024596 req, miss ratio 0.4024, byte miss ratio 0.4024
tencentBlock.ns1182 S3FIFO-0.1500-0.9000 cache size    28776, 16024596 req, miss ratio 0.3223, byte miss ratio 0.3223
tencentBlock.ns1182 S3FIFO-0.1500-0.9000 cache size    95921, 16024596 req, miss ratio 0.2252, byte miss ratio 0.2252
tencentBlock.ns1182 S3FIFO-0.1500-0.9000 cache size   191843, 16024596 req, miss ratio 0.1433, byte miss ratio 0.1433
tencentBlock.ns1182 S3FIFO-0.1500-0.9000 cache size   383687, 16024596 req, miss ratio 0.0774, byte miss ratio 0.0774
