cdn1_allcolo.ns1447 S3FIFO-0.9500-1.9000 cache size      190, 4411584 req, miss ratio 0.8719, byte miss ratio 0.8719
cdn1_allcolo.ns1447 S3FIFO-0.9500-1.9000 cache size      570, 4411584 req, miss ratio 0.7795, byte miss ratio 0.7795
cdn1_allcolo.ns1447 S3FIFO-0.9500-1.9000 cache size     1903, 4411584 req, miss ratio 0.6281, byte miss ratio 0.6281
cdn1_allcolo.ns1447 S3FIFO-0.9500-1.9000 cache size     5709, 4411584 req, miss ratio 0.4508, byte miss ratio 0.4508
cdn1_allcolo.ns1447 S3FIFO-0.9500-1.9000 cache size    19030, 4411584 req, miss ratio 0.2482, byte miss ratio 0.2482
cdn1_allcolo.ns1447 S3FIFO-0.9500-1.9000 cache size    38061, 4411584 req, miss ratio 0.1530, byte miss ratio 0.1530
cdn1_allcolo.ns1447 S3FIFO-0.9500-1.9000 cache size    76123, 4411584 req, miss ratio 0.0872, byte miss ratio 0.0872
cdn1_allcolo.ns1447 S3FIFO-0.9500-1.9000 cache size   152246, 4411584 req, miss ratio 0.0512, byte miss ratio 0.0512
cdn1_allcolo.ns1447 S3FIFO-0.0010-0.9000 cache size      190, 4411584 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1447 S3FIFO-0.0010-0.9000 cache size      570, 4411584 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1447 S3FIFO-0.0010-0.9000 cache size     1903, 4411584 req, miss ratio 0.4795, byte miss ratio 0.4795
cdn1_allcolo.ns1447 S3FIFO-0.0010-0.9000 cache size     5709, 4411584 req, miss ratio 0.3266, byte miss ratio 0.3266
cdn1_allcolo.ns1447 S3FIFO-0.0010-0.9000 cache size    19030, 4411584 req, miss ratio 0.1703, byte miss ratio 0.1703
cdn1_allcolo.ns1447 S3FIFO-0.0010-0.9000 cache size    38061, 4411584 req, miss ratio 0.1038, byte miss ratio 0.1038
cdn1_allcolo.ns1447 S3FIFO-0.0010-0.9000 cache size    76123, 4411584 req, miss ratio 0.0626, byte miss ratio 0.0626
cdn1_allcolo.ns1447 S3FIFO-0.0010-0.9000 cache size   152246, 4411584 req, miss ratio 0.0445, byte miss ratio 0.0445
cdn1_allcolo.ns1447 S3FIFO-0.9900-1.9000 cache size      190, 4411584 req, miss ratio 0.8809, byte miss ratio 0.8809
cdn1_allcolo.ns1447 S3FIFO-0.9900-1.9000 cache size      570, 4411584 req, miss ratio 0.7884, byte miss ratio 0.7884
cdn1_allcolo.ns1447 S3FIFO-0.9900-1.9000 cache size     1903, 4411584 req, miss ratio 0.6358, byte miss ratio 0.6358
cdn1_allcolo.ns1447 S3FIFO-0.9900-1.9000 cache size     5709, 4411584 req, miss ratio 0.4569, byte miss ratio 0.4569
cdn1_allcolo.ns1447 S3FIFO-0.9900-1.9000 cache size    19030, 4411584 req, miss ratio 0.2522, byte miss ratio 0.2522
cdn1_allcolo.ns1447 S3FIFO-0.9900-1.9000 cache size    38061, 4411584 req, miss ratio 0.1561, byte miss ratio 0.1561
cdn1_allcolo.ns1447 S3FIFO-0.9900-1.9000 cache size    76123, 4411584 req, miss ratio 0.0892, byte miss ratio 0.0892
cdn1_allcolo.ns1447 S3FIFO-0.9900-1.9000 cache size   152246, 4411584 req, miss ratio 0.0522, byte miss ratio 0.0522
cdn1_allcolo.ns1447 S3FIFO-0.6000-0.9000 cache size      190, 4411584 req, miss ratio 0.8019, byte miss ratio 0.8019
cdn1_allcolo.ns1447 S3FIFO-0.6000-0.9000 cache size      570, 4411584 req, miss ratio 0.6982, byte miss ratio 0.6982
cdn1_allcolo.ns1447 S3FIFO-0.6000-0.9000 cache size     1903, 4411584 req, miss ratio 0.5501, byte miss ratio 0.5501
cdn1_allcolo.ns1447 S3FIFO-0.6000-0.9000 cache size     5709, 4411584 req, miss ratio 0.3918, byte miss ratio 0.3918
cdn1_allcolo.ns1447 S3FIFO-0.6000-0.9000 cache size    19030, 4411584 req, miss ratio 0.2145, byte miss ratio 0.2145
cdn1_allcolo.ns1447 S3FIFO-0.6000-0.9000 cache size    38061, 4411584 req, miss ratio 0.1305, byte miss ratio 0.1305
cdn1_allcolo.ns1447 S3FIFO-0.6000-0.9000 cache size    76123, 4411584 req, miss ratio 0.0726, byte miss ratio 0.0726
cdn1_allcolo.ns1447 S3FIFO-0.6000-0.9000 cache size   152246, 4411584 req, miss ratio 0.0454, byte miss ratio 0.0454
cdn1_allcolo.ns1447 S3FIFO-0.0250-0.9000 cache size      190, 4411584 req, miss ratio 0.7502, byte miss ratio 0.7502
cdn1_allcolo.ns1447 S3FIFO-0.0250-0.9000 cache size      570, 4411584 req, miss ratio 0.6305, byte miss ratio 0.6305
cdn1_allcolo.ns1447 S3FIFO-0.0250-0.9000 cache size     1903, 4411584 req, miss ratio 0.4770, byte miss ratio 0.4770
cdn1_allcolo.ns1447 S3FIFO-0.0250-0.9000 cache size     5709, 4411584 req, miss ratio 0.3258, byte miss ratio 0.3258
cdn1_allcolo.ns1447 S3FIFO-0.0250-0.9000 cache size    19030, 4411584 req, miss ratio 0.1699, byte miss ratio 0.1699
