cdn1_colo28.ns785 S3FIFO-0.0050-0.9000 cache size      171, 2678500 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns785 S3FIFO-0.0050-0.9000 cache size      515, 2678500 req, miss ratio 0.2508, byte miss ratio 0.2508
cdn1_colo28.ns785 S3FIFO-0.0050-0.9000 cache size     1717, 2678500 req, miss ratio 0.1927, byte miss ratio 0.1927
cdn1_colo28.ns785 S3FIFO-0.0050-0.9000 cache size     5152, 2678500 req, miss ratio 0.1471, byte miss ratio 0.1471
cdn1_colo28.ns785 S3FIFO-0.0050-0.9000 cache size    17173, 2678500 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_colo28.ns785 S3FIFO-0.0050-0.9000 cache size    34347, 2678500 req, miss ratio 0.0857, byte miss ratio 0.0857
cdn1_colo28.ns785 S3FIFO-0.0050-0.9000 cache size    68695, 2678500 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns785 S3FIFO-0.0050-0.9000 cache size   137391, 2678500 req, miss ratio 0.0648, byte miss ratio 0.0648
cdn1_colo28.ns785 S3FIFO-0.6000-1.9000 cache size      171, 2678500 req, miss ratio 0.3591, byte miss ratio 0.3591
cdn1_colo28.ns785 S3FIFO-0.6000-1.9000 cache size      515, 2678500 req, miss ratio 0.2828, byte miss ratio 0.2828
cdn1_colo28.ns785 S3FIFO-0.6000-1.9000 cache size     1717, 2678500 req, miss ratio 0.2153, byte miss ratio 0.2153
cdn1_colo28.ns785 S3FIFO-0.6000-1.9000 cache size     5152, 2678500 req, miss ratio 0.1612, byte miss ratio 0.1612
cdn1_colo28.ns785 S3FIFO-0.6000-1.9000 cache size    17173, 2678500 req, miss ratio 0.1141, byte miss ratio 0.1141
cdn1_colo28.ns785 S3FIFO-0.6000-1.9000 cache size    34347, 2678500 req, miss ratio 0.0915, byte miss ratio 0.0915
cdn1_colo28.ns785 S3FIFO-0.6000-1.9000 cache size    68695, 2678500 req, miss ratio 0.0742, byte miss ratio 0.0742
cdn1_colo28.ns785 S3FIFO-0.6000-1.9000 cache size   137391, 2678500 req, miss ratio 0.0648, byte miss ratio 0.0648
cdn1_colo28.ns785 S3FIFO-0.8500-0.9000 cache size      171, 2678500 req, miss ratio 0.3973, byte miss ratio 0.3973
cdn1_colo28.ns785 S3FIFO-0.8500-0.9000 cache size      515, 2678500 req, miss ratio 0.3099, byte miss ratio 0.3099
cdn1_colo28.ns785 S3FIFO-0.8500-0.9000 cache size     1717, 2678500 req, miss ratio 0.2343, byte miss ratio 0.2343
cdn1_colo28.ns785 S3FIFO-0.8500-0.9000 cache size     5152, 2678500 req, miss ratio 0.1756, byte miss ratio 0.1756
cdn1_colo28.ns785 S3FIFO-0.8500-0.9000 cache size    17173, 2678500 req, miss ratio 0.1240, byte miss ratio 0.1240
cdn1_colo28.ns785 S3FIFO-0.8500-0.9000 cache size    34347, 2678500 req, miss ratio 0.0988, byte miss ratio 0.0988
