tencentBlock.ns6002 S3FIFO-0.0050-1.9000 cache size       98, 1474911 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6002 S3FIFO-0.0050-1.9000 cache size      295, 1474911 req, miss ratio 0.2230, byte miss ratio 0.2230
tencentBlock.ns6002 S3FIFO-0.0050-1.9000 cache size      984, 1474911 req, miss ratio 0.1965, byte miss ratio 0.1965
tencentBlock.ns6002 S3FIFO-0.0050-1.9000 cache size     2952, 1474911 req, miss ratio 0.1748, byte miss ratio 0.1748
tencentBlock.ns6002 S3FIFO-0.0050-1.9000 cache size     9840, 1474911 req, miss ratio 0.1561, byte miss ratio 0.1561
tencentBlock.ns6002 S3FIFO-0.0050-1.9000 cache size    19680, 1474911 req, miss ratio 0.1104, byte miss ratio 0.1104
tencentBlock.ns6002 S3FIFO-0.0050-1.9000 cache size    39360, 1474911 req, miss ratio 0.0757, byte miss ratio 0.0757
tencentBlock.ns6002 S3FIFO-0.0050-1.9000 cache size    78720, 1474911 req, miss ratio 0.0667, byte miss ratio 0.0667
tencentBlock.ns6002 S3FIFO-0.8000-0.9000 cache size       98, 1474911 req, miss ratio 0.3313, byte miss ratio 0.3313
tencentBlock.ns6002 S3FIFO-0.8000-0.9000 cache size      295, 1474911 req, miss ratio 0.2225, byte miss ratio 0.2225
tencentBlock.ns6002 S3FIFO-0.8000-0.9000 cache size      984, 1474911 req, miss ratio 0.1971, byte miss ratio 0.1971
tencentBlock.ns6002 S3FIFO-0.8000-0.9000 cache size     2952, 1474911 req, miss ratio 0.1804, byte miss ratio 0.1804
tencentBlock.ns6002 S3FIFO-0.8000-0.9000 cache size     9840, 1474911 req, miss ratio 0.1666, byte miss ratio 0.1666
tencentBlock.ns6002 S3FIFO-0.8000-0.9000 cache size    19680, 1474911 req, miss ratio 0.1265, byte miss ratio 0.1265
tencentBlock.ns6002 S3FIFO-0.8000-0.9000 cache size    39360, 1474911 req, miss ratio 0.0906, byte miss ratio 0.0906
tencentBlock.ns6002 S3FIFO-0.8000-0.9000 cache size    78720, 1474911 req, miss ratio 0.0683, byte miss ratio 0.0683
tencentBlock.ns6002 S3FIFO-0.0050-0.9000 cache size       98, 1474911 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6002 S3FIFO-0.0050-0.9000 cache size      295, 1474911 req, miss ratio 0.2234, byte miss ratio 0.2234
tencentBlock.ns6002 S3FIFO-0.0050-0.9000 cache size      984, 1474911 req, miss ratio 0.1987, byte miss ratio 0.1987
tencentBlock.ns6002 S3FIFO-0.0050-0.9000 cache size     2952, 1474911 req, miss ratio 0.1750, byte miss ratio 0.1750
tencentBlock.ns6002 S3FIFO-0.0050-0.9000 cache size     9840, 1474911 req, miss ratio 0.1434, byte miss ratio 0.1434
tencentBlock.ns6002 S3FIFO-0.0050-0.9000 cache size    19680, 1474911 req, miss ratio 0.1087, byte miss ratio 0.1087
tencentBlock.ns6002 S3FIFO-0.0050-0.9000 cache size    39360, 1474911 req, miss ratio 0.0756, byte miss ratio 0.0756
tencentBlock.ns6002 S3FIFO-0.0050-0.9000 cache size    78720, 1474911 req, miss ratio 0.0667, byte miss ratio 0.0667
tencentBlock.ns6002 S3FIFO-0.3500-0.9000 cache size       98, 1474911 req, miss ratio 0.2725, byte miss ratio 0.2725
tencentBlock.ns6002 S3FIFO-0.3500-0.9000 cache size      295, 1474911 req, miss ratio 0.2021, byte miss ratio 0.2021
tencentBlock.ns6002 S3FIFO-0.3500-0.9000 cache size      984, 1474911 req, miss ratio 0.1869, byte miss ratio 0.1869
tencentBlock.ns6002 S3FIFO-0.3500-0.9000 cache size     2952, 1474911 req, miss ratio 0.1742, byte miss ratio 0.1742
tencentBlock.ns6002 S3FIFO-0.3500-0.9000 cache size     9840, 1474911 req, miss ratio 0.1606, byte miss ratio 0.1606
tencentBlock.ns6002 S3FIFO-0.3500-0.9000 cache size    19680, 1474911 req, miss ratio 0.1194, byte miss ratio 0.1194
tencentBlock.ns6002 S3FIFO-0.3500-0.9000 cache size    39360, 1474911 req, miss ratio 0.0796, byte miss ratio 0.0796
tencentBlock.ns6002 S3FIFO-0.3500-0.9000 cache size    78720, 1474911 req, miss ratio 0.0667, byte miss ratio 0.0667
tencentBlock.ns6002 S3FIFO-0.6500-1.9000 cache size       98, 1474911 req, miss ratio 0.3099, byte miss ratio 0.3099
tencentBlock.ns6002 S3FIFO-0.6500-1.9000 cache size      295, 1474911 req, miss ratio 0.2060, byte miss ratio 0.2060
tencentBlock.ns6002 S3FIFO-0.6500-1.9000 cache size      984, 1474911 req, miss ratio 0.1930, byte miss ratio 0.1930
tencentBlock.ns6002 S3FIFO-0.6500-1.9000 cache size     2952, 1474911 req, miss ratio 0.1762, byte miss ratio 0.1762
tencentBlock.ns6002 S3FIFO-0.6500-1.9000 cache size     9840, 1474911 req, miss ratio 0.1662, byte miss ratio 0.1662
tencentBlock.ns6002 S3FIFO-0.6500-1.9000 cache size    19680, 1474911 req, miss ratio 0.1242, byte miss ratio 0.1242
tencentBlock.ns6002 S3FIFO-0.6500-1.9000 cache size    39360, 1474911 req, miss ratio 0.0883, byte miss ratio 0.0883
tencentBlock.ns6002 S3FIFO-0.6500-1.9000 cache size    78720, 1474911 req, miss ratio 0.0671, byte miss ratio 0.0671
tencentBlock.ns6002 S3FIFO-0.9900-1.9000 cache size       98, 1474911 req, miss ratio 0.3589, byte miss ratio 0.3589
tencentBlock.ns6002 S3FIFO-0.9900-1.9000 cache size      295, 1474911 req, miss ratio 0.2467, byte miss ratio 0.2467
tencentBlock.ns6002 S3FIFO-0.9900-1.9000 cache size      984, 1474911 req, miss ratio 0.2096, byte miss ratio 0.2096
tencentBlock.ns6002 S3FIFO-0.9900-1.9000 cache size     2952, 1474911 req, miss ratio 0.1899, byte miss ratio 0.1899
tencentBlock.ns6002 S3FIFO-0.9900-1.9000 cache size     9840, 1474911 req, miss ratio 0.1681, byte miss ratio 0.1681
tencentBlock.ns6002 S3FIFO-0.9900-1.9000 cache size    19680, 1474911 req, miss ratio 0.1273, byte miss ratio 0.1273
tencentBlock.ns6002 S3FIFO-0.9900-1.9000 cache size    39360, 1474911 req, miss ratio 0.0913, byte miss ratio 0.0913
